 sfsarp-30-20-1,2.127e-12,0,0,0,0,0,0,0,2.115e-12,0,0,0,0,0,2.074e-12,2.109e-12,2.022e-12,0,0,2.125e-12,0,0,2.131e-12,0,2.115e-12,2.119e-12,0,0,0,0
 sfsarp-30-20-2,0,2.128e-12,0,2.127e-12,0,0,0,2.022e-12,2.108e-12,0,2.131e-12,0,2.074e-12,0,0,0,0,0,0,0,0,0,2.125e-12,0,0,2.12e-12,0,0,0,0
 sfsarp-30-20-3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.131e-12,0,0,2.12e-12,0,0,0,0,0,0,0,0,2.022e-12,0,2.131e-12,0,0
 sfsarp-30-20-4,2.126e-12,2.124e-12,0,0,0,0,2.119e-12,2.115e-12,0,2.132e-12,0,2.123e-12,0,0,0,0,0,0,2.128e-12,0,4.225e-12,0,2.119e-12,2.112e-12,0,0,0,0,2.08e-12,0
 sfsarp-30-20-5,0,4.24e-12,0,2.114e-12,0,0,0,0,0,0,0,2.131e-12,0,0,0,2.131e-12,0,0,0,0,0,0,0,2.119e-12,0,0,0,0,0,0
 sfsarp-30-30-1,0,0,0,0,2.105e-12,2.112e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08e-12,0,2.132e-12,0,2.131e-12,0,0,0,0
 sfsarp-30-30-2,0,0,0,0,0,0,0,2.131e-12,2.069e-12,0,0,2.131e-12,0,0,4.235e-12,0,0,0,2.131e-12,0,0,2.12e-12,0,0,2.132e-12,0,0,0,0,2.131e-12
 sfsarp-30-30-3,0,0,0,0,2.125e-12,2.125e-12,0,0,0,2.119e-12,2.131e-12,0,0,0,0,4.24e-12,0,2.113e-12,0,0,0,0,0,0,0,0,0,0,0,2.131e-12
 sfsarp-30-30-4,0,0,0,0,2.131e-12,0,0,0,0,2.119e-12,2.128e-12,0,0,0,0,0,2.113e-12,0,0,0,0,0,4.225e-12,0,0,0,0,2.119e-12,0,0
 sfsarp-30-30-5,0,0,0,2.125e-12,0,0,0,2.127e-12,2.005e-12,0,0,0,0,2.132e-12,0,0,0,0,2.127e-12,0,0,0,0,0,0,0,0,0,0,0
