Instance,LB,UB,Time
sarp-6-7-A-2.txt,32.9516,32.9516,8734
sarp-6-7-B-1.txt,-1.36662,-1.36662,7370
sarp-6-7-B-2.txt,-1.3209,-1.3209,1416
sarp-6-7-C-1.txt,-10.0972,-10.0972,7875
sarp-6-7-C-2.txt,-7.68297,-7.68297,268
sarp-6-8-A-1.txt,-2.36865,-2.36865,130
sarp-6-8-A-2.txt,7.844,7.844,1060
sarp-6-8-B-1.txt,-0.192841,-0.192841,2702
sarp-6-8-B-2.txt,8.51979,8.51979,2930
sarp-6-8-C-1.txt,-20.6059,-6.80215,175815
sarp-6-8-C-2.txt,-23.923,-23.923,1520
sarp-6-9-A-1.txt,10.1345,10.1345,980
sarp-6-9-A-2.txt,14.3973,14.3973,409
sarp-6-9-B-1.txt,6.50918,6.50918,30993
sarp-6-9-B-2.txt,10.2862,10.2862,15196
sarp-6-9-C-1.txt,-6.5787,-6.5787,11297
sarp-6-9-C-2.txt,-30.8191,-30.8191,6133
sarp-7-5-A-1.txt,14.7969,14.7969,4287
sarp-7-5-A-2.txt,18.6876,18.6876,514
sarp-7-5-B-1.txt,12.9184,12.9184,17972
sarp-7-5-B-2.txt,19.5504,19.5504,5622
sarp-7-5-C-1.txt,-0.863562,-0.863562,1645
sarp-7-5-C-2.txt,-4.40865,4.0,131117
sarp-7-6-A-1.txt,11.1699,11.1699,976
sarp-7-6-A-2.txt,14.4374,14.4374,45428
sarp-7-6-B-1.txt,8.00466,8.00466,3870
sarp-7-6-B-2.txt,6.78851,6.78851,25950
sarp-7-6-C-1.txt,3.06861,3.06861,12900
sarp-7-6-C-2.txt,-21.1941,-21.1941,879
sarp-7-7-A-1.txt,22.0748,22.0748,10424
sarp-7-7-A-2.txt,7.32547,7.32547,244
sarp-7-7-B-1.txt,9.50129,9.50129,3136
sarp-7-7-B-2.txt,2.05842,2.05842,1201
sarp-7-7-C-1.txt,3.80984,3.80984,1117
sarp-7-7-C-2.txt,-48.8885,-48.8885,1279
sarp-7-8-A-1.txt,17.789,17.789,17
sarp-7-8-A-2.txt,11.768,11.768,3
sarp-7-8-B-1.txt,12.6937,12.6937,4285
sarp-7-8-B-2.txt,9.98117,9.98117,87147
sarp-7-8-C-1.txt,-30.9995,-30.9995,15717
sarp-7-8-C-2.txt,-24.0199,-24.0199,8577
sarp-8-5-A-1.txt,27.0525,27.0525,47
sarp-8-5-A-2.txt,17.9703,17.9703,2467
sarp-8-5-B-1.txt,21.8171,21.8171,1045
sarp-8-5-B-2.txt,-3.55052,-3.55052,27
sarp-8-5-C-1.txt,-4.13175,-4.13175,4942
sarp-8-5-C-2.txt,14.0377,14.0377,649
sarp-8-6-A-1.txt,20.9902,20.9902,40259
sarp-8-6-A-2.txt,19.7206,19.7206,4629
sarp-8-6-B-1.txt,8.9464,8.9464,653
sarp-8-6-B-2.txt,26.2315,26.2315,53048
sarp-8-6-C-1.txt,-11.5289,3.0,186240
sarp-8-6-C-2.txt,-24.5843,-24.5843,28991
sarp-8-7-A-1.txt,13.3629,13.3629,8916
sarp-8-7-A-2.txt,8.68423,8.68423,1753
sarp-8-7-B-1.txt,-3.36714,-3.36714,707
sarp-8-7-B-2.txt,3.61519,20.0,228063
sarp-8-7-C-1.txt,-18.6604,-18.6604,18366
sarp-8-7-C-2.txt,-8.7212,-8.7212,78062
sarp-9-5-A-1.txt,29.0203,29.0203,16125
sarp-9-5-A-2.txt,22.7498,37.4239,154696
sarp-9-5-B-1.txt,11.7307,11.7307,23235
sarp-9-5-B-2.txt,26.6884,26.6884,96560
sarp-9-5-C-1.txt,14.5224,14.5224,3743
sarp-9-5-C-2.txt,-12.7238,-12.7238,221
sarp-9-6-A-1.txt,26.6557,26.6557,28165
sarp-9-6-A-2.txt,17.714,25.966,161283
sarp-9-6-B-1.txt,2.9307,2.9307,53803
sarp-9-6-B-2.txt,0.545201,0.545201,44469
sarp-9-6-C-1.txt,-6.08145,-6.08145,1060
sarp-9-6-C-2.txt,-2.53569,-2.53569,188186
