Row,standardMIP,BCP
sarp-40-20-C-1V3,111,0
ghsarp-6-3-4,0,0
sarp-50-25-C-2V2,69,255
sfsarp-30-15-3,37,255
sfsarp-40-20-1V1,183,0
sarp-50-25-B-2V1,57,17
sarp-20-10-A-1V2,0,0
sarp-20-10-C-1,0,0
sfsarp-30-15-4V1,26,0
sarp-12-6-B-1,0,0
sarp-40-20-C-2V1,85,1
sarp-12-6-C-2,0,0
sfsarp-6-3-1,0,0
sfsarp-8-4-3,0,0
sfsarp-10-5-4,0,0
sarp-50-25-B-2V2,157,255
sarp-60-30-B-1V3,44,0
sarp-60-30-A-1V3,0,0
sarp-20-10-C-1V2,34,0
sarp-50-25-C-2V1,68,255
sfsarp-10-5-1,0,0
sfsarp-40-20-4V1,75,0
ghsarp-10-5-1,0,0
sarp-30-15-B-2V3,0,0
sarp-20-10-A-1V1,0,0
sfsarp-6-3-4,0,0
sarp-40-20-C-2V2,126,255
sarp-8-4-A-1,0,0
sarp-16-8-C-2V2,0,0
