Row,z_1,z_2
sfsarp-30-15-1,0.058231838194659,1.32948471679549
sfsarp-12-6-4,0.854076905214369,-0.648104769822176
sarp-30-15-B-2V2,-0.932272858916079,-0.0904145437099984
sarp-10-5-B-2,1.09755715142673,-1.3652620325832
sarp-60-30-B-2V3,-2.02439423166694,0.649570405955705
sarp-30-15-A-1V1,0.0292712077789827,1.3445366148975
sfsarp-40-20-5,-0.492773452943065,1.50407363720722
sfsarp-50-25-2V1,-0.519568081813725,1.90533630424536
sfsarp-10-5-2,0.821552676029415,-1.22181241909932
sarp-16-8-C-2V3,-0.338762600640277,-1.17164024100805
sfsarp-50-25-4V1,-0.750280549719964,1.59277178231276
sarp-20-10-B-2,0.821400756605908,1.24666185762568
sfsarp-20-10-4,0.544984209124652,0.342413658914511
sarp-30-15-A-2V2,-0.426907217266998,0.00193882195608481
sfsarp-12-6-2,0.89950836995243,-0.67171716251001
sarp-40-20-A-2V3,-1.10908231119019,0.623675278051075
sarp-16-8-A-1,0.7501766323754,0.415607841024564
sarp-6-3-A-2,0.943169585576306,-2.85853255418544
sarp-50-25-C-2V3,-1.93089963640861,0.362252414592615
sarp-40-20-A-1V1,-0.202301554881458,1.93104714604533
sarp-50-25-A-2V2,-1.5508134476116,1.03862062646028
sarp-12-6-A-1,0.760741283646965,-0.59959483599285
sfsarp-8-4-4,0.714058722886624,-1.8550166582964
sarp-40-20-C-1V2,-1.48378035913065,0.263049337967946
ghsarp-12-6-4,0.889154900821279,-0.666336086196146
sarp-30-15-A-2V3,-0.426907217266998,0.00193882195608481
sarp-30-15-C-2,0.00475731504527765,1.35727738090346
sfsarp-8-4-2,0.934545657882913,-1.96961177693689
sarp-60-30-A-2V3,-2.14363813677996,0.711545821659192
sarp-40-20-C-1V1,-0.44887548231751,2.05920062810386
sarp-30-15-B-1,-0.100990686950445,1.41223848249843
sfsarp-40-20-4,-0.225907159226709,1.943315841379
sfsarp-16-8-3,0.893832662180666,0.340944551885761
ghsarp-12-6-1,0.667843804841638,-0.551312620970549
sarp-30-15-C-2V3,-0.558791728297705,0.0704840225533965
sarp-12-6-C-1,0.858411750934771,-0.650357747576282
sarp-30-15-B-1V1,-0.100990686950445,1.41223848249843
sarp-10-5-A-1,0.69945323336217,-1.15835287616257
sarp-40-20-B-2,-0.0925370906921689,1.87399854225167
sfsarp-20-10-4V1,0.544984209124652,0.342413658914511
sfsarp-16-8-4,0.950294599594009,0.311599219398541
sarp-30-15-A-1V2,-0.903518943808016,0.249651355804573
sfsarp-10-5-3,0.816096489109121,-1.21897663934001
sfsarp-50-25-5V1,-0.713219176903396,1.57350963231296
sarp-20-10-B-1,0.80905011523744,1.25308093734543
sarp-40-20-C-2,-0.824267276551225,1.20639348255197
sarp-60-30-C-2V3,-2.15671992376096,0.71834490447624
sarp-20-10-C-2V1,0.0389436502305281,-0.125325555113537
sarp-30-15-B-1V2,-0.773667131713722,0.182162623137129
sfsarp-30-15-4,0.047050095310396,1.33529627725122
sarp-16-8-A-1V2,-0.322434530567889,-1.1801265357953
sarp-50-25-B-2V3,-1.54162899816612,1.03384713240328
sfsarp-10-5-5,0.816096489109121,-1.21897663934001
sarp-16-8-B-1V3,-0.22892766336245,-1.22872547224153
ghsarp-6-3-1,0.752611763765917,-2.75949268953948
sfsarp-20-10-5V1,0.957786826508374,1.17577703235634
sarp-40-20-C-2V3,-1.35721573908328,0.752639289494922
sarp-40-20-A-1,-0.202301554881458,1.93104714604533
sarp-40-20-B-2V2,-1.10238050247524,0.620192103119153
sarp-50-25-A-1V1,-0.706562251191582,2.00252400847508
ghsarp-10-5-4,0.690062898509798,-1.15347237593474
sfsarp-40-20-3V1,-0.208801524335717,1.3564830470896
sarp-30-15-A-1,0.0292712077789827,1.3445366148975
sarp-40-20-B-2V3,-1.10238050247524,0.620192103119153
sarp-16-8-C-2V1,0.878005885377135,0.34917030623954
sarp-20-10-A-1V3,-0.418063860573252,-0.443172259038226
sarp-20-10-C-2,0.0389436502305281,-0.125325555113537
sarp-16-8-B-1V2,-0.22892766336245,-1.22872547224153
sarp-16-8-B-1V1,0.912453017589882,0.331266872628787
sarp-8-4-C-1,0.743981819402042,-1.87056878520738
sarp-30-15-C-1V2,-1.29008107084256,-0.21213400593694
sarp-50-25-A-1V3,-1.5048324464798,1.01472261962375
sfsarp-40-20-5V1,-0.492773452943065,1.50407363720722
sfsarp-16-8-5,0.995342061145654,0.288186407201525
ghsarp-8-4-4,0.83154740723049,-1.91607982161502
sfsarp-20-10-1V1,0.426247336390124,0.404125551359491
sarp-20-10-C-1V1,0.240257931542357,0.500791042740026
sarp-30-15-C-1,-0.108847349467082,0.767738321834812
sfsarp-6-3-5,0.906885236333666,-2.83967425173625
sarp-50-25-C-1V2,-1.94366903205807,0.368889136217153
sarp-6-3-A-1,0.785117669862816,-2.77638719698843
sarp-20-10-C-2V2,-0.629298235885108,-1.15802569334858
sarp-16-8-A-1V1,0.7501766323754,0.415607841024564
sarp-20-10-B-1V2,-0.109789786101812,-0.603393562574588
sfsarp-6-3-2,0.803868978115986,-2.78613293722457
sfsarp-30-15-2,0.0247949732901886,0.698279522237375
sarp-30-15-B-2V1,-0.0287712728685743,1.37470341347043
sarp-50-25-A-2V3,-1.5508134476116,1.03862062646028
sarp-60-30-C-1V3,-2.0351642577966,0.655167982166336
sarp-40-20-C-1,-0.44887548231751,2.05920062810386
sarp-20-10-A-2V2,-0.165156038147879,-0.574617697818677
sfsarp-20-10-2,0.56504297729909,0.331988383971256
sarp-20-10-B-2V1,0.821400756605908,1.24666185762568
ghsarp-8-4-2,0.643010771036076,-1.8180904410055
sfsarp-30-15-2V1,0.0247949732901886,0.698279522237375
sarp-8-4-A-2,0.884829890260258,-1.943772675454
sarp-30-15-C-1V1,-0.108847349467082,0.767738321834812
sfsarp-40-20-3,-0.208801524335717,1.3564830470896
ghsarp-8-4-0,0.527070040780447,-1.75783180600233
sarp-40-20-A-2,-0.10449750919816,1.88021480888764
sarp-40-20-B-1V2,-1.38028959223844,0.209261403955399
ghsarp-12-6-2,0.508751117562168,-0.468626336751793
sfsarp-16-8-2,0.65001115914354,0.467667498386481
sarp-50-25-C-1V3,-1.94366903205807,0.368889136217153
sfsarp-40-20-1,-0.616423841894638,1.5683392636131
sarp-16-8-A-2,0.910646629153243,0.332205718720557
sarp-6-3-B-1,0.803868978115986,-2.78613293722457
ghsarp-8-4-1,0.714058722886624,-1.8550166582964
sarp-12-6-A-2,1.03773566029161,-0.743558937334622
sfsarp-20-10-2V1,0.56504297729909,0.331988383971256
sfsarp-12-6-3,0.978486465930761,-0.712764965541012
sarp-8-4-C-2,0.62232542172338,-1.80733950894393
sarp-10-5-A-2,0.63113482107323,-1.12284530034311
sarp-50-25-C-1V1,-0.868906236958133,1.65442588759159
sarp-20-10-A-1,1.06223258290532,1.12149275539451
sarp-50-25-B-1V3,-1.47755098932556,1.00054344923741
sarp-40-20-A-2V2,-1.10908231119019,0.623675278051075
sfsarp-20-10-3,0.851340701744857,1.23110097386925
sarp-40-20-B-1,-0.22554288118085,1.94312651276466
sarp-16-8-A-2V3,-0.353329417535674,-1.1640693338685
ghsarp-6-3-3,0.772552715057376,-2.76985673074259
sfsarp-20-10-5,0.957786826508374,1.17577703235634
sarp-30-15-B-2,-0.0287712728685743,1.37470341347043
sfsarp-8-4-5,0.83154740723049,-1.91607982161502
sarp-30-15-C-2V2,-0.558791728297705,0.0704840225533965
sarp-16-8-B-2,1.06777463582527,0.250540550820117
sfsarp-30-15-5V1,0.0966598420180227,1.3095122787128
sarp-10-5-C-1,0.63113482107323,-1.12284530034311
sarp-40-20-C-1V3,-1.48378035913065,0.263049337967946
ghsarp-6-3-4,0.803868978115986,-2.78613293722457
sarp-50-25-C-2V2,-1.93089963640861,0.362252414592615
sfsarp-30-15-3,-0.163806871844295,0.796302794316357
sfsarp-40-20-1V1,-0.616423841894638,1.5683392636131
sarp-50-25-B-2V1,-0.84397798794748,2.07394398924119
sarp-20-10-A-1V2,-0.418063860573252,-0.443172259038226
sarp-20-10-C-1,0.240257931542357,0.500791042740026
sfsarp-30-15-4V1,0.047050095310396,1.33529627725122
sarp-12-6-B-1,0.811158948436864,-0.625798739087028
sarp-40-20-C-2V1,-0.824267276551225,1.20639348255197
sarp-12-6-C-2,0.917467762886805,-0.681051315411453
sfsarp-6-3-1,0.803868978115986,-2.78613293722457
sfsarp-8-4-3,0.743981819402042,-1.87056878520738
sfsarp-10-5-4,0.745906779050285,-1.18249648167593
sarp-50-25-B-2V2,-1.54162899816612,1.03384713240328
sarp-60-30-B-1V3,-2.12034405081177,0.699439033811688
sarp-60-30-A-1V3,-2.214636659154,0.748446348644564
sarp-20-10-C-1V2,-0.556620615530359,-0.818763326940878
sarp-50-25-C-2V1,-1.12764571965649,1.42033403153819
sfsarp-10-5-1,0.870858127544022,-1.24743826430432
sfsarp-40-20-4V1,-0.225907159226709,1.943315841379
ghsarp-10-5-1,0.650364794360866,-1.13283982029227
sarp-30-15-B-2V3,-0.932272858916079,-0.0904145437099984
sarp-20-10-A-1V1,1.06223258290532,1.12149275539451
sfsarp-6-3-4,0.803868978115986,-2.78613293722457
sarp-40-20-C-2V2,-1.35721573908328,0.752639289494922
sarp-8-4-A-1,0.675974406817488,-1.83522284730094
sarp-16-8-C-2V2,-0.338762600640277,-1.17164024100805
