10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-13-2.tsp ,9,4,4,46.7844,22.3144,27.3301,0,0.13,41.7687,Optimal
grubhub-13-3.tsp ,9,4,2,46.792,10.6979,26.3672,0,0.12,31.1227,Optimal
grubhub-13-4.tsp ,9,4,4,47.457,19.7027,25.5116,0,0.18,41.6481,Optimal
grubhub-13-5.tsp ,9,4,2,47.0922,13.9128,26.542,0,0.32,34.463,Optimal
grubhub-13-6.tsp ,9,4,4,45.0592,24.8265,38.9681,0,0.15,30.9176,Optimal
grubhub-13-7.tsp ,9,4,4,48.9998,20.0955,24.1715,0,0.19,44.9239,Optimal
grubhub-13-8.tsp ,9,4,4,46.9896,21.1635,30.0625,0,0.15,38.0905,Optimal
grubhub-13-9.tsp ,9,4,4,45.044,19.1383,26.7689,0,0.33,37.4133,Optimal
grubhub-14-0.tsp ,10,4,4,51.077,21.5065,29.8233,0,0.19,42.7602,Optimal
grubhub-14-1.tsp ,10,4,4,52.255,21.2575,27.1523,0,0.29,46.3603,Optimal
grubhub-14-2.tsp ,10,4,3,55.6294,14.0964,34.454,0,0.26,35.2718,Optimal
grubhub-14-3.tsp ,10,4,3,53.8776,18.3681,30.7709,0,0.29,41.4748,Optimal
grubhub-14-4.tsp ,10,4,3,53.0226,19.5523,22.3591,0,0.19,50.2158,Optimal
grubhub-14-5.tsp ,10,4,4,50.811,23.9523,30.8353,0,0.41,43.9279,Optimal
grubhub-14-6.tsp ,10,4,4,55.2646,23.7365,30.8077,0,0.37,48.1933,Optimal
grubhub-14-7.tsp ,10,4,3,49.0706,15.6015,27.5601,0,0.33,37.1119,Optimal
grubhub-14-8.tsp ,10,4,2,53.3304,11.2513,25.4472,0,0.22,39.1345,Optimal
grubhub-14-9.tsp ,10,4,3,53.699,17.3832,25.3123,0,0.27,45.7699,Optimal
grubhub-15-0.tsp ,11,4,4,58.3754,25.9885,36.1989,0,0.28,48.165,Optimal
grubhub-15-1.tsp ,11,4,4,56.2056,22.2148,26.956,0,0.76,51.4644,Optimal
grubhub-15-2.tsp ,11,4,4,58.5084,21.9935,30.7617,0,0.31,49.7401,Optimal
grubhub-15-3.tsp ,11,4,2,58.003,14.4495,25.3184,0,0.38,47.1341,Optimal
grubhub-15-4.tsp ,11,4,4,51.4974,25.9885,34.0155,0,0.51,43.4705,Optimal
grubhub-15-5.tsp ,11,4,4,59.808,24.4337,33.9265,0,0.25,50.3151,Optimal
grubhub-15-6.tsp ,11,4,3,57.3456,15.9279,29.0996,0,0.69,44.1739,Optimal
grubhub-15-7.tsp ,11,4,4,56.4868,21.2022,30.0288,0,0.67,47.6602,Optimal
grubhub-15-8.tsp ,11,4,4,59.5496,24.4115,28.6365,0,0.68,55.3246,Optimal
grubhub-15-9.tsp ,11,4,4,59.4052,21.5674,41.1179,0,0.21,39.8547,Optimal
grubhub-debug.tsp ,2,1,1,63.48,157.673,110.4,0,0,110.753,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-10-0.tsp ,6,4,2,31.353,12.3081,18.8539,0,0.06,24.8073,Optimal
grubhub-10-1.tsp ,6,4,3,29.4264,17.8535,17.3635,0,0.07,29.9165,Optimal
grubhub-10-2.tsp ,6,4,3,30.1218,17.8148,19.7831,0,0.11,28.1535,Optimal
grubhub-10-3.tsp ,6,4,4,26.793,21.8275,24.5609,0,0.06,24.0595,Optimal
grubhub-10-4.tsp ,6,4,3,34.4766,17.0014,19.6727,0,0.05,31.8053,Optimal
grubhub-10-5.tsp ,6,4,3,31.7938,17.9974,21.6016,0,0.09,28.1896,Optimal
grubhub-10-6.tsp ,6,4,4,32.379,18.5241,21.3195,0,0.04,29.5836,Optimal
grubhub-10-7.tsp ,6,4,3,26.983,15.6291,20.9515,0,0.12,21.6607,Optimal
grubhub-10-8.tsp ,6,4,3,33.7394,16.4591,21.4605,0,0.16,28.738,Optimal
grubhub-10-9.tsp ,6,4,3,28.5752,14.2679,18.2191,0,0.2,24.6241,Optimal
grubhub-11-0.tsp ,7,4,3,42.1892,18.263,16.6919,0,0.13,43.7603,Optimal
grubhub-11-1.tsp ,7,4,3,34.4486,19.4748,25.1589,0,0.19,28.7645,Optimal
grubhub-11-2.tsp ,7,4,3,38.241,20.6866,30.4489,0,0.11,28.4787,Optimal
grubhub-11-3.tsp ,7,4,4,38.0662,22.9452,23.4937,0,0.1,37.5177,Optimal
grubhub-11-4.tsp ,7,4,4,36.0636,23.1223,24.8308,0,0.22,34.3551,Optimal
grubhub-11-5.tsp ,7,4,4,39.514,24.7712,27.0357,0,0.11,37.2495,Optimal
grubhub-11-6.tsp ,7,4,4,35.0528,22.2148,30.3048,0,0.11,26.9628,Optimal
grubhub-11-7.tsp ,7,4,3,35.4252,14.0411,21.6077,0,0.16,27.8585,Optimal
grubhub-11-8.tsp ,7,4,4,36.2802,19.9406,21.7304,0,0.14,34.4904,Optimal
grubhub-11-9.tsp ,7,4,3,36.2118,18.5618,18.7741,0,0.14,35.9995,Optimal
grubhub-12-0.tsp ,7,5,4,36.7438,20.8204,21.4483,0,0.18,36.1159,Optimal
grubhub-12-1.tsp ,7,5,5,36.6032,25.6575,32.8501,0,0.18,29.4106,Optimal
grubhub-12-2.tsp ,7,5,4,32.4992,22.5468,21.896,0,0.34,33.15,Optimal
grubhub-12-3.tsp ,7,5,4,34.7716,19.9904,24.7787,0,0.24,29.9833,Optimal
grubhub-12-4.tsp ,7,5,3,32.693,16.3485,23.5643,0,0.15,25.4772,Optimal
grubhub-12-5.tsp ,7,5,4,37.3328,22.7681,22.4695,0,0.2,37.6315,Optimal
grubhub-12-6.tsp ,7,5,4,37.9218,21.9769,23.552,0,0.28,36.3467,Optimal
grubhub-12-7.tsp ,7,5,3,39.2404,21.3893,17.7407,0,0.21,42.8891,Optimal
grubhub-12-8.tsp ,7,5,3,33.4568,20.6423,21.2643,0,0.14,32.8349,Optimal
grubhub-12-9.tsp ,7,5,5,38.0586,29.3593,29.7405,0,0.2,37.6774,Optimal
grubhub-13-0.tsp ,8,5,4,39.068,19.924,27.6399,0,0.16,31.3521,Optimal
grubhub-13-1.tsp ,8,5,5,41.329,29.8407,33.1139,0,0.13,38.0559,Optimal
grubhub-13-2.tsp ,8,5,4,41.2226,22.3144,23.184,0,0.13,40.353,Optimal
grubhub-13-3.tsp ,8,5,4,41.3746,20.9255,30.498,0,0.15,31.8021,Optimal
grubhub-13-4.tsp ,8,5,5,42.2258,25.3421,25.3276,0,0.18,42.2403,Optimal
grubhub-13-5.tsp ,8,5,3,40.6792,21.2731,23.1533,0,0.24,38.799,Optimal
grubhub-13-6.tsp ,8,5,5,39.1402,31.4675,40.2255,0,0.16,30.3823,Optimal
grubhub-13-7.tsp ,8,5,4,44.008,21.0694,24.6499,0,0.11,40.4275,Optimal
grubhub-13-8.tsp ,8,5,5,41.9978,26.4543,29.5627,0,0.1,38.8895,Optimal
grubhub-13-9.tsp ,8,5,5,38.2928,26.9911,29.5719,0,0.16,35.712,Optimal
grubhub-14-0.tsp ,8,6,4,39.4366,25.9221,24.5855,0,0.26,40.7733,Optimal
grubhub-14-1.tsp ,8,6,5,43.7116,26.8472,27.922,0,0.25,42.6368,Optimal
grubhub-14-2.tsp ,8,6,5,47.0594,23.3667,35.0796,0,0.33,35.3465,Optimal
grubhub-14-3.tsp ,8,6,5,44.3728,28.2527,34.2056,0,0.27,38.4199,Optimal
grubhub-14-4.tsp ,8,6,5,42.7692,30.5269,30.8721,0,0.36,42.4239,Optimal
grubhub-14-5.tsp ,8,6,5,40.4094,31.3624,29.7007,0,0.28,42.0711,Optimal
grubhub-14-6.tsp ,8,6,5,44.7376,28.8503,26.8947,0,0.25,46.6932,Optimal
grubhub-14-7.tsp ,8,6,4,38.9844,21.0085,23.9047,0,0.42,36.0883,Optimal
grubhub-14-8.tsp ,8,6,4,44.9124,21.4457,26.6371,0,0.25,39.721,Optimal
grubhub-14-9.tsp ,8,6,5,42.45,29.8075,27.6215,0,0.32,44.6361,Optimal
grubhub-15-0.tsp ,9,6,6,48.008,37.1291,36.9564,0,0.68,48.1807,Optimal
grubhub-15-1.tsp ,9,6,6,44.5386,35.2478,29.1763,0,0.87,50.6101,Optimal
grubhub-15-2.tsp ,9,6,5,47.4836,28.4353,31.5989,0,0.7,44.3199,Optimal
grubhub-15-3.tsp ,9,6,4,47.1568,26.2873,26.6095,0,0.95,46.8347,Optimal
grubhub-15-4.tsp ,9,6,6,42.2434,35.5079,38.0328,0,0.6,39.7185,Optimal
grubhub-15-5.tsp ,9,6,6,48.673,36.692,40.9891,0,0.87,44.3759,Optimal
grubhub-15-6.tsp ,9,6,5,47.134,26.8417,25.6619,0,0.7,48.3138,Optimal
grubhub-15-7.tsp ,9,6,4,47.856,21.2022,28.4249,0,0.81,40.6333,Optimal
grubhub-15-8.tsp ,9,6,6,49.1898,35.5411,31.3321,0,0.63,53.3987,Optimal
grubhub-15-9.tsp ,9,6,5,49.5926,27.2179,36.3216,0,0.26,40.4889,Optimal
grubhub-debug.tsp ,2,1,1,63.48,157.673,110.4,0,0,110.753,Optimal
