Instance,Served,Sol Value,LB,UB,Time,Empty hours,Empty kms
sarp-5-9-A-2,9,-14.628,-14.628,-14.628,97076.0,0.9829268292682927,40.3
sarp-5-9-B-1,9,-34.945,-34.945,-34.945,29172.0,0.4463414634146341,18.299999999999997
sarp-5-9-B-2,9,-27.866,-27.866,-27.866,26038.0,0.8048780487804877,33.0
sarp-5-9-C-1,9,-76.578,-76.578,-76.578,43533.0,0.3073170731707317,12.599999999999998
sarp-5-9-C-2,9,-44.541,-44.541,-44.541,41160.0,0.5170731707317073,21.200000000000003
sarp-6-5-A-1,5,9.325,9.325,9.325,102.0,1.0097560975609756,41.39999999999999
sarp-6-5-A-2,5,1.064,1.064,1.064,53.0,1.2658536585365852,51.9
sarp-6-5-B-1,5,-4.393,-4.393,-4.393,44.0,1.2756097560975608,52.29999999999999
sarp-6-5-B-2,5,-11.763,-11.763,-11.763,55.0,0.8390243902439023,34.4
sarp-6-5-C-1,5,-38.085,-38.085,-38.085,35.0,0.3219512195121951,13.2
sarp-6-5-C-2,5,-29.271,-29.271,-29.271,64.0,0.624390243902439,25.599999999999998
sarp-6-6-A-1,6,-7.455,-7.455,-7.455,112.0,1.1146341463414633,45.699999999999996
sarp-6-6-A-2,6,4.115,4.115,4.115,207.0,1.6097560975609755,66.0
sarp-6-6-B-1,6,-30.233,-30.233,-30.233,159.0,0.6609756097560976,27.1
sarp-6-6-B-2,6,-6.351,-6.351,-6.351,314.0,1.1658536585365853,47.8
sarp-6-6-C-1,6,-46.687,-46.687,-46.687,225.0,0.7317073170731707,30.0
sarp-6-6-C-2,6,-30.084,-30.084,-30.084,175.0,0.46341463414634143,18.999999999999996
sarp-6-7-A-1,7,-2.126,-2.126,-2.126,1516.0,1.1951219512195121,49.0
sarp-6-7-A-2,7,-3.623,-3.623,-3.623,1005.0,1.473170731707317,60.39999999999999
sarp-6-7-B-1,7,-18.441,-18.441,-18.441,1248.0,0.1195121951219512,4.8999999999999995
sarp-6-7-B-2,7,-18.975,-18.975,-18.975,1089.0,0.9439024390243902,38.7
sarp-6-7-C-1,7,-23.04,-23.04,-23.04,1140.0,0.6317073170731707,25.9
sarp-6-7-C-2,7,-40.504,-40.504,-40.504,507.0,0.6170731707317073,25.299999999999997
sarp-6-8-A-1,8,5.308,5.308,5.308,7085.0,1.9219512195121948,78.79999999999998
sarp-6-8-A-2,7,-5.434,-5.434,-5.434,9504.0,1.0390243902439025,42.599999999999994
sarp-6-8-B-1,8,-25.742,-25.742,-25.742,6325.0,0.6829268292682926,28.0
sarp-6-8-B-2,8,-30.551,-30.551,-30.551,5952.0,0.724390243902439,29.699999999999996
sarp-6-8-C-1,8,-38.612,-38.612,-38.612,8258.0,0.7268292682926829,29.799999999999997
sarp-6-8-C-2,8,-62.692,-62.692,-62.692,6398.0,0.26097560975609757,10.7
sarp-6-9-A-1,9,-0.139,-0.139,-0.139,33670.0,1.6951219512195121,69.50000000000001
sarp-6-9-A-2,9,-10.019,-10.019,-10.019,58335.0,1.3926829268292682,57.099999999999994
sarp-6-9-B-1,9,-21.507,-21.507,-21.507,36167.0,0.8097560975609754,33.199999999999996
sarp-6-9-B-2,9,-21.562,-21.562,-21.562,47578.0,0.9707317073170731,39.8
sarp-6-9-C-1,9,-44.06,-44.06,-44.06,37226.0,0.4073170731707317,16.7
sarp-6-9-C-2,9,-71.095,-71.095,-71.095,52430.0,0.5195121951219512,21.3
sarp-7-5-A-1,5,6.146,6.146,6.146,40.0,1.2048780487804878,49.39999999999999
sarp-7-5-A-2,5,8.371,8.371,8.371,36.0,1.0560975609756098,43.3
sarp-7-5-B-1,5,2.891,2.891,2.891,65.0,1.0585365853658537,43.39999999999999
sarp-7-5-B-2,5,-13.555,-13.555,-13.555,38.0,0.6365853658536584,26.099999999999998
sarp-7-5-C-1,5,-20.198,-20.198,-20.198,44.0,0.7414634146341462,30.400000000000002
sarp-7-5-C-2,5,-34.535,-34.535,-34.535,230.0,0.9390243902439023,38.5
sarp-7-6-A-1,5,12.478,12.478,12.478,293.0,1.6780487804878048,68.79999999999998
sarp-7-6-A-2,6,-8.468,-8.468,-8.468,162.0,0.9731707317073169,39.9
sarp-7-6-B-1,6,-0.253,-0.253,-0.253,273.0,0.5048780487804878,20.7
sarp-7-6-B-2,6,-16.481,-16.481,-16.481,220.0,0.35365853658536583,14.5
sarp-7-6-C-1,6,-37.06,-37.06,-37.06,308.0,0.6121951219512194,25.099999999999994
sarp-7-6-C-2,6,-54.371,-54.371,-54.371,210.0,0.4853658536585365,19.900000000000002
sarp-7-7-A-1,6,-11.421,-11.421,-11.421,1437.0,0.8682926829268292,35.6
sarp-7-7-A-2,7,1.295,1.295,1.295,972.0,1.3682926829268294,56.099999999999994
sarp-7-7-B-1,7,-11.904,-11.904,-11.904,472.0,1.170731707317073,48.0
sarp-7-7-B-2,7,-36.604,-36.604,-36.604,1474.0,0.7658536585365854,31.4
sarp-7-7-C-1,7,-51.604,-51.604,-51.604,764.0,0.5902439024390242,24.199999999999996
sarp-7-7-C-2,7,-28.415,-28.415,-28.415,1753.0,0.6170731707317072,25.299999999999997
sarp-7-8-A-1,8,-4.104,-4.104,-4.104,8895.0,0.9560975609756097,39.2
sarp-7-8-A-2,8,-0.674,-0.674,-0.674,7230.0,1.0999999999999999,45.099999999999994
sarp-7-8-B-1,8,-26.488,-26.488,-26.488,10277.0,1.2902439024390244,52.89999999999999
sarp-7-8-B-2,8,-15.999,-15.999,-15.999,5216.0,0.973170731707317,39.9
sarp-7-8-C-1,8,-42.943,-42.943,-42.943,10248.0,0.7609756097560975,31.2
sarp-7-8-C-2,8,-49.222,-49.222,-49.222,10858.0,0.8341463414634146,34.199999999999996
sarp-8-5-A-1,5,3.421,3.421,3.421,101.0,1.0121951219512195,41.5
sarp-8-5-A-2,5,7.954,7.954,7.954,127.0,1.5560975609756098,63.79999999999998
sarp-8-5-B-1,5,-10.337,-10.337,-10.337,63.0,0.7975609756097561,32.699999999999996
sarp-8-5-B-2,5,-2.171,-2.171,-2.171,48.0,1.2780487804878047,52.400000000000006
sarp-8-5-C-1,5,-48.858,-48.858,-48.858,77.0,0.8951219512195121,36.7
sarp-8-5-C-2,5,-12.084,-12.084,-12.084,81.0,1.0341463414634147,42.4
sarp-8-6-A-1,6,-0.736,-0.736,-0.736,146.0,1.519512195121951,62.3
sarp-8-6-A-2,6,-0.854,-0.854,-0.854,152.0,0.32682926829268283,13.399999999999999
sarp-8-6-B-1,6,-18.909,-18.909,-18.909,167.0,0.7682926829268292,31.5
sarp-8-6-B-2,6,-3.062,-3.062,-3.062,195.0,1.026829268292683,42.1
sarp-8-6-C-1,6,-22.405,-22.405,-22.405,531.0,0.9634146341463414,39.49999999999999
sarp-8-6-C-2,6,-18.876,-18.876,-18.876,235.0,0.6634146341463414,27.2
sarp-8-7-A-1,7,-1.162,-1.162,-1.162,1914.0,1.5999999999999999,65.59999999999998
sarp-8-7-A-2,7,-8.212,-8.212,-8.212,1823.0,1.2317073170731707,50.5
sarp-8-7-B-1,7,-15.179,-15.179,-15.179,974.0,1.0195121951219512,41.8
sarp-8-7-B-2,7,-18.505,-18.505,-18.505,2132.0,0.7902439024390243,32.4
sarp-8-7-C-1,7,-5.516,-5.516,-5.516,1708.0,1.2341463414634146,50.599999999999994
sarp-8-7-C-2,7,-57.24,-57.24,-57.24,1793.0,0.7219512195121951,29.599999999999998
sarp-9-5-A-1,5,5.457,5.457,5.457,57.0,1.373170731707317,56.29999999999999
sarp-9-5-A-2,5,-0.828,-0.828,-0.828,72.0,1.278048780487805,52.4
sarp-9-5-B-1,5,1.901,1.901,1.901,84.0,1.1804878048780487,48.39999999999999
sarp-9-5-B-2,5,-0.819,-0.819,-0.819,55.0,1.4097560975609755,57.8
sarp-9-5-C-1,5,-18.936,-18.936,-18.936,86.0,0.8463414634146342,34.7
sarp-9-5-C-2,5,-15.171,-15.171,-15.171,94.0,0.7707317073170731,31.599999999999998
sarp-9-6-A-1,6,10.848,10.848,10.848,145.0,1.675609756097561,68.69999999999999
sarp-9-6-A-2,6,2.906,2.906,2.906,301.0,1.7097560975609756,70.09999999999998
sarp-9-6-B-1,6,-6.109,-6.109,-6.109,260.0,1.5048780487804878,61.699999999999996
sarp-9-6-B-2,6,-9.91,-9.91,-9.91,899.0,1.2634146341463413,51.8
sarp-9-6-C-1,6,-21.98,-21.98,-21.98,217.0,1.2609756097560976,51.699999999999996
sarp-9-6-C-2,6,-31.789,-31.789,-31.789,162.0,1.0365853658536586,42.5
