Instance,LB,UB,Time
ghsarp-5-6-6.txt,12.7548,12.7548,4031
ghsarp-5-6-7.txt,11.3219,11.3219,5735
ghsarp-5-6-8.txt,0.751129,0.751129,2288
ghsarp-5-6-9.txt,-2.1117,-2.1117,252
ghsarp-5-7-0.txt,5.13443,5.13443,740
ghsarp-5-7-1.txt,8.51423,8.51423,573
ghsarp-5-7-2.txt,1.30074,1.30074,1
ghsarp-5-7-3.txt,8.44759,8.44759,2047
ghsarp-5-7-4.txt,0.875235,0.875235,3
ghsarp-5-7-5.txt,-5.58711,-5.58711,2
ghsarp-5-7-6.txt,8.0554,8.0554,9263
ghsarp-5-7-7.txt,-4.04323,-4.04323,245
ghsarp-5-7-8.txt,-3.46573,-3.46573,290
ghsarp-5-7-9.txt,10.2682,10.2682,3268
ghsarp-5-8-0.txt,-2.30049,-2.30049,3
ghsarp-5-8-1.txt,0.928538,0.928538,2
ghsarp-5-8-2.txt,6.81114,6.81114,253
ghsarp-5-8-3.txt,7.71329,7.71329,7593
ghsarp-5-8-4.txt,-2.82842,-2.82842,337
ghsarp-5-8-5.txt,2.32758,2.32758,76
ghsarp-5-8-6.txt,4.59625,4.59625,108
ghsarp-5-8-7.txt,-0.917694,-0.917694,243
ghsarp-5-8-8.txt,5.83635,5.83635,904
ghsarp-5-8-9.txt,-0.6478,-0.6478,93
ghsarp-5-9-0.txt,13.2112,13.2112,28387
ghsarp-5-9-1.txt,2.20939,2.20939,1186
ghsarp-5-9-2.txt,5.97305,5.97305,270
ghsarp-5-9-3.txt,8.09745,8.09745,12271
ghsarp-5-9-4.txt,-2.39012,-2.39012,12180
ghsarp-5-9-5.txt,4.67133,4.67133,3038
ghsarp-5-9-6.txt,1.85992,1.85992,3880
ghsarp-5-9-7.txt,-1.3324,-1.3324,20
ghsarp-5-9-8.txt,-1.42003,-1.42003,2211
ghsarp-5-9-9.txt,-6.23839,-6.23839,1313
ghsarp-6-5-0.txt,2.99892,2.99892,877
ghsarp-6-5-1.txt,7.97575,7.97575,21206
ghsarp-6-5-2.txt,19.7125,19.7125,16670
ghsarp-6-5-3.txt,4.58505,4.58505,84
ghsarp-6-5-4.txt,17.297,17.297,8413
ghsarp-6-5-5.txt,14.2747,14.2747,376
ghsarp-6-5-6.txt,2.61339,2.61339,1
ghsarp-6-5-7.txt,14.9394,14.9394,2053
ghsarp-6-5-8.txt,14.2986,14.2986,60247
ghsarp-6-5-9.txt,4.2315,4.2315,1961
ghsarp-6-6-0.txt,-0.035321,-0.035321,246
ghsarp-6-6-1.txt,4.25827,4.25827,41
ghsarp-6-6-2.txt,7.72011,7.72011,2503
ghsarp-6-6-3.txt,8.70922,8.70922,915
ghsarp-6-6-4.txt,10.574,10.574,60
ghsarp-6-6-5.txt,1.10262,1.10262,3083
ghsarp-6-6-6.txt,4.95726,4.95726,6
ghsarp-6-6-7.txt,-8.56337,-8.56337,482
ghsarp-6-6-8.txt,1.92861,1.92861,429
ghsarp-6-6-9.txt,4.02701,4.02701,810
ghsarp-6-7-0.txt,17.5616,17.5616,40025
ghsarp-6-7-1.txt,6.65056,6.65056,535
ghsarp-6-7-2.txt,7.85844,7.85844,3
ghsarp-6-7-3.txt,5.8667,5.8667,4852
ghsarp-6-7-4.txt,1.54938,1.54938,902
ghsarp-6-7-5.txt,0.356893,0.356893,4
ghsarp-6-7-6.txt,15.2102,15.2102,65451
ghsarp-6-7-7.txt,6.40547,6.40547,2953
ghsarp-6-7-8.txt,-0.718704,-0.718704,142
ghsarp-6-7-9.txt,3.48268,3.48268,3465
ghsarp-6-8-0.txt,7.07398,7.07398,4
ghsarp-6-8-1.txt,6.72531,6.72531,5133
ghsarp-6-8-2.txt,9.7997,9.7997,450
ghsarp-6-8-3.txt,11.5685,11.5685,51557
ghsarp-6-8-4.txt,7.90132,7.90132,84783
ghsarp-6-8-5.txt,2.91213,2.91213,955
ghsarp-6-8-6.txt,6.99909,6.99909,5702
ghsarp-6-8-7.txt,4.23658,4.23658,2117
ghsarp-6-8-8.txt,0.190808,0.190808,1238
ghsarp-6-8-9.txt,9.49035,9.49035,33343
ghsarp-6-9-0.txt,5.69025,5.69025,926
ghsarp-6-9-1.txt,-1.61463,-1.61463,502
ghsarp-6-9-2.txt,13.4025,13.4025,34723
ghsarp-6-9-3.txt,-1.20586,-1.20586,50583
ghsarp-6-9-4.txt,-5.55364,9.49787,115009
ghsarp-6-9-5.txt,-1.10683,-1.10683,4353
ghsarp-6-9-6.txt,6.39766,6.39766,48185
ghsarp-6-9-7.txt,-2.69474,-2.69474,957
ghsarp-6-9-8.txt,-5.30795,-5.30795,31308
ghsarp-6-9-9.txt,4.51286,4.51286,302
ghsarp-7-5-0.txt,8.78559,8.78559,927
ghsarp-7-5-1.txt,12.5012,12.5012,6698
ghsarp-7-5-2.txt,5.40405,5.40405,80
ghsarp-7-5-3.txt,13.753,13.753,7835
ghsarp-7-5-4.txt,15.196,15.196,228
ghsarp-7-5-5.txt,1.30475,1.30475,685
ghsarp-7-5-6.txt,10.0621,10.0621,1663
ghsarp-7-5-7.txt,-6.02402,-6.02402,19
ghsarp-7-5-8.txt,9.08577,9.08577,628
ghsarp-7-5-9.txt,8.01683,8.01683,18383
ghsarp-7-6-0.txt,6.22868,6.22868,5851
ghsarp-7-6-1.txt,11.1665,11.1665,1233
ghsarp-7-6-2.txt,13.9604,13.9604,9960
ghsarp-7-6-3.txt,11.4754,27.0,94638
ghsarp-7-6-4.txt,10.7828,10.7828,5399
ghsarp-7-6-5.txt,0.403076,0.403076,954
ghsarp-7-6-6.txt,10.7423,10.7423,210
ghsarp-7-6-7.txt,5.47886,5.47886,644
ghsarp-7-6-8.txt,7.1703,7.1703,7209
ghsarp-7-6-9.txt,0.845174,0.845174,1416
ghsarp-7-7-0.txt,5.6259,5.6259,552
ghsarp-7-7-1.txt,9.89904,9.89904,66003
ghsarp-7-7-2.txt,11.0147,19.8932,128743
ghsarp-7-7-3.txt,17.877,17.877,25629
ghsarp-7-7-4.txt,4.02327,4.02327,3594
ghsarp-7-7-5.txt,6.25892,6.25892,2475
ghsarp-7-7-6.txt,8.55313,16.0413,128756
ghsarp-7-7-7.txt,6.38585,6.38585,26108
ghsarp-7-7-8.txt,11.1061,11.1061,17118
ghsarp-7-7-9.txt,9.9728,9.9728,11428
ghsarp-7-8-0.txt,7.89136,7.89136,1066
ghsarp-7-8-1.txt,0.617931,0.617931,1746
ghsarp-7-8-2.txt,14.8458,14.8458,1183
ghsarp-7-8-3.txt,3.65672,3.65672,57056
ghsarp-7-8-4.txt,0.0464882,0.0464882,553
ghsarp-7-8-5.txt,-5.20991,-5.20991,7
ghsarp-7-8-6.txt,7.38716,7.38716,10140
ghsarp-7-8-7.txt,-6.19923,-6.19923,25
ghsarp-7-8-8.txt,-11.8684,-11.8684,171
ghsarp-7-8-9.txt,12.7046,12.7046,36136
ghsarp-8-5-0.txt,13.3168,13.3168,31882
ghsarp-8-5-1.txt,15.2469,15.2469,1132
ghsarp-8-5-2.txt,16.6439,16.6439,26413
ghsarp-8-5-3.txt,16.0616,16.0616,678
ghsarp-8-5-4.txt,10.351,26.0,114262
ghsarp-8-5-5.txt,5.09949,5.09949,687
ghsarp-8-5-6.txt,14.2514,14.2514,10112
ghsarp-8-5-7.txt,6.88442,18.0942,150506
ghsarp-8-5-8.txt,10.7372,23.1681,114075
ghsarp-8-5-9.txt,9.86185,9.86185,44710
ghsarp-8-6-0.txt,3.61596,3.61596,854
ghsarp-8-6-1.txt,11.151,11.151,35107
ghsarp-8-6-2.txt,16.995,16.995,387
ghsarp-8-6-3.txt,18.6021,18.6021,21118
ghsarp-8-6-4.txt,0.282849,11.0,154310
ghsarp-8-6-5.txt,4.24478,4.24478,2763
ghsarp-8-6-6.txt,18.4807,18.4807,93020
ghsarp-8-6-7.txt,11.5444,11.5444,13030
ghsarp-8-6-8.txt,14.5637,14.5637,66404
ghsarp-8-6-9.txt,8.94098,8.94098,2288
ghsarp-8-7-0.txt,21.2458,21.2458,74364
ghsarp-8-7-1.txt,0.187301,0.187301,1146
ghsarp-8-7-2.txt,7.27825,7.27825,108
ghsarp-8-7-3.txt,-0.750866,-0.750866,39955
ghsarp-8-7-4.txt,-2.65916,-2.65916,219
ghsarp-8-7-5.txt,-1.63582,9.0,142822
ghsarp-8-7-6.txt,2.93693,12.0,138851
ghsarp-8-7-7.txt,3.49397,13.7123,132666
ghsarp-8-7-8.txt,-10.5109,-10.5109,6674
ghsarp-8-7-9.txt,14.2448,14.2448,345
ghsarp-9-5-0.txt,4.38906,16.4627,163243
ghsarp-9-5-1.txt,15.8682,15.8682,60215
ghsarp-9-5-2.txt,30.0161,30.0161,97198
ghsarp-9-5-3.txt,15.1024,33.0,138424
ghsarp-9-5-4.txt,10.0345,21.0,142611
ghsarp-9-5-5.txt,12.524,12.524,8211
ghsarp-9-5-6.txt,12.0472,19.2851,137598
ghsarp-9-5-7.txt,14.7235,21.8454,140371
ghsarp-9-5-8.txt,18.753,18.753,35582
ghsarp-9-5-9.txt,19.7622,19.7622,26286
ghsarp-9-6-0.txt,11.1271,11.1271,21954
ghsarp-9-6-1.txt,-1.56697,-1.56697,5291
ghsarp-9-6-2.txt,14.2284,23.9292,153685
ghsarp-9-6-3.txt,5.03879,5.03879,7879
ghsarp-9-6-4.txt,5.05133,5.05133,21286
ghsarp-9-6-5.txt,13.047,13.047,70179
ghsarp-9-6-6.txt,7.09567,7.09567,12310
ghsarp-9-6-7.txt,8.17442,8.17442,906
ghsarp-9-6-8.txt,-6.15238,2.04074,187594
ghsarp-9-6-9.txt,18.3575,18.3575,6345
