Instance,SumCol2,SumCol3,SumCol4,Col5_from_csv2,Col6_from_csv2,Col7_from_csv2,Status
ghsarp-6-6-5,1.57,46.0224,46.0224,6.0,0.7617,31.228,Optimal
ghsarp-6-6-6,6.33,36.9721,36.9721,6.0,0.637,26.118,Optimal
ghsarp-6-6-7,6.95,55.5045,55.5045,6.0,0.7399,30.334,Optimal
ghsarp-6-6-8,9.4,46.6667,46.664,6.0,0.6167,25.284,Optimal
ghsarp-6-6-9,40.87,41.6484,41.646,6.0,0.6006,24.626,Optimal
ghsarp-6-7-0,17.4,45.746,45.7443,7.0,0.2422,9.932,Optimal
ghsarp-6-7-1,30.49,41.0564,41.0564,7.0,0.7635,31.304,Optimal
ghsarp-6-7-2,152.83,51.8984,51.8949,7.0,0.492,20.172,Optimal
ghsarp-6-7-3,2133.28,52.5748,52.5704,7.0,0.2567,10.526,Optimal
ghsarp-6-7-4,6.63,56.3619,56.3619,7.0,0.7431,30.468,Optimal
ghsarp-6-7-5,17.77,48.7529,48.7512,7.0,0.8678,35.578,Optimal
ghsarp-6-7-6,3.54,51.2004,51.1988,7.0,0.5126,21.018,Optimal
ghsarp-6-7-7,3.93,48.5528,48.551,7.0,0.5069,20.784,Optimal
ghsarp-6-7-8,48.14,44.5099,44.5074,7.0,1.0002,41.006,Optimal
ghsarp-6-7-9,48.18,42.565,42.565,7.0,0.7675,31.468,Optimal
ghsarp-6-8-0,52.05,52.531,52.5283,8.0,0.8209,33.658,Optimal
ghsarp-6-8-1,1490.24,45.6369,45.6337,8.0,0.7783,31.91,Optimal
ghsarp-6-8-2,1.28,43.2165,43.2165,8.0,0.7627,31.27,Optimal
ghsarp-6-8-3,879.22,48.5604,48.5573,8.0,0.1798,7.37,Optimal
ghsarp-6-8-4,198.77,52.6347,52.6305,8.0,0.522,21.404,Optimal
ghsarp-6-8-5,61.04,59.5339,59.5325,8.0,0.0674,2.764,Optimal
ghsarp-6-8-6,1.93,54.4548,54.4522,8.0,0.4102,16.818,Optimal
ghsarp-6-8-7,33.88,47.5852,47.5852,8.0,0.3611,14.806,Optimal
ghsarp-6-8-8,10.88,46.2149,46.2131,8.0,1.0838,44.436,Optimal
ghsarp-6-8-9,30.69,66.5053,66.501,8.0,0.5725,23.474,Optimal
ghsarp-6-9-0,1365.12,57.1257,57.1215,9.0,1.2777,52.384,Optimal
ghsarp-6-9-1,3442.38,67.2881,67.2838,9.0,0.633,25.954,Optimal
ghsarp-6-9-2,822.72,57.6637,57.6598,9.0,0.7522,30.84,Optimal
ghsarp-6-9-3,420.21,58.3837,58.3801,8.0,0.478,19.598,Optimal
ghsarp-6-9-4,1646.71,51.3575,51.3531,9.0,0.1742,7.142,Optimal
ghsarp-6-9-5,749.41,60.6999,60.6958,9.0,0.8729,35.79,Optimal
ghsarp-6-9-6,3089.09,56.8169,56.8127,9.0,0.6066,24.872,Optimal
ghsarp-6-9-7,7178.54,56.0124,51.4541,9.0,0.1935,7.932,Feasible
ghsarp-6-9-8,1252.4,73.6085,73.603,9.0,0.5281,21.652,Optimal
ghsarp-6-9-9,22.06,52.7652,52.763,8.0,0.8662,35.514,Optimal
ghsarp-7-5-0,8.78,35.052,35.0516,5.0,0.871,35.712,Optimal
ghsarp-7-5-1,10.74,31.6665,31.6665,5.0,0.4304,17.646,Optimal
ghsarp-7-5-2,0.15,40.388,40.388,5.0,0.9292,38.098,Optimal
ghsarp-7-5-3,13.44,39.8969,39.8969,5.0,1.3048,53.496,Optimal
ghsarp-7-5-4,0.39,30.9491,30.9491,5.0,0.9151,37.518,Optimal
ghsarp-7-5-5,19.25,34.5325,34.5325,4.0,0.2688,11.022,Optimal
ghsarp-7-5-6,1.03,35.5098,35.5098,5.0,0.8631,35.388,Optimal
ghsarp-7-5-7,9.69,52.4035,52.4035,5.0,0.7208,29.552,Optimal
ghsarp-7-5-8,8.68,38.1135,38.1121,5.0,1.1476,47.052,Optimal
ghsarp-7-5-9,20.68,41.9427,41.9406,5.0,0.5422,22.23,Optimal
ghsarp-7-6-0,164.78,43.5787,43.5769,6.0,0.8289,33.984,Optimal
ghsarp-7-6-1,5.11,41.8536,41.8533,6.0,0.7534,30.89,Optimal
ghsarp-7-6-2,27.57,51.5353,51.5353,6.0,0.5066,20.772,Optimal
ghsarp-7-6-3,6.79,50.9036,50.9036,6.0,1.5067,61.774,Optimal
ghsarp-7-6-4,1.33,53.0676,53.0676,6.0,0.8296,34.014,Optimal
ghsarp-7-6-5,14.47,44.4334,44.4314,6.0,1.0306,42.254,Optimal
ghsarp-7-6-6,0.91,46.8524,46.8515,6.0,0.9722,39.86,Optimal
ghsarp-7-6-7,313.98,46.0331,46.0307,6.0,1.1579,47.472,Optimal
ghsarp-7-6-8,57.33,40.332,40.33,6.0,0.9298,38.122,Optimal
ghsarp-7-6-9,2.72,42.2453,42.2453,6.0,0.8176,33.52,Optimal
ghsarp-7-7-0,67.38,49.5242,49.5225,7.0,0.9561,39.202,Optimal
ghsarp-7-7-1,1723.47,44.1983,44.196,7.0,0.6332,25.962,Optimal
ghsarp-7-7-2,7.3,39.6971,39.6964,7.0,1.1291,46.292,Optimal
ghsarp-7-7-3,116.12,45.9841,45.9818,7.0,1.4904,61.108,Optimal
ghsarp-7-7-4,241.7,48.8501,48.8475,7.0,0.8554,35.07,Optimal
ghsarp-7-7-5,947.85,50.4282,50.4247,7.0,0.6907,28.318,Optimal
ghsarp-7-7-6,66.88,46.5079,46.5047,7.0,0.6628,27.176,Optimal
ghsarp-7-7-7,870.67,43.1998,43.197,7.0,0.6106,25.036,Optimal
ghsarp-7-7-8,5.99,45.2165,45.2165,7.0,1.1246,46.11,Optimal
ghsarp-7-7-9,226.99,65.4642,65.4605,7.0,0.5582,22.886,Optimal
ghsarp-7-8-0,163.4,59.3994,59.3958,8.0,0.8287,33.978,Optimal
ghsarp-7-8-1,485.38,69.2491,69.2455,8.0,0.7451,30.55,Optimal
ghsarp-7-8-2,166.63,56.0246,56.0211,8.0,1.1121,45.598,Optimal
ghsarp-7-8-3,411.39,50.5008,50.4981,7.0,0.6092,24.976,Optimal
ghsarp-7-8-4,15.24,53.821,53.8184,8.0,1.0373,42.53,Optimal
ghsarp-7-8-5,1983.08,55.5325,55.5282,8.0,0.873,35.792,Optimal
ghsarp-7-8-6,4312.04,55.1477,55.1443,8.0,0.8519,34.926,Optimal
ghsarp-7-8-7,17.49,60.3363,60.3333,8.0,0.549,22.508,Optimal
ghsarp-7-8-8,92.26,73.0873,73.0834,8.0,0.5011,20.544,Optimal
ghsarp-7-8-9,42.93,50.5726,50.5717,7.0,0.9084,37.244,Optimal
ghsarp-8-5-0,1.09,47.4844,47.4844,5.0,0.9051,37.108,Optimal
ghsarp-8-5-1,6.97,38.4234,38.4219,5.0,1.3652,55.974,Optimal
ghsarp-8-5-2,0.43,55.2007,55.2007,5.0,0.895,36.694,Optimal
ghsarp-8-5-3,4.34,48.6065,48.6065,5.0,1.3154,53.93,Optimal
ghsarp-8-5-4,4.69,48.0523,48.0523,5.0,1.2586,51.604,Optimal
ghsarp-8-5-5,5.52,45.1791,45.1785,5.0,1.1244,46.102,Optimal
ghsarp-8-5-6,6.64,42.937,42.937,5.0,1.2838,52.636,Optimal
ghsarp-8-5-7,6.74,47.7333,47.7319,5.0,1.1874,48.682,Optimal
ghsarp-8-5-8,10.95,39.8285,39.8284,5.0,1.3274,54.424,Optimal
ghsarp-8-5-9,56.56,35.8442,35.8437,5.0,0.9504,38.968,Optimal
ghsarp-8-6-0,878.38,45.0491,45.0457,6.0,0.9433,38.676,Optimal
ghsarp-8-6-1,45.83,43.3376,43.3361,6.0,0.9985,40.94,Optimal
ghsarp-8-6-2,18.52,33.0747,33.0734,6.0,1.753,71.872,Optimal
ghsarp-8-6-3,50.77,46.2656,46.2632,6.0,0.9226,37.826,Optimal
ghsarp-8-6-4,43.07,48.281,48.28,6.0,0.8717,35.738,Optimal
ghsarp-8-6-5,1.62,63.2967,63.2967,6.0,0.7786,31.922,Optimal
ghsarp-8-6-6,24.31,45.2999,45.2973,6.0,1.1725,48.074,Optimal
ghsarp-8-6-7,2.27,43.9898,43.9898,6.0,1.1846,48.57,Optimal
ghsarp-8-6-8,0.39,46.6679,46.6679,6.0,0.9744,39.952,Optimal
ghsarp-8-6-9,11.65,62.7477,62.7453,6.0,1.2243,50.198,Optimal
ghsarp-8-7-0,2647.45,55.5727,55.5693,7.0,1.2522,51.338,Optimal
ghsarp-8-7-1,36.97,68.4848,68.4817,7.0,0.5864,24.044,Optimal
ghsarp-8-7-2,94.88,56.2361,56.2333,7.0,0.7384,30.276,Optimal
ghsarp-8-7-3,2535.88,46.1451,46.1426,6.0,0.8687,35.618,Optimal
ghsarp-8-7-4,34.81,51.701,51.6992,7.0,0.9297,38.116,Optimal
ghsarp-8-7-5,1278.22,56.4927,56.4889,7.0,0.8485,34.79,Optimal
ghsarp-8-7-6,86.09,51.7613,51.7599,7.0,1.2853,52.696,Optimal
ghsarp-8-7-7,12.83,59.3411,59.3382,7.0,1.2242,50.194,Optimal
ghsarp-8-7-8,3.87,77.978,77.9757,7.0,0.3798,15.57,Optimal
ghsarp-8-7-9,0.44,50.8335,50.8335,6.0,0.9501,38.954,Optimal
ghsarp-9-5-0,6.73,49.666,49.666,5.0,1.2918,52.962,Optimal
ghsarp-9-5-1,74.23,41.1733,41.1721,5.0,1.3705,56.192,Optimal
ghsarp-9-5-2,1.08,36.9187,36.9187,5.0,0.6625,27.162,Optimal
ghsarp-9-5-3,34.63,44.3929,44.3915,5.0,0.884,36.244,Optimal
ghsarp-9-5-4,13.16,48.058,48.058,5.0,1.1064,45.364,Optimal
ghsarp-9-5-5,8.55,55.1352,55.1329,5.0,0.6227,25.532,Optimal
ghsarp-9-5-6,0.9,49.583,49.5821,5.0,0.8407,34.47,Optimal
ghsarp-9-5-7,1.18,43.1195,43.1195,5.0,1.4644,60.04,Optimal
ghsarp-9-5-8,9.22,40.8208,40.8208,4.0,0.4041,16.568,Optimal
ghsarp-9-5-9,0.84,60.3885,60.3885,5.0,0.9197,37.706,Optimal
ghsarp-9-6-0,10.03,57.7429,57.7429,5.0,1.2491,51.212,Optimal
ghsarp-9-6-1,108.91,67.1273,67.1246,6.0,0.6321,25.916,Optimal
ghsarp-9-6-2,57.37,53.2121,53.2113,6.0,1.412,57.89,Optimal
ghsarp-9-6-3,25.44,48.4235,48.4212,5.0,0.8863,36.338,Optimal
ghsarp-9-6-4,1.37,54.5714,54.5714,6.0,1.0805,44.302,Optimal
ghsarp-9-6-5,13.13,58.573,58.573,6.0,0.62,25.418,Optimal
ghsarp-9-6-6,20.25,55.174,55.1714,6.0,0.9363,38.388,Optimal
ghsarp-9-6-7,1.22,59.9486,59.9486,6.0,1.3695,56.148,Optimal
ghsarp-9-6-8,24.35,70.1417,70.1387,6.0,0.619,25.38,Optimal
ghsarp-9-6-9,1.27,47.9376,47.9376,5.0,0.8471,34.732,Optimal
csarp,,,,,,,
sarp-10-5-A-1,0.14,51.024,51.024,5.0,1.1,45.1,Optimal
sarp-10-5-A-2,1.37,38.737,38.737,5.0,1.3683,56.1,Optimal
sarp-10-5-B-1,14.27,62.88,62.88,5.0,0.9561,39.2,Optimal
sarp-10-5-B-2,0.37,60.324,60.324,5.0,1.4415,59.1,Optimal
sarp-10-5-C-1,1.64,136.764,136.764,5.0,1.1073,45.4,Optimal
sarp-10-5-C-2,0.07,146.913,146.913,5.0,1.061,43.5,Optimal
sarp-5-10-A-1,2.35,46.63,46.63,10.0,0.4488,18.4,Optimal
sarp-5-10-A-2,5.3,29.547,29.547,10.0,1.6415,67.3,Optimal
sarp-5-10-B-1,232.72,50.4434,50.44,10.0,0.639,26.2,Optimal
sarp-5-10-B-2,2588.33,62.2156,62.209,10.0,0.8463,34.7,Optimal
sarp-5-10-C-1,6408.06,108.2067,108.199,10.0,0.6049,24.8,Optimal
sarp-5-10-C-2,4334.02,133.2373,133.228,10.0,0.3171,13.0,Optimal
sarp-5-5-A-1,0.37,22.331,22.331,5.0,1.639,67.2,Optimal
sarp-5-5-A-2,0.27,22.528,22.528,5.0,1.2268,50.3,Optimal
sarp-5-5-B-1,0.24,45.904,45.904,5.0,0.478,19.6,Optimal
sarp-5-5-B-2,0.23,38.683,38.683,5.0,0.8561,35.1,Optimal
sarp-5-5-C-1,11.66,87.4465,87.445,5.0,0.6488,26.6,Optimal
sarp-5-5-C-2,8.9,58.038,58.038,5.0,0.4829,19.8,Optimal
sarp-5-6-A-1,0.77,27.595,27.595,6.0,1.2195,50.0,Optimal
sarp-5-6-A-2,0.19,48.4725,48.471,6.0,0.7488,30.7,Optimal
sarp-5-6-B-1,0.5,65.516,65.516,6.0,0.4902,20.1,Optimal
sarp-5-6-B-2,0.3,58.428,58.428,6.0,0.5244,21.5,Optimal
sarp-5-6-C-1,11.9,101.0668,101.062,6.0,0.2122,8.7,Optimal
sarp-5-6-C-2,2.36,95.817,95.817,6.0,0.3024,12.4,Optimal
sarp-5-7-A-1,8.79,28.1108,28.11,6.0,1.1341,46.5,Optimal
sarp-5-7-A-2,83.75,35.4086,35.407,7.0,1.0512,43.1,Optimal
sarp-5-7-B-1,9.36,56.877,56.877,7.0,0.7,28.7,Optimal
sarp-5-7-B-2,1.25,67.4406,67.439,7.0,0.3317,13.6,Optimal
sarp-5-7-C-1,53.51,80.1312,80.127,7.0,0.8634,35.4,Optimal
sarp-5-7-C-2,690.39,85.1148,85.109,7.0,0.3171,13.0,Optimal
sarp-5-8-A-1,32.55,33.662,33.662,8.0,1.722,70.6,Optimal
sarp-5-8-A-2,22.56,27.5197,27.518,8.0,0.5,20.5,Optimal
sarp-5-8-B-1,14.12,67.0755,67.071,8.0,0.5439,22.3,Optimal
sarp-5-8-B-2,54.23,52.5967,52.594,7.0,0.3488,14.3,Optimal
sarp-5-8-C-1,125.56,97.0206,97.014,8.0,0.4049,16.6,Optimal
sarp-5-8-C-2,9.4,102.1137,102.107,8.0,0.439,18.0,Optimal
sarp-5-9-A-1,3883.05,35.3171,35.314,9.0,0.4341,17.8,Optimal
sarp-5-9-A-2,217.27,37.5198,37.516,9.0,0.7293,29.9,Optimal
sarp-5-9-B-1,70.48,58.6733,58.668,9.0,0.8683,35.6,Optimal
sarp-5-9-B-2,407.11,52.2078,52.204,9.0,0.661,27.1,Optimal
sarp-5-9-C-1,621.19,128.6972,128.688,9.0,0.3073,12.6,Optimal
sarp-5-9-C-2,143.12,97.0708,97.064,9.0,0.5854,24.0,Optimal
sarp-6-5-A-1,1.12,21.059,21.059,5.0,1.0098,41.4,Optimal
sarp-6-5-A-2,0.14,32.5835,32.227,5.0,1.2658,51.9,Feasible
sarp-6-5-B-1,0.59,43.5,43.5,5.0,0.9805,40.2,Optimal
sarp-6-5-B-2,8.42,43.5442,43.542,5.0,1.4293,58.6,Optimal
sarp-6-5-C-1,0.77,106.588,106.588,5.0,0.4244,17.4,Optimal
sarp-6-5-C-2,13.41,71.9394,71.937,5.0,0.8634,35.4,Optimal
sarp-6-6-A-1,1.1,42.163,42.163,6.0,1.2561,51.5,Optimal
sarp-6-6-A-2,0.6,27.446,27.446,5.0,1.3805,56.6,Optimal
sarp-6-6-B-1,2.59,73.245,73.245,6.0,0.8073,33.1,Optimal
sarp-6-6-B-2,8.1,45.4494,45.448,6.0,1.2073,49.5,Optimal
sarp-6-6-C-1,28.62,107.5577,107.557,6.0,0.8537,35.0,Optimal
sarp-6-6-C-2,7.72,87.7284,87.724,6.0,0.6951,28.5,Optimal
sarp-6-7-A-1,5.48,32.925,32.925,7.0,1.222,50.1,Optimal
sarp-6-7-A-2,0.25,35.113,35.113,7.0,1.5415,63.2,Optimal
sarp-6-7-B-1,5.23,51.95,51.95,7.0,0.5561,22.8,Optimal
sarp-6-7-B-2,16.35,48.166,48.164,7.0,1.3146,53.9,Optimal
sarp-6-7-C-1,1.29,83.236,83.235,7.0,0.6317,25.9,Optimal
sarp-6-7-C-2,21.18,97.147,97.147,7.0,0.6293,25.8,Optimal
sarp-6-8-A-1,187.46,21.8594,21.858,8.0,1.9122,78.4,Optimal
sarp-6-8-A-2,47.93,37.3,37.3,7.0,1.039,42.6,Optimal
sarp-6-8-B-1,21.93,56.2158,56.215,8.0,0.9171,37.6,Optimal
sarp-6-8-B-2,73.02,64.689,64.685,8.0,0.6805,27.9,Optimal
sarp-6-8-C-1,27.59,111.457,111.457,8.0,0.7634,31.3,Optimal
sarp-6-8-C-2,0.51,130.345,130.345,8.0,0.4805,19.7,Optimal
sarp-6-9-A-1,12.84,28.4995,28.499,9.0,1.4951,61.3,Optimal
sarp-6-9-A-2,2.03,41.4896,41.486,9.0,1.3927,57.1,Optimal
sarp-6-9-B-1,12.43,44.726,44.726,9.0,1.2537,51.4,Optimal
sarp-6-9-B-2,427.14,58.1757,58.172,8.0,1.0488,43.0,Optimal
sarp-6-9-C-1,103.24,99.6845,99.682,9.0,0.4073,16.7,Optimal
sarp-6-9-C-2,5551.68,132.0098,132.001,9.0,0.3951,16.2,Optimal
sarp-7-5-A-1,0.51,29.473,29.473,5.0,1.2049,49.4,Optimal
sarp-7-5-A-2,0.46,26.319,26.319,5.0,1.5683,64.3,Optimal
sarp-7-5-B-1,0.57,38.294,38.294,5.0,1.5756,64.6,Optimal
sarp-7-5-B-2,0.59,52.061,52.061,5.0,1.1,45.1,Optimal
sarp-7-5-C-1,0.77,94.871,94.871,5.0,0.8951,36.7,Optimal
sarp-7-5-C-2,39.05,115.1336,115.13,5.0,1.0878,44.6,Optimal
sarp-7-6-A-1,18.33,20.67,20.67,5.0,1.0927,44.8,Optimal
sarp-7-6-A-2,5.24,38.328,38.328,6.0,1.1268,46.2,Optimal
sarp-7-6-B-1,8.38,41.697,41.697,6.0,0.6049,24.8,Optimal
sarp-7-6-B-2,13.58,54.5217,54.518,6.0,1.1049,45.3,Optimal
sarp-7-6-C-1,0.43,116.919,116.919,6.0,1.1195,45.9,Optimal
sarp-7-6-C-2,0.35,128.237,128.237,6.0,0.4854,19.9,Optimal
sarp-7-7-A-1,16.38,47.838,47.838,6.0,0.8683,35.6,Optimal
sarp-7-7-A-2,2.06,31.085,31.084,7.0,0.7854,32.2,Optimal
sarp-7-7-B-1,5.58,52.311,52.311,7.0,1.1707,48.0,Optimal
sarp-7-7-B-2,2.9,78.8231,78.82,7.0,0.8317,34.1,Optimal
sarp-7-7-C-1,74.81,120.8626,120.856,7.0,0.4829,19.8,Optimal
sarp-7-7-C-2,64.54,104.2233,104.219,7.0,0.6171,25.3,Optimal
sarp-7-8-A-1,8.45,34.96,34.96,8.0,0.6293,25.8,Optimal
sarp-7-8-A-2,2.22,29.247,29.247,7.0,1.5195,62.3,Optimal
sarp-7-8-B-1,18.27,66.873,66.873,8.0,1.4024,57.5,Optimal
sarp-7-8-B-2,28.28,56.093,56.091,8.0,1.061,43.5,Optimal
sarp-7-8-C-1,662.39,113.3092,113.302,8.0,1.1122,45.6,Optimal
sarp-7-8-C-2,2.37,116.191,116.191,8.0,0.8341,34.2,Optimal
sarp-8-5-A-1,0.28,36.674,36.674,5.0,1.3732,56.3,Optimal
sarp-8-5-A-2,0.44,37.287,37.287,5.0,1.5683,64.3,Optimal
sarp-8-5-B-1,0.63,56.178,56.178,5.0,0.6976,28.6,Optimal
sarp-8-5-B-2,1.54,53.701,53.701,5.0,1.0976,45.0,Optimal
sarp-8-5-C-1,1.4,127.573,127.57,5.0,1.1537,47.3,Optimal
sarp-8-5-C-2,0.92,94.414,94.414,5.0,1.2488,51.2,Optimal
sarp-8-6-A-1,0.44,37.413,37.413,6.0,1.6366,67.1,Optimal
sarp-8-6-A-2,0.94,37.557,37.557,6.0,1.0049,41.2,Optimal
sarp-8-6-B-1,3.24,63.041,63.041,6.0,0.8244,33.8,Optimal
sarp-8-6-B-2,1.95,49.781,49.781,6.0,1.0341,42.4,Optimal
sarp-8-6-C-1,12.04,88.491,88.491,6.0,0.8049,33.0,Optimal
sarp-8-6-C-2,0.37,102.532,102.532,6.0,1.0049,41.2,Optimal
sarp-8-7-A-1,11.42,36.355,36.355,7.0,1.3927,57.1,Optimal
sarp-8-7-A-2,0.74,48.937,48.937,7.0,1.278,52.4,Optimal
