Instance,Served,Sol Value,LB,UB,Time,Empty hours,Empty kms
sfsarp-7-7-2,7,-5.58875,-5.58875,-5.58875,186.0,0.8680487804878048,35.589999999999996
sfsarp-7-7-3,6,-4.526,-4.526,-4.526,170.0,0.4978780487804878,20.413
sfsarp-7-7-4,7,-8.60884,-8.60884,-8.60884,303.0,0.44556097560975605,18.267999999999997
sfsarp-7-7-5,6,-6.39262,-6.39262,-6.39262,178.0,0.417609756097561,17.122
sfsarp-7-8-1,7,-2.96898,-2.96898,-2.96898,765.0,0.6756341463414633,27.700999999999997
sfsarp-7-8-2,6,5.49536,5.49536,5.49536,330.0,0.8700243902439022,35.671
sfsarp-7-8-3,6,6.46626,6.46626,6.46626,461.0,1.0196341463414633,41.80499999999999
sfsarp-7-8-4,8,-12.8291,-12.8291,-12.8291,436.0,0.5519756097560975,22.630999999999997
sfsarp-7-8-5,7,-1.42108,-1.42108,-1.42108,499.0,0.5101219512195121,20.915
sfsarp-8-5-1,5,7.03905,7.03905,7.03905,130.0,0.9681463414634146,39.693999999999996
sfsarp-8-5-2,5,-1.69738,-1.69738,-1.69738,68.0,0.4885365853658536,20.03
sfsarp-8-5-3,5,3.7506,3.7506,3.7506,69.0,1.1900731707317074,48.79299999999999
sfsarp-8-5-4,4,11.1779,11.1779,11.1779,88.0,0.7691707317073171,31.535999999999998
sfsarp-8-5-5,5,1.45416,1.45416,1.45416,93.0,0.6521951219512194,26.739999999999995
sfsarp-8-6-1,5,13.9453,13.9453,13.9453,403.0,1.531560975609756,62.794000000000004
sfsarp-8-6-2,6,1.82363,1.82363,1.82363,145.0,1.0125853658536585,41.51599999999999
sfsarp-8-6-3,6,-5.89078,-5.89078,-5.89078,163.0,0.7065121951219512,28.967
sfsarp-8-6-4,6,-8.07205,-8.07205,-8.07205,231.0,0.4866829268292683,19.953999999999997
sfsarp-8-6-5,6,-14.4849,-14.4849,-14.4849,304.0,0.2743658536585366,11.248999999999999
sfsarp-8-7-1,7,-0.13946,-0.13946,-0.13946,209.0,1.328441145281018,54.46608695652174
sfsarp-8-7-2,5,1.69967,1.69967,1.69967,128.0,0.3238292682926829,13.277
sfsarp-8-7-3,7,3.74639,3.74639,3.74639,241.0,0.8908780487804877,36.525999999999996
sfsarp-8-7-4,5,13.2925,13.2925,13.2925,147.0,1.231780487804878,50.503
sfsarp-8-7-5,7,-1.82839,-1.82839,-1.82839,77.0,0.07090243902439025,2.907
sfsarp-9-5-1,5,7.26775,7.26775,7.26775,127.0,0.6379999999999999,26.157999999999998
sfsarp-9-5-2,5,-3.01384,-3.01384,-3.01384,81.0,0.6853902439024389,28.100999999999996
sfsarp-9-5-3,5,15.4579,15.4579,15.4579,127.0,1.3479257688229054,55.26495652173912
sfsarp-9-5-4,5,3.24482,3.24482,3.24482,389.0,0.49631707317073165,20.348999999999997
sfsarp-9-5-5,4,6.00541,6.00541,6.00541,86.0,1.4151728525980911,58.02208695652175
sfsarp-9-6-1,5,2.51926,2.51926,2.51926,172.0,0.6931707317073171,28.419999999999998
sfsarp-9-6-2,6,-12.3412,-12.3412,-12.3412,447.0,0.27614634146341466,11.322
sfsarp-9-6-3,6,12.1691,12.1691,12.1691,133.0,1.3365853658536586,54.8
sfsarp-9-6-4,6,-7.67226,-7.67226,-7.67226,1060.0,0.6283170731707318,25.761
sfsarp-9-6-5,6,-7.0828,-7.0828,-7.0828,147.0,0.3951219512195121,16.2
