Instance,Served,Sol Value,LB,UB,Time,Empty hours,Empty kms
sarp-6-9-B-1,7,5.719,5.719,5.719,1441.0,1.326829268292683,54.4
sarp-6-9-B-2,8,0.293,0.293,0.293,1097.0,0.2170731707317073,8.899999999999999
sarp-6-9-C-1,9,-49.537,-49.537,-49.537,1323.0,0.27560975609756094,11.299999999999999
sarp-6-9-C-2,9,-55.88,-55.88,-55.88,1848.0,1.0975609756097562,45.0
sarp-7-5-A-1,5,13.71,13.71,13.71,216.0,1.6121951219512194,66.1
sarp-7-5-A-2,4,11.237,11.237,11.237,123.0,1.24390243902439,51.0
sarp-7-5-B-1,4,12.134,12.134,12.134,417.0,0.7999999999999998,32.8
sarp-7-5-B-2,4,18.473,18.473,18.473,103.0,1.6390243902439026,67.19999999999999
sarp-7-5-C-1,5,-17.551,-17.551,-17.551,132.0,0.29512195121951224,12.099999999999998
sarp-7-5-C-2,5,-10.496,-10.496,-10.496,141.0,1.3195121951219513,54.099999999999994
sarp-7-6-A-1,5,22.697,22.697,22.697,128.0,1.2707317073170732,52.099999999999994
sarp-7-6-A-2,5,12.503,12.503,12.503,153.0,0.9780487804878047,40.099999999999994
sarp-7-6-B-1,3,21.368,21.368,21.368,180.0,1.7414634146341461,71.39999999999999
sarp-7-6-B-2,5,24.024,24.024,24.024,128.0,1.6609756097560977,68.1
sarp-7-6-C-1,5,-6.372,-6.372,-6.372,145.0,1.3536585365853657,55.5
sarp-7-6-C-2,5,-5.811,-5.811,-5.811,228.0,1.3243902439024389,54.3
sarp-7-7-A-1,5,15.576,15.576,15.576,276.0,1.590243902439024,65.19999999999999
sarp-7-7-A-2,6,12.877,12.877,12.877,233.0,1.4926829268292685,61.199999999999996
sarp-7-7-B-1,5,-6.258,-6.258,-6.258,720.0,1.2878048780487803,52.800000000000004
sarp-7-7-B-2,6,-7.586,-7.586,-7.586,387.0,0.7609756097560975,31.2
sarp-7-7-C-1,5,0.348,0.348,0.348,332.0,1.1682926829268294,47.9
sarp-7-7-C-2,4,6.15,6.15,6.15,3351.0,1.6951219512195121,69.5
sarp-7-8-A-1,5,12.98,12.98,12.98,624.0,1.3878048780487804,56.89999999999999
sarp-7-8-A-2,6,9.716,9.716,9.716,690.0,1.3585365853658535,55.699999999999996
sarp-7-8-B-1,7,3.372,3.372,3.372,482.0,1.9390243902439026,79.5
sarp-7-8-B-2,3,-2.062,-2.062,-2.062,555.0,0.7414634146341462,30.4
sarp-7-8-C-1,8,-47.364,-47.364,-47.364,1059.0,1.5585365853658537,63.9
sarp-7-8-C-2,7,-34.177,-34.177,-34.177,941.0,0.5829268292682926,23.9
sarp-8-5-A-1,4,24.469,24.469,24.469,97.0,1.4804878048780488,60.699999999999996
sarp-8-5-A-2,0,34.316,34.316,34.316,122.0,1.8195121951219513,74.60000000000001
sarp-8-5-B-1,5,2.87,2.87,2.87,216.0,1.2512195121951217,51.29999999999999
sarp-8-5-B-2,4,2.638,2.638,2.638,185.0,0.9121951219512194,37.400000000000006
sarp-8-5-C-1,5,-3.763,-3.763,-3.763,264.0,1.0999999999999999,45.099999999999994
sarp-8-5-C-2,5,-24.164,-24.164,-24.164,143.0,1.0243902439024388,41.99999999999999
sarp-8-6-A-1,5,20.621,20.621,20.621,208.0,1.1878048780487804,48.7
sarp-8-6-A-2,3,45.684,45.684,45.684,159.0,3.0268292682926825,124.1
sarp-8-6-B-1,6,19.176,19.176,19.176,173.0,0.8609756097560975,35.3
sarp-8-6-B-2,5,11.677,11.677,11.677,409.0,1.7146341463414632,70.3
sarp-8-6-C-1,6,-22.58,-22.58,-22.58,675.0,1.3829268292682928,56.69999999999999
sarp-8-6-C-2,4,0.448,0.448,0.448,257.0,0.6195121951219512,25.4
sarp-8-7-A-1,6,14.925,14.925,14.925,408.0,1.4634146341463414,59.99999999999999
sarp-8-7-A-2,2,27.987,27.987,27.987,151.0,1.8878048780487806,77.4
sarp-8-7-B-1,7,20.009,20.009,20.009,360.0,1.2390243902439024,50.8
sarp-8-7-B-2,7,-4.475,-4.475,-4.475,753.0,1.295121951219512,53.1
sarp-8-7-C-1,7,-17.004,-17.004,-17.004,342.0,0.5219512195121951,21.4
sarp-8-7-C-2,7,-27.618,-27.618,-27.618,350.0,0.8121951219512196,33.3
sarp-9-5-A-1,2,35.077,35.077,35.077,80.0,2.2975609756097555,94.19999999999999
sarp-9-5-A-2,3,24.664,24.664,24.664,145.0,1.8292682926829267,75.0
sarp-9-5-B-1,5,17.59,17.59,17.59,139.0,1.7487804878048778,71.69999999999999
sarp-9-5-B-2,-1,-1,14,14,194.0,-1,-1
sarp-9-5-C-1,4,-4.749,-4.749,-4.749,150.0,1.624390243902439,66.6
sarp-9-5-C-2,5,-1.252,-1.252,-1.252,157.0,1.9414634146341463,79.6
sarp-9-6-A-1,4,33.982,33.982,33.982,218.0,1.5195121951219512,62.3
sarp-9-6-A-2,5,16.174,16.174,16.174,695.0,1.4658536585365853,60.1
sarp-9-6-B-1,5,2.912,2.912,2.912,298.0,0.7414634146341463,30.4
sarp-9-6-B-2,6,34.624,34.624,34.624,284.0,2.3024390243902437,94.39999999999999
sarp-9-6-C-1,6,-29.755,-29.755,-29.755,413.0,0.5829268292682926,23.900000000000002
sarp-9-6-C-2,6,-13.512,-13.512,-13.512,490.0,1.3756097560975609,56.399999999999984
