10
grubhub-10-4.tsp ,6,4,4,64.5498,45.156,71.9348,3,4.91,37.771,Optimal
10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-10-0.tsp ,9,1,1,85.704,8.301,77.6388,4,0.1,16.3662,Optimal
grubhub-10-1.tsp ,9,1,1,79.1604,11.289,61.64,3,0.12,28.8094,Optimal
grubhub-10-2.tsp ,9,1,1,75.5124,14.6422,65.2556,3,0.17,24.899,Optimal
grubhub-10-3.tsp ,9,1,1,69.117,9.2804,61.1432,3,0.22,17.2542,Optimal
grubhub-10-4.tsp ,9,1,1,92.3616,10.5918,69.9384,4,0.12,33.015,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-10-0.tsp ,8,2,1,79.3404,8.301,71.7416,4,0.17,15.8998,Optimal
grubhub-10-1.tsp ,8,2,1,69.8556,11.289,57.5552,3,1.87,23.5894,Optimal
grubhub-10-2.tsp ,8,2,2,68.4192,22.993,62.4312,3,0.59,28.981,Optimal
grubhub-10-3.tsp ,8,2,2,63.0726,16.104,60.8212,3,0.76,18.3554,Optimal
grubhub-10-4.tsp ,8,2,2,83.661,21.2832,70.6008,3,0.39,34.3434,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-10-0.tsp ,7,3,1,68.6676,8.301,58.604,4,0.29,18.3646,Optimal
grubhub-10-1.tsp ,7,3,3,60.357,34.7136,69.506,2,7.55,25.5646,Optimal
grubhub-10-2.tsp ,7,3,3,57.4386,37.0044,62.192,3,0.6,32.251,Optimal
grubhub-10-3.tsp ,7,3,3,55.2954,25.4508,57.9324,3,10.79,22.8138,Optimal
grubhub-10-4.tsp ,7,3,2,74.322,22.3124,62.8636,3,9.89,33.7708,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-10-0.tsp ,6,4,2,55.179,25.9644,57.0216,3,0.75,24.1218,Optimal
grubhub-10-1.tsp ,6,4,3,49.3992,37.1206,58.7328,2,58.1,27.787,Optimal
grubhub-10-2.tsp ,6,4,3,51.4854,37.0044,59.1008,3,0.96,29.389,Optimal
grubhub-10-3.tsp ,6,4,3,41.499,36.7388,54.1972,2,26.33,24.0406,Optimal
grubhub-10-4.tsp ,6,4,4,64.5498,45.156,71.9348,3,10.2,37.771,Optimal
