10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-13-2.tsp ,12,1,1,42.3388,3.25626,3.88884,2,0.49,41.7062,Optimal
grubhub-13-3.tsp ,12,1,1,42.3,2.97655,4.35712,2,0.5,40.9194,Optimal
grubhub-13-4.tsp ,12,1,1,42.2635,3.12097,3.86078,2,0.51,41.5237,Optimal
grubhub-13-5.tsp ,12,1,1,42.4482,3.45131,5.2739,2,0.99,40.6256,Optimal
grubhub-13-6.tsp ,12,1,1,42.2709,3.35503,5.27252,2,0.45,40.3534,Optimal
grubhub-13-7.tsp ,12,1,1,42.6198,2.99813,3.07602,2,0.3,42.5419,Optimal
grubhub-13-8.tsp ,12,1,1,42.43,2.99564,5.03194,2,0.68,40.3937,Optimal
grubhub-13-9.tsp ,12,1,1,42.0754,2.78316,3.34788,2,0.36,41.5107,Optimal
grubhub-14-0.tsp ,13,1,1,45.7475,3.11931,4.07836,2,0.69,44.7884,Optimal
grubhub-14-1.tsp ,13,1,1,45.9772,3.00477,3.83594,2,0.72,45.146,Optimal
grubhub-14-2.tsp ,13,1,1,46.2097,3.07698,5.52184,2,0.31,43.7649,Optimal
grubhub-14-3.tsp ,13,1,1,46.3038,3.14255,4.82494,2,0.96,44.6214,Optimal
grubhub-14-4.tsp ,13,1,1,46.3807,3.0637,3.72554,2,0.23,45.7189,Optimal
grubhub-14-5.tsp ,13,1,1,46.1607,2.82632,4.50386,2,0.7,44.4832,Optimal
grubhub-14-6.tsp ,13,1,1,46.6042,3.12097,4.72052,2,0.9,45.0046,Optimal
grubhub-14-7.tsp ,13,1,1,45.0886,3.24547,3.7904,2,0.78,44.5436,Optimal
grubhub-14-8.tsp ,13,1,1,46.2508,2.97904,4.9634,2,0.17,44.2664,Optimal
grubhub-14-9.tsp ,13,1,1,46.2035,3.03963,4.1883,2,0.5,45.0548,Optimal
grubhub-15-0.tsp ,14,1,1,49.7661,3.54427,4.8392,2,0.73,48.4712,Optimal
grubhub-15-1.tsp ,14,1,1,49.2434,3.26539,4.25684,2,1.1,48.252,Optimal
grubhub-15-2.tsp ,14,1,1,49.4566,3.42475,4.98272,2,0.81,47.8986,Optimal
grubhub-15-3.tsp ,14,1,1,49.6276,3.45214,5.40638,2,0.88,47.6733,Optimal
grubhub-15-4.tsp ,14,1,1,49.0735,3.05042,4.85622,2,0.7,47.2677,Optimal
grubhub-15-5.tsp ,14,1,1,49.9935,3.29278,5.83602,2,1.41,47.4503,Optimal
grubhub-15-6.tsp ,14,1,1,49.3933,3.11599,4.80102,2,0.44,47.7083,Optimal
grubhub-15-7.tsp ,14,1,1,49.338,3.03714,4.16392,2,0.6,48.2112,Optimal
grubhub-15-8.tsp ,14,1,1,49.8875,3.3874,4.715,2,0.89,48.5599,Optimal
grubhub-15-9.tsp ,14,1,1,49.696,3.20812,5.8006,2,0.42,47.1035,Optimal
grubhub-debug.tsp ,3,0,0,34.23,0,8.74,2,0,25.49,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-10-0.tsp ,8,2,2,28.591,5.98547,3.55396,2,0.32,31.0225,Optimal
grubhub-10-1.tsp ,8,2,2,28.1168,6.34901,3.5535,2,1.2,30.9123,Optimal
grubhub-10-2.tsp ,8,2,2,28.045,6.35565,2.9256,2,0.33,31.475,Optimal
grubhub-10-3.tsp ,8,2,2,27.7776,6.0112,3.1993,2,0.64,30.5895,Optimal
grubhub-10-4.tsp ,8,2,2,28.8071,6.27016,3.12064,2,0.34,31.9566,Optimal
grubhub-10-5.tsp ,8,2,2,28.3516,6.55153,3.45414,2,0.49,31.449,Optimal
grubhub-10-6.tsp ,8,2,2,28.1236,6.23198,2.6197,2,0.45,31.7359,Optimal
grubhub-10-7.tsp ,8,2,2,27.5012,6.38221,3.63538,2,0.61,30.248,Optimal
grubhub-10-8.tsp ,8,2,2,28.6594,6.04357,3.18826,2,0.83,31.5147,Optimal
grubhub-10-9.tsp ,8,2,2,27.8061,5.96057,3.10362,2,0.99,30.6631,Optimal
grubhub-11-0.tsp ,9,2,2,32.8348,6.37391,3.3925,2,0.33,35.8162,Optimal
grubhub-11-1.tsp ,9,2,2,31.9302,6.13155,3.32304,2,1.57,34.7387,Optimal
grubhub-11-2.tsp ,9,2,2,32.0761,6.725,3.77752,2,0.44,35.0236,Optimal
grubhub-11-3.tsp ,9,2,2,32.0026,6.49924,3.17492,2,0.43,35.3269,Optimal
grubhub-11-4.tsp ,9,2,2,31.8436,6.31996,3.18274,2,1.06,34.9808,Optimal
grubhub-11-5.tsp ,9,2,2,32.4141,6.49011,3.4316,2,0.73,35.4726,Optimal
grubhub-11-6.tsp ,9,2,2,31.7546,6.09254,4.01902,2,1.94,33.8282,Optimal
grubhub-11-7.tsp ,9,2,2,31.3802,6.11329,2.8727,2,0.5,34.6207,Optimal
grubhub-11-8.tsp ,9,2,2,31.8578,5.86927,2.86902,2,1.06,34.8581,Optimal
grubhub-11-9.tsp ,9,2,2,31.9239,6.41624,2.99828,2,0.93,35.3419,Optimal
grubhub-12-0.tsp ,10,2,2,35.4729,5.92156,3.66298,2,1.66,37.7315,Optimal
grubhub-12-1.tsp ,10,2,2,35.022,6.49675,4.35298,2,1.84,37.1658,Optimal
grubhub-12-2.tsp ,10,2,2,34.8533,6.17969,2.75126,2,0.35,38.2817,Optimal
grubhub-12-3.tsp ,10,2,2,34.7963,6.2104,4.10412,2,1.82,36.9026,Optimal
grubhub-12-4.tsp ,10,2,2,34.851,6.1274,4.90498,2,1.48,36.0734,Optimal
grubhub-12-5.tsp ,10,2,2,35.6843,6.41873,4.8047,2,0.79,37.2984,Optimal
grubhub-12-6.tsp ,10,2,2,35.5076,6.22036,4.1768,2,1.59,37.5512,Optimal
grubhub-12-7.tsp ,10,2,2,35.5259,6.96736,3.55396,2,1.72,38.9393,Optimal
grubhub-12-8.tsp ,10,2,2,35.0841,6.60797,3.72968,2,1.41,37.9624,Optimal
grubhub-12-9.tsp ,10,2,2,35.6148,6.50671,3.91552,2,1.64,38.206,Optimal
grubhub-13-0.tsp ,11,2,2,38.2358,6.15064,4.20348,2,3.13,40.1829,Optimal
grubhub-13-1.tsp ,11,2,2,39.0406,6.31498,4.32952,2,1.22,41.0261,Optimal
grubhub-13-2.tsp ,11,2,2,38.8001,6.43118,3.81754,2,1.23,41.4137,Optimal
grubhub-13-3.tsp ,11,2,2,38.8223,6.06266,4.2619,2,0.44,40.6231,Optimal
grubhub-13-4.tsp ,11,2,2,38.7682,6.23281,3.5788,2,1.01,41.4222,Optimal
grubhub-13-5.tsp ,11,2,2,39.0725,6.38885,4.8783,2,3.08,40.5831,Optimal
grubhub-13-6.tsp ,11,2,2,38.6462,6.65528,5.01262,2,1.92,40.2888,Optimal
grubhub-13-7.tsp ,11,2,2,39.182,6.02614,3.39158,2,1.69,41.8165,Optimal
grubhub-13-8.tsp ,11,2,2,39.0264,5.97385,4.44268,2,1.57,40.5575,Optimal
grubhub-13-9.tsp ,11,2,2,38.5299,5.96804,3.60088,2,1.73,40.8971,Optimal
grubhub-14-0.tsp ,11,3,3,38.5003,9.71649,4.13678,2,23.09,44.08,Optimal
grubhub-14-1.tsp ,11,3,3,38.8993,9.35544,3.88148,2,20.67,44.3732,Optimal
grubhub-14-2.tsp ,11,3,3,39.2977,9.18612,5.52046,2,13.69,42.9633,Optimal
grubhub-14-3.tsp ,11,3,3,39.0549,9.74222,4.75824,2,33.1,44.0388,Optimal
grubhub-14-4.tsp ,11,3,3,39.1067,9.69989,3.81708,2,5.51,44.9896,Optimal
grubhub-14-5.tsp ,11,3,3,38.8195,9.56045,4.22878,2,7.88,44.1511,Optimal
grubhub-14-6.tsp ,11,3,3,39.4322,9.60859,4.28536,2,28.04,44.7554,Optimal
grubhub-14-7.tsp ,11,3,3,38.1953,9.32722,4.2688,2,14.84,43.2537,Optimal
grubhub-14-8.tsp ,11,3,3,39.1763,9.32473,4.94316,2,8.74,43.5579,Optimal
grubhub-14-9.tsp ,11,3,3,38.9853,9.59448,4.3516,2,60.5,44.2282,Optimal
grubhub-15-0.tsp ,12,3,3,42.4773,10.202,4.91464,2,37.18,47.7647,Optimal
grubhub-15-1.tsp ,12,3,3,42.3211,9.38947,4.14828,2,33.3,47.5623,Optimal
grubhub-15-2.tsp ,12,3,3,42.6106,9.43761,4.80102,2,72.75,47.2472,Optimal
grubhub-15-3.tsp ,12,3,3,42.4801,9.90407,5.41742,2,29.23,46.9668,Optimal
grubhub-15-4.tsp ,12,3,3,41.8355,9.63432,4.74904,2,8.6,46.7207,Optimal
grubhub-15-5.tsp ,12,3,3,42.7355,9.90573,5.05724,2,26.81,47.584,Optimal
grubhub-15-6.tsp ,12,3,3,42.5536,9.11972,5.0071,2,41.46,46.6663,Optimal
grubhub-15-7.tsp ,12,3,3,42.1683,9.52144,4.1745,2,15.7,47.5153,Optimal
grubhub-15-8.tsp ,12,3,3,42.7475,9.82854,4.02822,2,10.76,48.5478,Optimal
grubhub-15-9.tsp ,12,3,3,42.5309,9.68578,5.70216,2,30.15,46.5145,Optimal
grubhub-debug.tsp ,3,0,0,34.23,0,8.74,2,0,25.49,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-10-0.tsp ,7,3,3,24.9794,9.26663,4.24718,1,0.52,29.9988,Optimal
grubhub-10-1.tsp ,7,3,3,24.5638,9.54468,3.55442,1,0.75,30.5541,Optimal
grubhub-10-2.tsp ,7,3,3,24.4179,9.65922,3.30372,1,0.24,30.7734,Optimal
grubhub-10-3.tsp ,7,3,3,24.3108,9.08154,3.64964,1,1.03,29.7427,Optimal
grubhub-10-4.tsp ,7,3,3,25.2621,9.45421,3.66252,1,0.22,31.0538,Optimal
grubhub-10-5.tsp ,7,3,3,24.7405,9.83186,4.52732,1,1.09,30.0451,Optimal
grubhub-10-6.tsp ,7,3,3,24.6209,9.35461,3.33086,1,0.6,30.6446,Optimal
grubhub-10-7.tsp ,7,3,3,24.0987,9.35876,3.8042,1,0.66,29.6533,Optimal
grubhub-10-8.tsp ,7,3,3,24.9771,9.42765,4.65934,1,1.24,29.7454,Optimal
grubhub-10-9.tsp ,7,3,3,24.4179,8.91637,3.34006,1,0.54,29.9942,Optimal
grubhub-11-0.tsp ,8,3,3,29.267,9.59116,3.86906,2,0.54,34.9891,Optimal
grubhub-11-1.tsp ,8,3,3,28.2182,9.55879,3.32626,2,3.8,34.4508,Optimal
grubhub-11-2.tsp ,8,3,3,28.6834,9.68744,4.07698,2,1.54,34.2938,Optimal
grubhub-11-3.tsp ,8,3,3,28.5608,9.53306,3.51808,2,1.02,34.5758,Optimal
grubhub-11-4.tsp ,8,3,3,28.1909,9.66088,3.61836,2,1.8,34.2334,Optimal
grubhub-11-5.tsp ,8,3,3,28.7791,9.8053,3.7375,2,1.28,34.8469,Optimal
grubhub-11-6.tsp ,8,3,3,28.1248,9.40026,4.18462,2,3.5,33.3404,Optimal
grubhub-11-7.tsp ,8,3,3,27.9965,9.06245,3.16618,2,0.73,33.8928,Optimal
grubhub-11-8.tsp ,8,3,3,28.4166,8.90226,3.04612,2,2.03,34.2727,Optimal
grubhub-11-9.tsp ,8,3,3,28.3368,9.66171,3.23196,2,5.34,34.7666,Optimal
grubhub-12-0.tsp ,9,3,3,31.7809,9.31975,3.56822,2,2.87,37.5324,Optimal
grubhub-12-1.tsp ,9,3,3,31.5192,9.61938,4.44958,2,5.83,36.689,Optimal
grubhub-12-2.tsp ,9,3,3,31.4195,9.20189,2.96332,2,1.07,37.6581,Optimal
grubhub-12-3.tsp ,9,3,3,31.2228,9.43595,3.95324,2,6.94,36.7055,Optimal
grubhub-12-4.tsp ,9,3,3,31.2097,9.45172,5.0669,2,3.02,35.5945,Optimal
grubhub-12-5.tsp ,9,3,3,31.9695,9.85012,4.84426,2,4.08,36.9754,Optimal
grubhub-12-6.tsp ,9,3,3,32.0727,9.24422,4.44544,2,2.34,36.8715,Optimal
grubhub-12-7.tsp ,9,3,3,32.0453,10.0576,3.39664,2,2.85,38.7063,Optimal
grubhub-12-8.tsp ,9,3,3,31.3961,10.0003,3.76372,2,2.2,37.6327,Optimal
grubhub-12-9.tsp ,9,3,3,31.9462,9.87087,4.07238,2,4.18,37.7447,Optimal
grubhub-13-0.tsp ,9,4,4,31.2929,12.3046,4.26374,2,34.49,39.3338,Optimal
grubhub-13-1.tsp ,9,4,4,31.8504,12.8292,4.45096,2,9.81,40.2286,Optimal
grubhub-13-2.tsp ,9,4,4,31.8037,12.6632,3.70622,2,4.36,40.7606,Optimal
grubhub-13-3.tsp ,9,4,4,31.8048,12.3254,4.81574,2,24.3,39.3144,Optimal
grubhub-13-4.tsp ,9,4,4,31.9046,12.2714,3.79684,2,8.17,40.3791,Optimal
grubhub-13-5.tsp ,9,4,4,31.8498,12.9503,5.17086,2,25.09,39.6293,Optimal
grubhub-13-6.tsp ,9,4,4,31.5449,13.04,5.7799,2,29.67,38.805,Optimal
grubhub-13-7.tsp ,9,4,4,32.136,12.3303,3.5535,2,5.24,40.9128,Optimal
grubhub-13-8.tsp ,9,4,4,31.8344,12.4905,4.50938,2,28.72,39.8156,Optimal
grubhub-13-9.tsp ,9,4,4,31.5426,12.1867,3.91644,2,28.22,39.8129,Optimal
grubhub-14-0.tsp ,10,4,4,35.2015,12.542,4.232,2,56.4,43.5115,Optimal
grubhub-14-1.tsp ,10,4,4,35.3783,12.5046,4.07284,2,27.32,43.81,Optimal
grubhub-14-2.tsp ,10,4,4,35.8844,12.1784,5.52,2,25.65,42.5429,Optimal
grubhub-14-3.tsp ,10,4,4,35.6216,12.7636,5.18052,2,74.71,43.2047,Optimal
grubhub-14-4.tsp ,10,4,4,35.4934,12.9835,3.78166,2,5.47,44.6953,Optimal
grubhub-14-5.tsp ,10,4,4,35.1617,12.9088,4.35298,2,46.29,43.7175,Optimal
grubhub-14-6.tsp ,10,4,4,35.8297,12.8765,4.46338,2,97.24,44.2428,Optimal
grubhub-14-7.tsp ,10,4,4,34.9006,12.1469,4.45786,2,47.06,42.5896,Optimal
grubhub-14-8.tsp ,10,4,4,35.5396,12.6424,5.53518,2,30.37,42.6468,Optimal
grubhub-14-9.tsp ,10,4,4,35.5949,12.5536,4.23614,2,44.38,43.9123,Optimal
grubhub-15-0.tsp ,11,4,4,39.0503,13.2143,4.8484,2,96.3,47.4162,Optimal
grubhub-15-1.tsp ,11,4,4,38.7248,12.6482,4.0434,2,76.42,47.3297,Optimal
grubhub-15-2.tsp ,11,4,4,39.0703,12.615,4.36816,2,48.16,47.3171,Optimal
grubhub-15-3.tsp ,11,4,4,38.9945,13.0018,5.6442,2,58.56,46.352,Optimal
grubhub-15-4.tsp ,11,4,4,38.0186,13.2143,5.05816,2,90.13,46.1747,Optimal
grubhub-15-5.tsp ,11,4,4,39.2652,12.981,5.0094,2,162.34,47.2368,Optimal
grubhub-15-6.tsp ,11,4,4,38.8958,12.4681,4.7978,2,41.69,46.5662,Optimal
grubhub-15-7.tsp ,11,4,4,38.767,12.4963,4.50432,2,99.84,46.759,Optimal
grubhub-15-8.tsp ,11,4,4,39.2264,12.9777,3.87412,2,26.15,48.33,Optimal
grubhub-15-9.tsp ,11,4,4,39.2048,12.5511,5.52092,2,28.31,46.235,Optimal
grubhub-debug.tsp ,2,1,1,15.03,25.98,16.56,1,0,24.45,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-10-0.tsp ,6,4,4,21.2269,12.7528,4.26788,1,0.55,29.7119,Optimal
grubhub-10-1.tsp ,6,4,4,20.938,12.8466,3.74946,1,1.16,30.0351,Optimal
grubhub-10-2.tsp ,6,4,4,21.0423,12.5968,3.76326,1,0.86,29.8758,Optimal
grubhub-10-3.tsp ,6,4,4,20.543,12.5901,3.74946,1,1.89,29.3836,Optimal
grubhub-10-4.tsp ,6,4,4,21.6955,12.6698,3.94588,1,0.45,30.4194,Optimal
grubhub-10-5.tsp ,6,4,4,21.2931,12.874,4.6299,1,1.58,29.5372,Optimal
grubhub-10-6.tsp ,6,4,4,21.3808,12.0946,3.4983,1,0.99,29.9772,Optimal
grubhub-10-7.tsp ,6,4,4,20.5714,12.5171,4.02684,1,0.46,29.0617,Optimal
grubhub-10-8.tsp ,6,4,4,21.5849,12.3893,3.92564,1,0.47,30.0485,Optimal
grubhub-10-9.tsp ,6,4,4,20.8103,12.1917,3.39894,1,0.85,29.6031,Optimal
grubhub-11-0.tsp ,7,4,4,25.6064,12.9437,4.9864,1,4.24,33.5637,Optimal
grubhub-11-1.tsp ,7,4,4,24.4453,13.0748,4.69844,1,4.29,32.8217,Optimal
grubhub-11-2.tsp ,7,4,4,25.0142,13.0524,5.22744,1,3.01,32.8391,Optimal
grubhub-11-3.tsp ,7,4,4,24.9879,12.7578,4.12528,1,1.05,33.6204,Optimal
grubhub-11-4.tsp ,7,4,4,24.6875,12.7843,4.4045,1,2.87,33.0674,Optimal
grubhub-11-5.tsp ,7,4,4,25.2051,13.0317,4.07698,1,1.15,34.1598,Optimal
grubhub-11-6.tsp ,7,4,4,24.5359,12.6482,5.22284,1,2.96,31.9613,Optimal
grubhub-11-7.tsp ,7,4,4,24.5918,12.0423,4.08066,1,2.06,32.5534,Optimal
grubhub-11-8.tsp ,7,4,4,24.72,12.3071,3.6915,1,1.35,33.3356,Optimal
grubhub-11-9.tsp ,7,4,4,24.7098,12.9653,4.00016,1,3.32,33.6749,Optimal
grubhub-12-0.tsp ,7,5,5,24.7896,15.5443,4.63266,1,4.22,35.7012,Optimal
grubhub-12-1.tsp ,7,5,5,24.7685,15.4936,4.91004,1,6.27,35.3521,Optimal
grubhub-12-2.tsp ,7,5,5,24.1529,15.8273,3.749,1,1.31,36.2312,Optimal
grubhub-12-3.tsp ,7,5,5,24.4937,15.2787,4.98686,1,20.87,34.7855,Optimal
grubhub-12-4.tsp ,7,5,5,24.182,15.7294,6.49198,1,9.21,33.4193,Optimal
grubhub-12-5.tsp ,7,5,5,24.8779,16.2207,5.97816,1,4.66,35.1205,Optimal
grubhub-12-6.tsp ,7,5,5,24.9663,15.6364,4.48408,1,1.83,36.1186,Optimal
grubhub-12-7.tsp ,7,5,5,25.1641,16.1219,4.33044,1,4.15,36.9556,Optimal
grubhub-12-8.tsp ,7,5,5,24.2965,16.3826,5.2348,1,4.48,35.4443,Optimal
grubhub-12-9.tsp ,7,5,5,24.9868,16.0489,4.92246,1,11.84,36.1132,Optimal
grubhub-13-0.tsp ,8,5,5,27.8922,15.2787,4.68004,2,24.04,38.4908,Optimal
grubhub-13-1.tsp ,8,5,5,28.2313,16.1211,4.62714,2,17.83,39.7253,Optimal
grubhub-13-2.tsp ,8,5,5,28.2154,15.9103,4.17358,2,2.07,39.9521,Optimal
grubhub-13-3.tsp ,8,5,5,28.2382,15.5409,4.80516,2,47.25,38.974,Optimal
grubhub-13-4.tsp ,8,5,5,28.3659,15.4463,3.76556,2,25.77,40.0466,Optimal
grubhub-13-5.tsp ,8,5,5,28.1339,16.3834,4.93534,2,53.39,39.5819,Optimal
grubhub-13-6.tsp ,8,5,5,27.903,16.3651,5.86454,2,72.26,38.4036,Optimal
grubhub-13-7.tsp ,8,5,5,28.6332,15.453,4.04754,2,15.39,40.0386,Optimal
grubhub-13-8.tsp ,8,5,5,28.3317,15.6131,4.4344,2,17.7,39.5104,Optimal
grubhub-13-9.tsp ,8,5,5,27.7759,15.6937,3.7191,2,13.17,39.7505,Optimal
grubhub-14-0.tsp ,8,6,6,27.9475,19.1491,4.90222,2,179.66,42.1944,Optimal
grubhub-14-1.tsp ,8,6,6,28.5887,18.4353,4.4045,2,70.03,42.6196,Optimal
grubhub-14-2.tsp ,8,6,6,29.0909,18.1149,5.6534,2,32.99,41.5525,Optimal
grubhub-14-3.tsp ,8,6,6,28.6879,18.9043,5.69572,2,125.4,41.8965,Optimal
grubhub-14-4.tsp ,8,6,6,28.4474,19.2877,4.29456,2,43.78,43.4406,Optimal
grubhub-14-5.tsp ,8,6,6,28.0934,19.2454,5.19938,2,171.12,42.1394,Optimal
grubhub-14-6.tsp ,8,6,6,28.7426,19.2404,4.59862,2,173.69,43.3844,Optimal
grubhub-14-7.tsp ,8,6,6,27.8797,18.4146,4.79044,2,79.24,41.5038,Optimal
grubhub-14-8.tsp ,8,6,6,28.7689,18.5457,5.13084,2,4.74,42.1837,Optimal
grubhub-14-9.tsp ,8,6,6,28.3995,19.0753,4.62484,2,112.05,42.8499,Optimal
grubhub-15-0.tsp ,9,6,6,31.9872,19.5434,5.40914,2,815.18,46.1214,Optimal
grubhub-15-1.tsp ,9,6,6,31.4668,19.2612,4.17588,2,149.79,46.5521,Optimal
grubhub-15-2.tsp ,9,6,6,31.9085,19.0877,5.17776,2,137.42,45.8185,Optimal
grubhub-15-3.tsp ,9,6,6,31.8595,19.4355,5.65018,2,611.72,45.6448,Optimal
grubhub-15-4.tsp ,9,6,6,31.1225,19.3002,5.48366,2,441.37,44.939,Optimal
grubhub-15-5.tsp ,9,6,6,32.087,19.4778,5.911,2,1098.91,45.6538,Optimal
grubhub-15-6.tsp ,9,6,6,31.8561,18.7632,4.74582,2,191.09,45.8734,Optimal
grubhub-15-7.tsp ,9,6,6,31.9644,18.4461,4.95374,2,329.76,45.4568,Optimal
grubhub-15-8.tsp ,9,6,6,32.1645,19.3052,4.54296,2,87.01,46.9267,Optimal
grubhub-15-9.tsp ,9,6,6,32.2249,18.759,6.1502,2,234.14,44.8337,Optimal
grubhub-debug.tsp ,2,1,1,15.03,25.98,16.56,1,0,24.45,Optimal
10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-10-0.tsp ,9,1,1,31.9872,3.01805,3.43114,2,0.1,31.5741,Optimal
grubhub-10-1.tsp ,9,1,1,31.66,3.16745,3.1004,2,0.11,31.7271,Optimal
grubhub-10-2.tsp ,9,1,1,31.4776,3.33511,2.75172,2,0.09,32.061,Optimal
grubhub-10-3.tsp ,9,1,1,31.1578,3.06702,3.17492,2,0.18,31.0499,Optimal
grubhub-10-4.tsp ,9,1,1,32.3201,3.13259,2.79726,2,0.01,32.6554,Optimal
grubhub-10-5.tsp ,9,1,1,31.8988,3.36416,3.2246,2,0.07,32.0384,Optimal
grubhub-10-6.tsp ,9,1,1,31.5164,3.26954,2.4656,2,0.15,32.3203,Optimal
grubhub-10-7.tsp ,9,1,1,31.0547,3.18571,3.3902,2,0.06,30.8502,Optimal
grubhub-10-8.tsp ,9,1,1,32.1536,2.93339,3.00794,2,0.03,32.0791,Optimal
grubhub-10-9.tsp ,9,1,1,31.1533,3.06453,3.01484,2,0.17,31.203,Optimal
grubhub-11-0.tsp ,10,1,1,36.569,2.9143,3.38928,2,0.11,36.094,Optimal
grubhub-11-1.tsp ,10,1,1,35.3247,3.16662,3.41918,2,0.25,35.0721,Optimal
grubhub-11-2.tsp ,10,1,1,35.7448,3.36084,3.50428,2,0.09,35.6013,Optimal
grubhub-11-3.tsp ,10,1,1,35.6051,3.23136,3.16158,2,0.19,35.6749,Optimal
grubhub-11-4.tsp ,10,1,1,35.2756,3.30025,2.94906,2,0.14,35.6268,Optimal
grubhub-11-5.tsp ,10,1,1,36.0776,3.13342,3.1395,2,0.12,36.0716,Optimal
grubhub-11-6.tsp ,10,1,1,35.2095,3.03963,3.9238,2,0.48,34.3254,Optimal
grubhub-11-7.tsp ,10,1,1,34.7558,3.17575,3.05532,2,0.08,34.8762,Optimal
grubhub-11-8.tsp ,10,1,1,35.2135,2.96078,2.72274,2,0.18,35.4516,Optimal
grubhub-11-9.tsp ,10,1,1,35.4951,3.19401,2.85338,2,0.13,35.8357,Optimal
grubhub-12-0.tsp ,11,1,1,38.8805,2.93754,3.59536,2,0.32,38.2226,Optimal
grubhub-12-1.tsp ,11,1,1,38.6416,3.20397,4.3263,2,0.25,37.5193,Optimal
grubhub-12-2.tsp ,11,1,1,38.3065,3.12927,2.6703,2,0.02,38.7654,Optimal
grubhub-12-3.tsp ,11,1,1,38.4216,2.90932,4.24028,2,0.63,37.0906,Optimal
grubhub-12-4.tsp ,11,1,1,38.3737,2.97572,4.92292,2,0.39,36.4265,Optimal
grubhub-12-5.tsp ,11,1,1,39.0543,3.48949,4.60874,2,0.07,37.935,Optimal
