Instance,LB,UB,Time
ghsarp-5-7-2.txt,1.30074,1.30074,3
ghsarp-5-7-3.txt,8.44759,8.44759,1882
ghsarp-5-7-4.txt,0.875235,0.875235,3
ghsarp-5-7-5.txt,-5.58711,-5.58711,2
ghsarp-5-7-6.txt,8.0554,8.0554,9352
ghsarp-5-7-7.txt,-4.04323,-4.04323,241
ghsarp-5-7-8.txt,-3.46573,-3.46573,284
ghsarp-5-7-9.txt,10.2682,10.2682,3162
ghsarp-5-8-0.txt,-2.30049,-2.30049,3
ghsarp-5-8-1.txt,0.928538,0.928538,2
ghsarp-5-8-2.txt,6.81114,6.81114,235
ghsarp-5-8-3.txt,7.71329,7.71329,7447
ghsarp-5-8-4.txt,-2.82842,-2.82842,332
ghsarp-5-8-5.txt,2.32758,2.32758,74
ghsarp-5-8-6.txt,4.59625,4.59625,99
ghsarp-5-8-7.txt,-0.917694,-0.917694,238
ghsarp-5-8-8.txt,5.83635,5.83635,878
ghsarp-5-8-9.txt,-0.6478,-0.6478,92
ghsarp-5-9-0.txt,13.2112,13.2112,28501
ghsarp-5-9-1.txt,2.20939,2.20939,1160
ghsarp-5-9-2.txt,5.97305,5.97305,268
ghsarp-5-9-3.txt,8.09745,8.09745,11572
ghsarp-5-9-4.txt,-2.39012,-2.39012,11755
ghsarp-5-9-5.txt,4.67133,4.67133,2879
ghsarp-5-9-6.txt,1.85992,1.85992,3878
ghsarp-5-9-7.txt,-1.3324,-1.3324,20
ghsarp-5-9-8.txt,-1.42003,-1.42003,2038
ghsarp-5-9-9.txt,-6.23839,-6.23839,1287
ghsarp-6-5-0.txt,2.99892,2.99892,826
ghsarp-6-5-1.txt,7.97575,7.97575,21340
ghsarp-6-5-2.txt,19.7125,19.7125,16175
ghsarp-6-5-3.txt,4.58505,4.58505,93
ghsarp-6-5-4.txt,17.297,17.297,7997
ghsarp-6-5-5.txt,14.2747,14.2747,319
ghsarp-6-5-6.txt,2.61339,2.61339,1
ghsarp-6-5-7.txt,14.9394,14.9394,2049
ghsarp-6-5-8.txt,14.2986,14.2986,59508
ghsarp-6-5-9.txt,4.2315,4.2315,1928
ghsarp-6-6-0.txt,-0.035321,-0.035321,252
ghsarp-6-6-1.txt,4.25827,4.25827,54
ghsarp-6-6-2.txt,7.72011,7.72011,2527
ghsarp-6-6-3.txt,8.70922,8.70922,985
ghsarp-6-6-4.txt,10.574,10.574,79
ghsarp-6-6-5.txt,1.10262,1.10262,3396
ghsarp-6-6-6.txt,4.95726,4.95726,6
ghsarp-6-6-7.txt,-8.56337,-8.56337,471
ghsarp-6-6-8.txt,1.92861,1.92861,417
ghsarp-6-6-9.txt,4.02701,4.02701,804
ghsarp-6-7-0.txt,17.5616,17.5616,39001
ghsarp-6-7-1.txt,6.65056,6.65056,475
ghsarp-6-7-2.txt,7.85844,7.85844,1
ghsarp-6-7-3.txt,5.8667,5.8667,4315
ghsarp-6-7-4.txt,1.54938,1.54938,820
ghsarp-6-7-5.txt,0.356893,0.356893,2
ghsarp-6-7-6.txt,15.2102,15.2102,65101
ghsarp-6-7-7.txt,6.40547,6.40547,2898
ghsarp-6-7-8.txt,-0.718704,-0.718704,135
ghsarp-6-7-9.txt,3.48268,3.48268,3155
ghsarp-6-8-0.txt,7.07398,7.07398,4
ghsarp-6-8-1.txt,6.72531,6.72531,5097
ghsarp-6-8-2.txt,9.7997,9.7997,449
ghsarp-6-8-3.txt,11.5685,11.5685,50870
ghsarp-6-8-4.txt,7.90132,7.90132,86294
ghsarp-6-8-5.txt,2.91213,2.91213,919
ghsarp-6-8-6.txt,6.99909,6.99909,5639
ghsarp-6-8-7.txt,4.23658,4.23658,1918
ghsarp-6-8-8.txt,0.190808,0.190808,1126
ghsarp-6-8-9.txt,9.49035,9.49035,33764
ghsarp-6-9-0.txt,5.69025,5.69025,921
ghsarp-6-9-1.txt,-1.61463,-1.61463,538
ghsarp-6-9-2.txt,13.4025,13.4025,34830
ghsarp-6-9-3.txt,-1.20586,-1.20586,51357
ghsarp-6-9-4.txt,-5.55364,9.49787,117914
ghsarp-6-9-5.txt,-1.10683,-1.10683,4769
ghsarp-6-9-6.txt,6.39766,6.39766,46516
ghsarp-6-9-7.txt,-2.69474,-2.69474,918
ghsarp-6-9-8.txt,-5.30795,-5.30795,29874
ghsarp-6-9-9.txt,4.51286,4.51286,351
ghsarp-7-5-0.txt,8.78559,8.78559,1012
ghsarp-7-5-1.txt,12.5012,12.5012,7079
ghsarp-7-5-2.txt,5.40405,5.40405,80
ghsarp-7-5-3.txt,13.753,13.753,8417
ghsarp-7-5-4.txt,15.196,15.196,221
ghsarp-7-5-5.txt,1.30475,1.30475,673
ghsarp-7-5-6.txt,10.0621,10.0621,1615
ghsarp-7-5-7.txt,-6.02402,-6.02402,13
ghsarp-7-5-8.txt,9.08577,9.08577,628
ghsarp-7-5-9.txt,8.01683,8.01683,17905
ghsarp-7-6-0.txt,6.22868,6.22868,5274
ghsarp-7-6-1.txt,11.1665,11.1665,1141
ghsarp-7-6-2.txt,13.9604,13.9604,8940
ghsarp-7-6-3.txt,11.4754,27.0,95535
ghsarp-7-6-4.txt,10.7828,10.7828,5403
ghsarp-7-6-5.txt,0.403076,0.403076,985
ghsarp-7-6-6.txt,10.7423,10.7423,215
ghsarp-7-6-7.txt,5.47886,5.47886,704
ghsarp-7-6-8.txt,7.1703,7.1703,7419
ghsarp-7-6-9.txt,0.845174,0.845174,1441
ghsarp-7-7-0.txt,5.6259,5.6259,585
ghsarp-7-7-1.txt,9.89904,9.89904,66436
ghsarp-7-7-2.txt,11.0147,19.8932,127418
ghsarp-7-7-3.txt,17.877,17.877,25567
ghsarp-7-7-4.txt,4.02327,4.02327,3584
ghsarp-7-7-5.txt,6.25892,6.25892,2472
ghsarp-7-7-6.txt,8.55313,16.0413,126004
ghsarp-7-7-7.txt,6.38585,6.38585,24911
ghsarp-7-7-8.txt,11.1061,11.1061,17117
ghsarp-7-7-9.txt,9.9728,9.9728,12682
ghsarp-7-8-0.txt,7.89136,7.89136,1167
ghsarp-7-8-1.txt,0.617931,0.617931,1969
ghsarp-7-8-2.txt,14.8458,14.8458,1286
ghsarp-7-8-3.txt,3.65672,3.65672,59092
ghsarp-7-8-4.txt,0.0464882,0.0464882,570
ghsarp-7-8-5.txt,-5.20991,-5.20991,4
ghsarp-7-8-6.txt,7.38716,7.38716,10268
ghsarp-7-8-7.txt,-6.19923,-6.19923,25
ghsarp-7-8-8.txt,-11.8684,-11.8684,171
ghsarp-7-8-9.txt,12.7046,12.7046,37714
ghsarp-8-5-0.txt,13.3168,13.3168,30054
ghsarp-8-5-1.txt,15.2469,15.2469,1188
ghsarp-8-5-2.txt,16.6439,16.6439,26954
ghsarp-8-5-3.txt,16.0616,16.0616,755
ghsarp-8-5-4.txt,10.351,26.0,112356
ghsarp-8-5-5.txt,5.09949,5.09949,700
ghsarp-8-5-6.txt,14.2514,14.2514,10668
ghsarp-8-5-7.txt,6.88442,18.0942,150243
ghsarp-8-5-8.txt,10.7372,23.1681,110630
ghsarp-8-5-9.txt,9.86185,9.86185,45004
ghsarp-8-6-0.txt,3.61596,3.61596,912
ghsarp-8-6-1.txt,11.151,11.151,33950
ghsarp-8-6-2.txt,16.995,16.995,361
ghsarp-8-6-3.txt,18.6021,18.6021,21375
ghsarp-8-6-4.txt,0.282849,11.0,151103
ghsarp-8-6-5.txt,4.24478,4.24478,2818
ghsarp-8-6-6.txt,18.4807,18.4807,91336
ghsarp-8-6-7.txt,11.5444,11.5444,13862
ghsarp-8-6-8.txt,14.5637,14.5637,66081
ghsarp-8-6-9.txt,8.94098,8.94098,2183
ghsarp-8-7-0.txt,21.2458,21.2458,73617
ghsarp-8-7-1.txt,0.187301,0.187301,1101
ghsarp-8-7-2.txt,7.27825,7.27825,79
ghsarp-8-7-3.txt,-0.750866,-0.750866,39421
ghsarp-8-7-4.txt,-2.65916,-2.65916,198
ghsarp-8-7-5.txt,-1.63582,9.0,145150
ghsarp-8-7-6.txt,2.93693,12.0,142951
ghsarp-8-7-7.txt,3.49397,13.7123,132479
ghsarp-8-7-8.txt,-10.5109,-10.5109,7112
ghsarp-8-7-9.txt,14.2448,14.2448,378
ghsarp-9-5-0.txt,4.38906,16.4627,169816
ghsarp-9-5-1.txt,15.8682,15.8682,60128
ghsarp-9-5-2.txt,30.0161,30.0161,98012
ghsarp-9-5-3.txt,15.1024,33.0,140075
ghsarp-9-5-4.txt,10.0345,21.0,144275
ghsarp-9-5-5.txt,12.524,12.524,7663
ghsarp-9-5-6.txt,12.0472,19.2851,142317
ghsarp-9-5-7.txt,14.7235,21.8454,138489
ghsarp-9-5-8.txt,18.753,18.753,33085
ghsarp-9-5-9.txt,19.7622,19.7622,24677
ghsarp-9-6-0.txt,11.1271,11.1271,21736
ghsarp-9-6-1.txt,-1.56697,-1.56697,5725
ghsarp-9-6-2.txt,14.2284,23.9292,158132
ghsarp-9-6-3.txt,5.03879,5.03879,7273
ghsarp-9-6-4.txt,5.05133,5.05133,19691
ghsarp-9-6-5.txt,13.047,13.047,68521
ghsarp-9-6-6.txt,7.09567,7.09567,12277
ghsarp-9-6-7.txt,8.17442,8.17442,904
ghsarp-9-6-8.txt,-6.15238,2.04074,187369
ghsarp-9-6-9.txt,18.3575,18.3575,6408
