Instance,Served,Sol Value,LB,UB,Time,Empty hours,Empty kms
sarp-15-10-A-1,10,15.519,15.519,15.519,649386.0,1.670731707317073,68.49999999999999
sarp-15-10-A-2,10,-8.069,-8.069,-8.069,456283.0,1.3853658536585365,56.8
sarp-15-10-B-1,10,-4.365,-4.365,-4.365,560982.0,1.5073170731707315,61.8
sarp-15-10-B-2,10,0.082,0.082,0.082,531373.0,2.2073170731707314,90.5
sarp-15-10-C-1,10,-48.416,-48.416,-48.416,413361.0,1.129268292682927,46.3
sarp-15-10-C-2,10,-75.858,-75.858,-75.858,534665.0,1.2487804878048783,51.2
sarp-15-15-A-1,-1,-1,-1e+12,8.2,378006.0,-1,-1
sarp-15-15-A-2,-1,-1,-1e+12,-16.4,631581.0,-1,-1
sarp-15-15-B-1,-1,-1,-1e+12,-13,378252.0,-1,-1
sarp-15-15-B-2,-1,-1,-1e+12,-23.3,379094.0,-1,-1
sarp-15-15-C-1,-1,-1,-1e+12,-147,502590.0,-1,-1
sarp-15-15-C-2,-1,-1,-1e+12,-114.5,503893.0,-1,-1
sarp-15-20-A-1,-1,-1,-1e+12,-16.4,385497.0,-1,-1
sarp-15-20-A-2,-1,-1,-1e+12,-18.2,648555.0,-1,-1
sarp-15-20-B-1,-1,-1,-1e+12,-47.2,510926.0,-1,-1
sarp-15-20-B-2,-1,-1,-1e+12,-35,390793.0,-1,-1
sarp-15-20-C-1,-1,-1,-1e+12,-146.8,381933.0,-1,-1
sarp-15-20-C-2,-1,-1,-1e+12,-159.3,420082.0,-1,-1
sarp-15-30-A-1,-1,-1,-1e+12,-54,759008.0,-1,-1
sarp-15-30-A-2,-1,-1,-1e+12,-39.5,404802.0,-1,-1
sarp-15-30-B-1,-1,-1,-1e+12,-77.4,538357.0,-1,-1
sarp-15-30-B-2,-1,-1,-1e+12,-74.7,389974.0,-1,-1
sarp-15-30-C-1,-1,-1,-1e+12,-231.6,395307.0,-1,-1
sarp-15-30-C-2,-1,-1,-1e+12,-219.7,398943.0,-1,-1
sarp-20-10-A-1,10,13.658,13.658,13.658,291178.0,2.7560975609756104,113.0
sarp-20-10-A-2,10,26.113,26.113,26.113,519294.0,1.9585365853658536,80.29999999999998
sarp-20-10-B-1,10,9.85,9.85,9.85,216794.0,2.378048780487805,97.49999999999999
sarp-20-10-B-2,10,17.407,17.407,17.407,511527.0,1.4414634146341465,59.099999999999994
sarp-20-10-C-1,10,-37.482,-37.482,-37.482,378884.0,1.9585365853658536,80.3
sarp-20-10-C-2,10,-24.758,-24.758,-24.758,656385.0,1.5,61.5
sarp-20-15-A-1,-1,-1,-1e+12,19.2,505292.0,-1,-1
sarp-20-15-A-2,-1,-1,-1e+12,13.1,506990.0,-1,-1
sarp-20-15-B-1,-1,-1,-1e+12,-21,502643.0,-1,-1
sarp-20-15-B-2,-1,-1,-1e+12,-17.8,756039.0,-1,-1
sarp-20-15-C-1,-1,-1,-1e+12,-91.6,629197.0,-1,-1
sarp-20-15-C-2,-1,-1,-1e+12,-84.7,505491.0,-1,-1
sarp-20-20-A-1,-1,-1,-1e+12,-7.4,511806.0,-1,-1
sarp-20-20-A-2,-1,-1,-1e+12,-16,515599.0,-1,-1
sarp-20-20-B-1,-1,-1,-1e+12,-33.7,523861.0,-1,-1
sarp-20-20-B-2,-1,-1,-1e+12,-43.7,506261.0,-1,-1
sarp-20-20-C-1,-1,-1,-1e+12,-189.1,654528.0,-1,-1
sarp-20-20-C-2,-1,-1,-1e+12,-153.5,399363.0,-1,-1
sarp-20-30-A-1,-1,-1,-1e+12,-31.2,388291.0,-1,-1
sarp-20-30-A-2,-1,-1,-1e+12,-27.4,390951.0,-1,-1
sarp-20-30-B-1,-1,-1,-1e+12,-63.8,379655.0,-1,-1
sarp-20-30-B-2,-1,-1,-1e+12,-49.6,516298.0,-1,-1
sarp-20-30-C-1,-1,-1,-1e+12,-300.1,529160.0,-1,-1
sarp-20-30-C-2,-1,-1,-1e+12,-269.8,633685.0,-1,-1
sarp-30-10-A-1,10,50.047,50.047,50.047,785074.0,3.126829268292683,128.2
sarp-30-10-A-2,10,48.154,48.154,48.154,885283.0,4.126829268292684,169.20000000000002
sarp-30-10-B-1,10,33.221,33.221,33.221,840592.0,2.0170731707317073,82.69999999999999
sarp-30-10-B-2,10,23.056,23.056,23.056,667300.0,2.509756097560976,102.89999999999998
sarp-30-10-C-1,10,-44.633,-44.633,-44.633,859226.0,2.0292682926829264,83.2
sarp-30-10-C-2,10,-23.401,-23.401,-23.401,769714.0,2.021951219512195,82.89999999999999
sarp-30-15-A-1,-1,-1,-1e+12,36.8,509395.0,-1,-1
sarp-30-15-A-2,-1,-1,-1e+12,31.8,508862.0,-1,-1
sarp-30-15-B-1,-1,-1,-1e+12,25.6,507048.0,-1,-1
sarp-30-15-B-2,-1,-1,-1e+12,11.7,632164.0,-1,-1
sarp-30-15-C-1,-1,-1,-1e+12,-109.2,890039.0,-1,-1
sarp-30-15-C-2,-1,-1,-1e+12,-97.5,756474.0,-1,-1
sarp-30-20-A-1,-1,-1,-1e+12,1.4,780729.0,-1,-1
sarp-30-20-A-2,-1,-1,-1e+12,7.2,645193.0,-1,-1
sarp-30-20-B-1,-1,-1,-1e+12,1.8,547146.0,-1,-1
sarp-30-20-B-2,-1,-1,-1e+12,2.9,656511.0,-1,-1
sarp-30-20-C-1,-1,-1,-1e+12,-147,765438.0,-1,-1
sarp-30-20-C-2,-1,-1,-1e+12,-154,903312.0,-1,-1
sarp-30-30-A-1,-1,-1,-1e+12,-19.7,814235.0,-1,-1
sarp-30-30-A-2,-1,-1,-1e+12,-35.4,894247.0,-1,-1
sarp-30-30-B-1,-1,-1,-1e+12,-57,781342.0,-1,-1
sarp-30-30-B-2,-1,-1,-1e+12,-12.6,530312.0,-1,-1
sarp-30-30-C-1,-1,-1,-1e+12,-246.7,637803.0,-1,-1
sarp-30-30-C-2,-1,-1,-1e+12,-238.6,785777.0,-1,-1
sarp-5-15-A-1,-1,-1,-1e+12,-32.9,250670.0,-1,-1
sarp-5-15-A-2,-1,-1,-1e+12,-19.8,125209.0,-1,-1
sarp-5-15-B-1,-1,-1,-1e+12,-43.2,126795.0,-1,-1
sarp-5-15-B-2,-1,-1,-1e+12,-29.1,127638.0,-1,-1
sarp-5-15-C-1,-1,-1,-1e+12,-147.2,253499.0,-1,-1
sarp-5-15-C-2,-1,-1,-1e+12,-108,252513.0,-1,-1
sarp-5-20-A-1,-1,-1,-1e+12,-35.6,256376.0,-1,-1
sarp-5-20-A-2,-1,-1,-1e+12,-36.6,129478.0,-1,-1
sarp-5-20-B-1,-1,-1,-1e+12,-53.3,127710.0,-1,-1
sarp-5-20-B-2,-1,-1,-1e+12,-62.2,259333.0,-1,-1
sarp-5-20-C-1,-1,-1,-1e+12,-190.8,394778.0,-1,-1
sarp-5-20-C-2,-1,-1,-1e+12,-187.9,125413.0,-1,-1
sarp-5-30-A-1,-1,-1,-1e+12,-75,274313.0,-1,-1
sarp-5-30-A-2,-1,-1,-1e+12,-59.8,257076.0,-1,-1
sarp-5-30-B-1,-1,-1,-1e+12,-75.1,129658.0,-1,-1
sarp-5-30-B-2,-1,-1,-1e+12,-87.1,278996.0,-1,-1
sarp-5-30-C-1,-1,-1,-1e+12,-297.6,256849.0,-1,-1
sarp-5-30-C-2,-1,-1,-1e+12,-300.5,271728.0,-1,-1
