Instance,SumCol2,SumCol3,SumCol4,Col5_from_csv2,Col6_from_csv2,Col7_from_csv2,Status
sfsarp-10-20-3,7188.46,87.3388,87.2791,20.0,0.0055,0.2248,Feasible
sfsarp-10-20-4,7171.75,87.4504,87.4026,20.0,0.0083,0.3385,Feasible
sfsarp-10-20-5,7171.41,87.5464,87.4428,20.0,0.0028,0.1166,Feasible
sfsarp-10-30-1,7171.23,114.9129,114.7455,30.0,0.0065,0.2658,Feasible
sfsarp-10-30-2,7177.7,114.8837,114.7491,30.0,0.0092,0.3774,Feasible
sfsarp-10-30-3,7160.62,115.1236,114.8645,30.0,0.0028,0.1151,Feasible
sfsarp-10-30-4,7159.44,115.1211,114.8489,30.0,0.0138,0.5653,Feasible
sfsarp-10-30-5,7179.85,115.0662,114.8087,30.0,0.0087,0.3587,Feasible
sfsarp-15-10-1,7184.26,76.1878,76.1363,10.0,0.013,0.5337,Feasible
sfsarp-15-10-2,19.33,76.1771,76.1743,10.0,0.0082,0.3376,Optimal
sfsarp-15-10-3,7160.7,76.0265,75.9634,10.0,0.0128,0.5252,Feasible
sfsarp-15-10-4,84.3,76.0708,76.0681,10.0,0.006,0.2447,Optimal
sfsarp-15-10-5,7174.82,76.2585,76.1977,10.0,0.0253,1.0389,Feasible
sfsarp-15-15-1,7176.03,89.6782,89.6115,15.0,0.0143,0.5852,Feasible
sfsarp-15-15-2,7184.02,89.7178,89.6522,15.0,0.0113,0.4646,Feasible
sfsarp-15-15-3,7173.35,90.0716,89.975,15.0,0.0116,0.4755,Feasible
sfsarp-15-15-4,7186.49,90.1172,90.0967,15.0,0.013,0.5318,Feasible
sfsarp-15-15-5,7164.05,89.7638,89.7119,15.0,0.0047,0.1912,Feasible
sfsarp-15-20-1,7181.37,103.942,103.8617,20.0,0.0113,0.4641,Feasible
sfsarp-15-20-2,7176.72,103.5164,103.3414,20.0,0.0109,0.4471,Feasible
sfsarp-15-20-3,7159.55,103.5025,103.362,20.0,0.0119,0.4899,Feasible
sfsarp-15-20-4,7184.06,103.6093,103.5215,20.0,0.0138,0.5677,Feasible
sfsarp-15-20-5,7177.97,103.6763,103.5157,20.0,0.0205,0.8411,Feasible
sfsarp-15-30-1,7180.31,131.8283,131.6711,30.0,0.0108,0.4437,Feasible
sfsarp-15-30-2,7164.51,131.7221,131.3339,30.0,0.01,0.4096,Feasible
sfsarp-15-30-3,7164.07,131.2052,130.8902,30.0,0.015,0.6169,Feasible
sfsarp-15-30-4,7172.06,131.5356,131.2188,30.0,0.0134,0.5497,Feasible
sfsarp-15-30-5,7170.71,131.4201,131.3175,30.0,0.0047,0.1924,Feasible
sfsarp-20-10-1,7162.85,92.4621,92.3752,10.0,0.0224,0.9189,Feasible
sfsarp-20-10-2,7183.48,92.2905,92.2474,10.0,0.0149,0.6118,Feasible
sfsarp-20-10-3,7186.26,92.2935,92.2291,10.0,0.0193,0.7932,Feasible
sfsarp-20-10-4,7162.71,92.1727,92.1446,10.0,0.0164,0.6734,Feasible
sfsarp-20-10-5,7170.76,92.3378,92.2091,10.0,0.0137,0.5612,Feasible
sfsarp-20-15-1,7167.01,106.1842,106.1078,15.0,0.0099,0.404,Feasible
sfsarp-20-15-2,7187.54,106.3143,106.2286,15.0,0.018,0.7396,Feasible
sfsarp-20-15-3,7160.42,106.148,106.0967,15.0,0.0172,0.7052,Feasible
sfsarp-20-15-4,7176.06,106.5435,106.5231,15.0,0.0211,0.8667,Feasible
sfsarp-20-15-5,7172.44,106.2455,106.0818,15.0,0.0126,0.5155,Feasible
sfsarp-20-20-1,7183.47,119.9862,119.8651,20.0,0.0078,0.3179,Feasible
sfsarp-20-20-2,7160.48,119.6975,119.6323,20.0,0.0191,0.7839,Feasible
sfsarp-20-20-3,7169.97,120.1332,120.0164,20.0,0.0031,0.1291,Feasible
sfsarp-20-20-4,7168.15,120.3956,120.2832,20.0,0.0072,0.2933,Feasible
sfsarp-20-20-5,7183.84,119.8421,119.6953,20.0,0.0129,0.5281,Feasible
sfsarp-20-30-1,7180.16,147.7096,147.5513,30.0,0.015,0.6169,Feasible
sfsarp-20-30-2,7156.71,147.3675,147.1125,30.0,0.0143,0.5869,Feasible
sfsarp-20-30-3,7168.26,147.3769,147.0363,30.0,0.0156,0.6406,Feasible
sfsarp-20-30-4,7180.02,147.6003,147.3828,30.0,0.0059,0.2403,Feasible
sfsarp-20-30-5,7170.45,147.5395,147.3274,30.0,0.0125,0.5106,Feasible
sfsarp-30-10-1,7162.99,124.8073,124.7604,10.0,0.0144,0.5884,Feasible
sfsarp-30-10-2,275.68,124.8632,124.8605,10.0,0.0225,0.9241,Optimal
sfsarp-30-10-3,7168.08,125.1507,125.0948,10.0,0.0191,0.7827,Feasible
sfsarp-30-10-4,7187.42,124.6063,124.4471,10.0,0.0193,0.7927,Feasible
sfsarp-30-10-5,7162.53,125.0819,125.0194,10.0,0.0188,0.7717,Feasible
sfsarp-30-15-1,7172.88,138.7271,138.6714,15.0,0.0184,0.7528,Feasible
sfsarp-30-15-2,7169.42,138.5666,138.4678,15.0,0.0157,0.6455,Feasible
sfsarp-30-15-3,7187.22,138.4374,138.225,15.0,0.014,0.5721,Feasible
sfsarp-30-15-4,7187.03,138.5651,138.479,15.0,0.0114,0.4677,Feasible
sfsarp-30-15-5,7161.17,138.7778,138.7301,15.0,0.0247,1.012,Feasible
sfsarp-30-20-1,7165.7,152.3741,152.2608,20.0,0.0124,0.5091,Feasible
sfsarp-30-20-2,7183.11,152.3834,152.1546,20.0,0.0326,1.3378,Feasible
sfsarp-30-20-3,7165.49,152.6781,152.5938,20.0,0.0195,0.7984,Feasible
sfsarp-30-20-4,7167.25,152.394,152.3282,20.0,0.0098,0.4013,Feasible
sfsarp-30-20-5,7172.3,152.348,152.1451,20.0,0.017,0.6981,Feasible
sfsarp-30-30-1,7155.79,180.2156,179.9255,30.0,0.0135,0.5532,Feasible
sfsarp-30-30-2,7177.4,179.757,179.5392,30.0,0.013,0.5327,Feasible
sfsarp-30-30-3,7166.7,179.6289,179.2126,30.0,0.0207,0.848,Feasible
sfsarp-30-30-4,7169.24,179.6754,179.3828,30.0,0.0191,0.7849,Feasible
sfsarp-30-30-5,7187.9,179.9842,179.8497,30.0,0.0176,0.7219,Feasible
sfsarp-5-15-1,7186.25,57.4333,57.4222,15.0,0.0006,0.0242,Feasible
sfsarp-5-15-2,7163.82,57.268,57.2304,15.0,0.0086,0.3519,Feasible
sfsarp-5-15-3,7188.79,57.4443,57.4367,15.0,0.0078,0.3184,Feasible
sfsarp-5-15-4,7172.91,57.4188,57.4012,15.0,0.0015,0.0618,Feasible
sfsarp-5-15-5,7189.0,57.4521,57.3554,15.0,0.0034,0.1392,Feasible
sfsarp-5-20-1,7175.09,71.31,71.2699,20.0,0.0038,0.1542,Feasible
sfsarp-5-20-2,7174.78,71.3833,71.3288,20.0,0.0008,0.0344,Feasible
sfsarp-5-20-3,7180.99,70.9611,70.8412,20.0,0.0021,0.0867,Feasible
sfsarp-5-20-4,7186.62,71.0888,71.0322,20.0,0.008,0.3292,Feasible
sfsarp-5-20-5,7173.72,71.223,71.1871,20.0,0.0008,0.031,Feasible
sfsarp-5-30-1,7178.65,98.7012,98.6095,30.0,0.0025,0.1029,Feasible
sfsarp-5-30-2,7186.1,99.0022,98.9081,30.0,0.0011,0.0449,Feasible
sfsarp-5-30-3,7172.19,98.561,98.4197,30.0,0.009,0.3691,Feasible
sfsarp-5-30-4,7179.25,99.1553,99.0706,30.0,0.0104,0.4282,Feasible
sfsarp-5-30-5,7165.27,98.8395,98.6656,30.0,0.0018,0.0754,Feasible
