45	20	31	14	29	29	25	42	28	35	25	24	1	13	16	11	7	9	6	14	24	20	18	24	41	15	29	21	72	23	10	6	55	123	41	49	47	42	27	29	28	21	58	44	9
43	18	27	5	28	25	26	38	18	37	14	14	13	1	11	9	5	9	5	11	19	13	13	19	36	12	20	20	77	22	1	13	49	117	47	49	41	35	21	23	14	15	52	39	9
26	12	18	10	19	22	22	30	15	25	13	25	16	11	1	2	12	7	10	20	10	20	5	10	31	21	13	11	83	12	9	19	45	79	50	38	39	44	14	16	16	24	48	37	7
24	10	16	9	17	20	20	28	13	23	12	23	15	9	2	1	10	5	8	18	10	18	5	11	32	18	14	12	80	14	6	16	45	80	48	40	37	42	15	16	17	22	48	35	8
47	22	26	8	28	26	27	39	25	36	14	17	7	5	12	10	1	6	5	9	20	14	17	22	39	12	27	23	76	23	4	5	53	120	45	51	46	36	25	26	20	15	56	44	11
41	16	21	7	21	22	23	35	19	28	18	20	9	9	7	5	6	1	4	15	14	20	9	14	34	18	18	15	77	17	3	12	47	115	45	43	39	39	19	21	19	20	50	37	6
45	20	24	8	26	24	25	37	23	32	17	19	6	5	10	8	5	4	1	12	17	17	12	17	31	15	25	18	74	21	4	9	50	118	43	48	42	39	23	24	22	21	53	40	8
46	27	36	12	40	33	34	42	25	46	21	8	14	11	20	18	9	15	12	1	36	8	20	30	53	3	41	30	56	32	12	10	64	137	51	66	58	27	32	34	20	7	61	49	23
19	5	10	17	20	12	13	19	18	18	14	33	24	19	10	10	20	14	17	36	1	27	8	2	22	27	10	3	91	7	17	28	37	73	60	32	31	51	12	17	19	31	40	26	15
44	25	34	12	40	35	35	47	21	45	16	10	20	13	20	18	14	20	17	8	27	1	19	28	48	6	35	29	52	31	13	18	57	130	47	99	60	24	27	26	15	8	54	53	23
25	7	15	9	25	13	14	26	10	25	6	25	18	13	5	5	17	9	12	20	8	19	1	8	26	19	10	9	86	12	12	22	40	107	54	38	32	43	10	12	11	23	43	29	13
21	5	12	18	22	12	13	19	18	20	15	32	24	19	10	11	22	14	17	30	2	28	8	1	21	27	9	2	92	9	18	28	37	74	60	34	31	51	11	15	19	31	40	26	18
20	21	17	37	26	15	22	5	36	24	32	52	41	36	31	32	39	34	31	53	22	48	26	21	1	47	19	25	109	22	35	45	35	67	77	34	20	93	25	33	38	52	38	3	40
44	24	35	11	37	34	31	47	24	42	20	5	15	12	21	18	12	18	15	3	27	6	19	27	47	1	35	29	53	31	12	13	62	135	49	57	66	26	27	29	18	6	58	51	20
30	5	22	18	31	5	12	16	12	29	11	32	29	20	13	14	27	18	25	41	10	35	10	9	19	35	1	10	95	18	21	31	34	101	65	66	24	90	7	11	16	40	37	21	26
22	6	13	19	22	13	16	20	19	21	15	33	21	20	11	12	23	15	18	30	3	29	9	2	25	29	10	1	92	11	18	28	34	75	61	35	32	53	12	13	18	33	38	27	20
108	90	99	63	97	96	103	109	74	107	69	53	72	77	83	80	76	77	74	56	91	52	86	92	109	53	95	92	1	87	68	67	100	173	29	143	104	30	94	87	66	50	97	111	72
14	14	5	21	14	23	23	17	21	13	18	36	23	22	12	14	23	17	21	32	7	31	12	9	22	31	18	11	87	1	4	10	49	67	63	27	41	55	19	21	23	35	55	40	12
34	16	25	4	24	22	29	35	21	33	18	16	10	1	9	6	4	3	4	12	17	13	12	18	35	12	21	18	68	4	1	13	49	116	47	47	42	34	22	22	15	16	52	37	8
44	26	35	13	31	32	39	45	31	43	21	14	6	13	19	16	5	12	9	10	28	18	22	28	45	13	31	28	67	10	13	1	57	126	43	56	49	29	29	31	24	18	60	47	15
50	35	53	51	62	29	36	35	49	61	46	62	55	49	45	45	53	47	50	64	37	57	40	37	35	62	34	34	100	49	49	57	1	89	96	61	11	73	39	46	51	59	6	37	53
52	102	62	118	66	79	86	61	117	59	113	135	123	117	79	80	120	115	118	137	73	130	107	74	67	135	101	75	173	67	116	126	89	1	152	32	70	143	106	108	84	132	87	65	74
77	59	66	48	66	64	66	77	63	72	60	47	41	47	50	48	45	45	43	51	60	47	54	60	77	49	65	61	29	63	47	43	96	152	1	134	86	17	61	64	63	46	93	78	49
13	69	22	47	30	62	70	29	47	22	44	103	49	49	38	40	51	43	48	66	32	99	38	34	34	57	66	35	143	27	47	56	61	32	134	1	42	115	71	47	49	97	58	30	40
36	26	34	42	43	20	27	23	39	59	38	64	47	41	39	37	46	39	42	58	31	60	32	31	20	66	24	32	104	41	42	49	11	70	86	42	1	76	35	37	43	63	13	22	45
68	49	58	35	61	86	73	92	48	69	40	24	42	35	44	42	36	39	39	27	51	24	43	51	93	26	90	53	30	55	34	29	73	143	17	115	76	1	52	53	39	22	70	97	45
31	6	23	19	32	11	10	22	6	30	13	34	27	21	14	15	25	19	23	32	12	27	10	11	25	27	7	12	94	19	22	29	39	106	61	71	35	52	1	5	13	34	42	28	23
33	10	24	19	34	15	9	26	4	32	9	34	29	23	16	16	26	21	24	34	17	26	12	15	33	29	11	13	87	21	22	31	46	108	64	47	37	53	5	1	12	33	49	35	24
36	15	27	12	36	20	20	30	7	35	5	23	28	14	16	17	20	19	22	20	19	15	11	19	38	18	16	18	66	23	15	24	51	84	63	49	43	39	13	12	1	21	54	41	26
48	34	38	15	42	39	36	52	27	48	22	3	21	15	24	22	15	20	21	7	31	8	23	31	52	6	40	33	50	35	16	18	59	132	46	97	63	22	34	33	21	1	56	55	25
53	38	56	54	65	32	33	38	52	64	49	59	58	52	48	48	56	50	53	61	40	54	43	40	38	58	37	38	97	55	52	60	6	87	93	58	13	70	42	49	54	56	1	40	56
16	23	19	39	28	17	18	7	36	25	35	55	44	39	37	35	44	37	40	49	26	53	29	26	3	51	21	27	111	40	37	47	37	65	78	30	22	97	28	35	41	55	40	1	42
26	18	18	16	16	27	27	31	23	25	19	29	9	9	7	8	11	6	8	23	15	23	13	18	40	20	26	20	72	12	8	15	53	74	49	40	45	45	23	24	26	25	56	42	1
