Instance Name , n, m, served, prof Customer, prof Cust Part, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
sfsarp-40-20-5,40,20,21,294.344,220.769,0,145.485,7,0.58,148.859,Optimal,148.859,148.859,-1.9093e-14,145.485,7.14616,0.0841904,156.326,0.494277
sfsarp-20-10-11,20,10,10,150.835,112.412,0,81.731,4,0.07,69.1039,Optimal,69.1039,69.1039,0,81.731,3.96293,0.149124,94.147,0.52988
sfsarp-20-10-21,20,10,10,94.3177,81.1351,0,36.3464,4,0.05,57.9713,Optimal,57.9713,57.9713,0,36.3464,2.89486,0.23176,50.356,0.637305
sfsarp-20-10-31,20,10,11,151.511,112.785,0,94.9725,3,0.04,56.538,Optimal,56.538,56.538,-3.77026e-14,94.9725,4.64903,0.170542,122.277,0.592249
sfsarp-20-10-41,20,10,11,113.793,91.9126,0,64.9019,4,0.05,48.8911,Optimal,48.8911,48.8911,0,64.9019,3.93903,0.30653,93.167,0.662012
sfsarp-20-10-51,20,10,10,136.627,104.549,0,85.6695,3,0.05,50.9576,Optimal,50.9576,50.9576,0,85.6695,4.5082,0.146358,116.503,0.62556
sfsarp-30-15-11,30,15,15,224.846,167.839,0,125.138,5,0.15,99.7079,Optimal,99.7079,99.7079,0,125.138,6.11246,0.197675,148.111,0.544448
sfsarp-30-15-21,30,15,15,148.955,125.841,0,59.57,6,0.15,89.3854,Optimal,89.3854,89.3854,0,59.57,4.43298,0.206369,79.252,0.611985
sfsarp-30-15-31,30,15,16,219.791,165.041,0,101.579,6,0.19,118.212,Optimal,118.212,118.212,-2.4043e-14,101.579,4.983,0.146617,101.803,0.461016
sfsarp-30-15-41,30,15,15,235.313,173.631,0,126.369,5,0.19,108.943,Optimal,108.943,108.943,0,126.369,5.9299,0.157466,140.626,0.511896
sfsarp-30-15-51,30,15,15,129.764,115.221,0,42.8729,5,0.14,86.8916,Optimal,86.8916,86.8916,-3.27094e-14,42.8729,4.0021,0.216798,61.586,0.66078
sfsarp-40-20-11,40,20,22,278.721,212.123,0,155.249,7,0.65,123.472,Optimal,123.472,123.472,-2.30187e-14,155.249,7.96089,0.0854104,189.73,0.567191
sfsarp-40-20-21,40,20,22,315.949,232.725,0,171.971,7,0.56,143.977,Optimal,143.977,143.977,-3.94809e-14,171.971,8.03894,0.0832525,192.93,0.516061
sfsarp-40-20-31,40,20,23,233.735,187.228,0,112.209,7,0.65,121.526,Optimal,121.526,121.526,-2.33873e-14,112.209,6.80426,0.0912443,142.308,0.584643
sfsarp-40-20-41,40,20,20,282.804,214.383,0,148.886,6,0.37,133.918,Optimal,133.918,133.918,-2.12232e-14,148.886,7.53348,0.113448,172.206,0.536554
sfsarp-40-20-51,40,20,21,294.344,220.769,0,145.485,7,0.65,148.859,Optimal,148.859,148.859,-1.9093e-14,145.485,7.14616,0.0841904,156.326,0.494277
sfsarp-16-8-11,16,8,8,75.1098,64.7174,0,33.1706,4,0.04,41.9392,Optimal,41.9392,41.9392,0,33.1706,2.54109,0.278849,49.518,0.686701
sfsarp-16-8-21,16,8,8,120.382,89.7712,0,64.6912,3,0.04,55.6912,Optimal,55.6912,55.6912,-1.27586e-14,64.6912,3.14033,0.142149,74.087,0.526811
sfsarp-16-8-31,16,8,8,132.325,96.3804,0,62.7629,3,0.02,69.5624,Optimal,69.5624,69.5624,0,62.7629,2.75528,0.130567,58.3,0.427291
sfsarp-16-8-41,16,8,8,95.3369,75.9111,0,42.3218,3,0.03,53.0151,Optimal,53.0151,53.0151,-2.68053e-14,42.3218,2.54733,0.157214,49.774,0.540998
sfsarp-16-8-51,16,8,8,78.997,66.8686,0,29.4616,3,0.02,49.5354,Optimal,49.5354,49.5354,-1.43442e-14,29.4616,2.25238,0.222409,37.681,0.588334
