10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-11-7.tsp ,9,2,2,36.5605,7.59097,10.0909,2,0.37,34.0606,Optimal
grubhub-11-8.tsp ,9,2,2,38.1527,6.77757,10.0479,2,0.39,34.8823,Optimal
grubhub-11-9.tsp ,9,2,2,38.3731,8.6008,10.9235,2,0.9,36.0504,Optimal
grubhub-12-0.tsp ,10,2,2,42.6429,6.95187,12.2099,2,0.98,37.3848,Optimal
grubhub-12-1.tsp ,10,2,2,41.14,8.86917,15.2122,2,1.34,34.797,Optimal
grubhub-12-2.tsp ,10,2,2,40.5776,7.8123,10.3239,2,0.21,38.066,Optimal
grubhub-12-3.tsp ,10,2,2,40.3876,7.91467,13.6804,2,1.53,34.6219,Optimal
grubhub-12-4.tsp ,10,2,2,40.57,7.638,17.1243,2,1.2,31.0837,Optimal
grubhub-12-6.tsp ,10,2,2,42.7588,7.94787,14.4624,2,1.3,36.2443,Optimal
grubhub-12-7.tsp ,10,2,2,42.8196,10.4379,12.535,2,0.66,40.7225,Optimal
grubhub-12-8.tsp ,10,2,2,41.3471,9.2399,12.4951,2,0.6,38.0919,Optimal
grubhub-12-9.tsp ,10,2,2,43.116,8.90237,13.4029,2,1.22,38.6155,Optimal
grubhub-13-0.tsp ,11,2,2,44.2926,7.71547,14.0116,2,1.71,37.9965,Optimal
grubhub-13-1.tsp ,11,2,2,46.9754,8.26327,15.5434,2,0.84,39.6953,Optimal
grubhub-13-2.tsp ,11,2,2,46.1736,8.6506,13.9288,2,1.47,40.8954,Optimal
grubhub-13-3.tsp ,11,2,2,46.2477,7.4222,15.6247,2,0.87,38.0452,Optimal
grubhub-13-4.tsp ,11,2,2,46.0672,7.98937,11.9293,2,0.78,42.1272,Optimal
grubhub-13-5.tsp ,11,2,2,47.0818,8.5095,17.6701,2,3.15,37.9212,Optimal
grubhub-13-6.tsp ,11,2,2,45.6606,9.3976,17.3205,2,1.78,37.7377,Optimal
grubhub-13-7.tsp ,11,2,2,47.4466,7.30047,11.3773,2,1.3,43.3697,Optimal
grubhub-13-8.tsp ,11,2,2,46.9279,7.12617,14.8089,2,1.08,39.2451,Optimal
grubhub-13-9.tsp ,11,2,2,45.273,7.1068,12.6255,2,1.88,39.7543,Optimal
grubhub-14-0.tsp ,11,3,3,45.1742,13.2083,15.3211,2,31.59,43.0614,Optimal
grubhub-14-1.tsp ,11,3,3,46.5042,12.0048,12.9383,2,1.98,45.5707,Optimal
grubhub-14-2.tsp ,11,3,3,47.8323,11.4404,19.7371,2,18.79,39.5356,Optimal
grubhub-14-3.tsp ,11,3,3,47.0229,13.2941,15.8608,2,19.19,44.4562,Optimal
grubhub-14-4.tsp ,11,3,3,47.1958,13.153,14.4532,2,4.13,45.8956,Optimal
grubhub-14-5.tsp ,11,3,3,46.2382,12.6882,15.0037,2,17.94,43.9227,Optimal
grubhub-14-6.tsp ,11,3,3,48.2807,12.8486,14.2922,2,8.36,46.8371,Optimal
grubhub-14-7.tsp ,11,3,3,44.1577,11.9107,15.0558,2,7.68,41.0126,Optimal
grubhub-14-8.tsp ,11,3,3,47.4276,11.9024,17.1979,2,5.76,42.1322,Optimal
grubhub-14-9.tsp ,11,3,3,46.7911,12.8016,14.5053,2,23.51,45.0874,Optimal
grubhub-15-0.tsp ,12,3,3,50.8709,14.8268,18.4429,2,89.7,47.2548,Optimal
grubhub-15-1.tsp ,12,3,3,50.3503,12.1182,13.8276,2,29.35,48.6409,Optimal
grubhub-15-2.tsp ,12,3,3,51.3155,12.2787,16.2288,2,26.64,47.3654,Optimal
grubhub-15-3.tsp ,12,3,3,50.8804,13.8336,18.6913,2,11.18,46.0226,Optimal
grubhub-15-4.tsp ,12,3,3,48.7315,12.9344,15.8301,2,5.21,45.8358,Optimal
grubhub-15-5.tsp ,12,3,3,51.7316,13.8391,16.8575,2,21.23,48.7132,Optimal
grubhub-15-6.tsp ,12,3,3,51.1255,11.2191,18.2083,2,48.85,44.1362,Optimal
grubhub-15-8.tsp ,12,3,3,51.7715,13.5818,14.3014,2,4.87,51.0519,Optimal
grubhub-15-9.tsp ,12,3,3,51.0495,13.1059,19.8475,2,3.74,44.308,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-10-0.tsp ,7,3,2,30.3446,8.2107,12.7558,1,0.6,25.7995,Optimal
grubhub-10-1.tsp ,7,3,3,28.9595,12.6356,12.903,1,0.47,28.6921,Optimal
grubhub-10-2.tsp ,7,3,3,28.4731,13.0174,11.8757,1,0.72,29.6148,Optimal
grubhub-10-3.tsp ,7,3,3,28.1159,11.0918,13.547,1,1.29,25.6607,Optimal
grubhub-10-4.tsp ,7,3,2,31.287,8.2854,12.1363,1,0.74,27.4361,Optimal
grubhub-10-5.tsp ,7,3,3,29.5485,13.5929,15.8163,1,0.29,27.325,Optimal
grubhub-10-6.tsp ,7,3,3,29.1495,12.002,10.5202,2,1.06,30.6313,Optimal
grubhub-10-7.tsp ,7,3,3,27.4091,12.0159,14.6234,1,0.57,24.8016,Optimal
grubhub-10-8.tsp ,7,3,3,30.337,12.2455,16.5784,1,0.94,26.0041,Optimal
grubhub-10-9.tsp ,7,3,3,28.4731,10.5412,11.7607,1,0.86,27.2537,Optimal
grubhub-11-0.tsp ,8,3,3,37.0768,12.7905,13.1407,2,0.6,36.7267,Optimal
grubhub-11-1.tsp ,8,3,3,33.5808,12.6826,12.1179,2,2.97,34.1455,Optimal
grubhub-11-2.tsp ,8,3,3,35.1312,13.1115,17.457,2,2.09,30.7857,Optimal
grubhub-11-3.tsp ,8,3,3,34.7227,12.5969,11.7269,2,0.37,35.5926,Optimal
grubhub-11-4.tsp ,8,3,3,33.4896,13.0229,12.0612,2,0.8,34.4513,Optimal
grubhub-11-5.tsp ,8,3,3,35.4504,13.5043,12.5043,2,0.94,36.4504,Optimal
grubhub-11-6.tsp ,8,3,3,33.2692,12.1542,14.4133,2,1.01,31.0101,Optimal
grubhub-11-7.tsp ,8,3,3,32.8417,11.0282,11.0691,2,0.37,32.8007,Optimal
grubhub-11-8.tsp ,8,3,3,34.242,10.4942,10.6567,2,1.32,34.0795,Optimal
grubhub-11-9.tsp ,8,3,3,33.976,13.0257,11.8573,2,2.19,35.1444,Optimal
grubhub-12-0.tsp ,9,3,3,37.8962,11.8858,11.8941,2,1.29,37.888,Optimal
grubhub-12-1.tsp ,9,3,3,37.0241,12.8846,16.2303,2,3.96,33.6784,Optimal
grubhub-12-2.tsp ,9,3,3,36.6916,11.493,11.7346,2,2.05,36.45,Optimal
grubhub-12-3.tsp ,9,3,3,36.0361,12.2732,13.9211,2,3.72,34.3881,Optimal
grubhub-12-4.tsp ,9,3,3,35.9924,12.3257,17.0261,2,1.7,31.292,Optimal
grubhub-12-6.tsp ,9,3,2,38.869,7.94787,12.0689,2,1.92,34.748,Optimal
grubhub-12-7.tsp ,9,3,3,38.7778,14.3454,13.8307,2,3.45,39.2925,Optimal
grubhub-12-8.tsp ,9,3,3,36.6137,14.1545,13.892,2,1.81,36.8762,Optimal
grubhub-12-9.tsp ,9,3,3,38.4472,13.7229,13.9947,2,1.98,38.1754,Optimal
grubhub-13-0.tsp ,9,4,4,36.2698,15.442,15.0451,2,20.16,36.6667,Optimal
grubhub-13-1.tsp ,9,4,4,38.128,17.1905,16.123,2,4.37,39.1955,Optimal
grubhub-13-2.tsp ,9,4,4,37.9722,16.6372,13.6651,2,3.27,40.9443,Optimal
grubhub-13-3.tsp ,9,4,4,37.976,15.5112,18.2344,2,20.6,35.2528,Optimal
grubhub-13-4.tsp ,9,4,4,38.3085,15.3313,12.7558,2,3.24,40.884,Optimal
grubhub-13-5.tsp ,9,4,4,38.1261,17.5945,19.6405,2,48.83,36.0801,Optimal
grubhub-13-6.tsp ,9,4,4,37.1096,17.8933,21.7718,2,6.21,33.2311,Optimal
grubhub-13-7.tsp ,9,4,4,39.0799,15.5278,12.0857,2,8.6,42.5219,Optimal
grubhub-13-8.tsp ,9,4,4,38.0748,16.0617,15.0313,2,2.23,39.1053,Optimal
grubhub-13-9.tsp ,9,4,4,37.102,15.0491,13.3845,2,6.52,38.7667,Optimal
grubhub-14-0.tsp ,10,4,4,41.7385,16.2333,14.9117,2,34.3,43.0601,Optimal
grubhub-14-1.tsp ,10,4,4,42.3275,16.1088,13.5761,2,2.04,44.8601,Optimal
grubhub-14-2.tsp ,10,4,4,44.0147,15.0215,20.1526,2,26.46,38.8836,Optimal
grubhub-14-3.tsp ,10,4,4,43.1388,16.972,18.4491,2,45.38,41.6617,Optimal
grubhub-14-4.tsp ,10,4,4,42.7113,17.7051,14.5973,2,16.8,45.8191,Optimal
grubhub-14-5.tsp ,10,4,4,41.6055,17.4561,15.4177,2,48.88,43.644,Optimal
grubhub-14-6.tsp ,10,4,4,43.8323,17.3482,15.5296,2,76.08,45.6509,Optimal
grubhub-14-7.tsp ,10,4,4,40.7353,14.9163,15.7719,2,24.4,39.8798,Optimal
grubhub-14-8.tsp ,10,4,4,42.8652,16.568,19.7095,2,24.18,39.7238,Optimal
grubhub-14-9.tsp ,10,4,4,43.0495,16.272,15.2613,2,48.5,44.0602,Optimal
grubhub-15-0.tsp ,11,4,4,47.0077,18.4743,19.4151,2,505.15,46.0669,Optimal
grubhub-15-1.tsp ,11,4,4,45.9228,16.5874,13.478,2,80.34,49.0322,Optimal
grubhub-15-2.tsp ,11,4,4,47.0742,16.4767,15.3809,2,16.42,48.1701,Optimal
grubhub-15-3.tsp ,11,4,3,46.8215,13.8336,16.146,2,32.54,44.5091,Optimal
grubhub-15-4.tsp ,11,4,4,43.5687,18.4743,17.0077,2,43.19,45.0352,Optimal
grubhub-15-5.tsp ,11,4,4,47.724,17.6968,16.9633,2,90.5,48.4576,Optimal
grubhub-15-6.tsp ,11,4,4,46.4928,15.987,17.2899,2,51.83,45.19,Optimal
grubhub-15-8.tsp ,11,4,4,47.5948,17.6858,14.3183,2,27.82,50.9623,Optimal
grubhub-15-9.tsp ,11,4,4,47.5226,16.2637,21.4467,2,106.33,42.3396,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-10-0.tsp ,6,4,2,25.3965,8.89407,9.53887,1,1.62,24.7517,Optimal
grubhub-10-1.tsp ,6,4,3,24.4332,13.0368,10.1706,1,0.98,27.2994,Optimal
grubhub-10-2.tsp ,6,4,2,24.7809,9.34227,9.94367,1,1.42,24.1795,Optimal
grubhub-10-3.tsp ,6,4,3,23.1165,12.9731,12.581,1,2.45,23.5086,Optimal
grubhub-10-4.tsp ,6,4,2,26.9583,8.39053,9.87773,1,1.71,25.4711,Optimal
grubhub-10-5.tsp ,6,4,3,25.6169,13.5929,14.9209,1,1.29,24.2889,Optimal
grubhub-10-6.tsp ,6,4,4,25.9095,14.742,10.6597,2,0.72,29.9918,Optimal
grubhub-10-7.tsp ,6,4,3,23.2115,11.9246,11.5828,1,1.28,23.5533,Optimal
grubhub-10-8.tsp ,6,4,2,26.5897,8.86087,11.4969,1,1.48,23.9536,Optimal
grubhub-10-9.tsp ,6,4,3,24.0076,11.244,11.3022,1,2.04,23.9494,Optimal
grubhub-11-0.tsp ,7,4,4,32.4346,17.5723,11.5077,2,1.12,38.4993,Optimal
grubhub-11-1.tsp ,7,4,3,28.5643,12.6826,15.18,1,2.42,26.0669,Optimal
grubhub-11-2.tsp ,7,4,2,30.4605,9.63277,14.6234,1,2.29,25.4699,Optimal
grubhub-11-3.tsp ,7,4,4,30.3731,16.9526,11.7469,2,0.65,35.5788,Optimal
grubhub-11-4.tsp ,7,4,4,29.3718,17.0411,12.4154,2,2.51,33.9975,Optimal
grubhub-11-5.tsp ,7,4,4,31.097,17.8656,13.5179,2,4.71,35.4447,Optimal
grubhub-11-6.tsp ,7,4,4,28.8664,16.5874,15.1524,2,2.62,30.3014,Optimal
grubhub-11-7.tsp ,7,4,4,29.0526,14.5677,15.7136,1,3.16,27.9067,Optimal
grubhub-11-8.tsp ,7,4,4,29.4801,15.4503,12.5565,1,1.28,32.3739,Optimal
grubhub-11-9.tsp ,7,4,4,29.4459,17.6443,12.5779,2,6.2,34.5122,Optimal
grubhub-12-0.tsp ,7,5,4,29.7119,15.8902,13.9242,1,8.02,31.6779,Optimal
grubhub-12-1.tsp ,7,5,5,29.6416,19.6788,16.4251,2,4.02,32.8953,Optimal
grubhub-12-2.tsp ,7,5,5,27.5896,20.791,15.4023,1,5.32,32.9782,Optimal
grubhub-12-3.tsp ,7,5,5,28.7258,18.9622,15.3226,2,22.87,32.3654,Optimal
grubhub-12-4.tsp ,7,5,2,27.6865,8.17197,12.8187,1,10.07,23.0398,Optimal
grubhub-12-6.tsp ,7,5,4,30.3009,16.4684,12.5319,1,2.67,34.2374,Optimal
grubhub-12-7.tsp ,7,5,4,30.9602,18.1644,14.1235,1,11.26,35.0011,Optimal
grubhub-12-8.tsp ,7,5,4,28.0684,18.3774,16.1935,1,10.42,30.2523,Optimal
grubhub-12-9.tsp ,7,5,5,30.3693,21.5297,14.8703,2,3.19,37.0287,Optimal
grubhub-13-0.tsp ,8,5,5,32.494,18.9622,17.0614,2,8.71,34.3948,Optimal
grubhub-13-1.tsp ,8,5,5,33.6245,21.7704,18.6177,2,4.6,36.7771,Optimal
grubhub-13-2.tsp ,8,5,4,33.5713,16.6372,11.592,2,4.57,38.6165,Optimal
grubhub-13-3.tsp ,8,5,5,33.6473,19.8365,17.9431,2,20.25,35.5407,Optimal
grubhub-13-4.tsp ,8,5,5,34.0729,19.5211,12.6638,2,2.88,40.9302,Optimal
grubhub-13-5.tsp ,8,5,5,33.2996,22.6446,18.1577,2,24.57,37.7865,Optimal
grubhub-13-6.tsp ,8,5,5,32.5301,22.5838,22.0233,2,8.24,33.0906,Optimal
grubhub-13-7.tsp ,8,5,5,34.964,19.5432,14.4915,2,4.63,40.0157,Optimal
grubhub-13-8.tsp ,8,5,5,33.9589,20.0772,14.7813,2,2.05,39.2547,Optimal
grubhub-13-9.tsp ,8,5,5,32.1064,20.3455,14.7859,2,3.69,37.666,Optimal
grubhub-14-0.tsp ,8,6,5,32.6783,22.4454,15.1539,2,28.17,39.9698,Optimal
grubhub-14-1.tsp ,8,6,6,34.8158,23.0911,15.7289,2,14.46,42.1779,Optimal
grubhub-14-2.tsp ,8,6,6,36.4897,22.0231,20.8058,2,3.55,37.707,Optimal
grubhub-14-3.tsp ,8,6,6,35.1464,24.6542,20.0422,2,2,39.7584,Optimal
grubhub-14-4.tsp ,8,6,5,34.3446,22.1134,15.916,2,176.67,40.542,Optimal
grubhub-14-5.tsp ,8,6,6,33.1647,25.7913,17.4432,2,31.09,41.5128,Optimal
grubhub-14-6.tsp ,8,6,6,35.3288,25.7747,17.1335,2,15.85,43.9701,Optimal
grubhub-14-7.tsp ,8,6,6,32.4522,23.0219,17.3512,2,4.68,38.1229,Optimal
grubhub-14-8.tsp ,8,6,5,35.4162,18.7934,14.9285,2,13.27,39.2811,Optimal
grubhub-14-9.tsp ,8,6,6,34.185,25.2242,16.1491,2,4.87,43.2601,Optimal
grubhub-15-0.tsp ,9,6,6,38.584,26.7846,18.4782,2,193.46,46.8904,Optimal
grubhub-15-1.tsp ,9,6,6,36.8493,25.8439,14.5881,2,246.48,48.1051,Optimal
grubhub-15-2.tsp ,9,6,6,38.3218,25.2657,19.458,2,44.58,44.1295,Optimal
grubhub-15-3.tsp ,9,6,5,38.1584,22.4925,17.0292,2,142.63,43.6217,Optimal
grubhub-15-4.tsp ,9,6,6,35.7017,25.9739,19.8935,2,188.59,41.7822,Optimal
grubhub-15-5.tsp ,9,6,6,38.9165,26.566,20.4945,2,314.46,44.988,Optimal
grubhub-15-6.tsp ,9,6,6,38.147,24.1839,15.8194,2,17.17,46.5115,Optimal
grubhub-15-8.tsp ,9,6,6,39.1749,25.9905,15.6661,2,39.63,49.4994,Optimal
grubhub-15-9.tsp ,9,6,6,39.3763,24.1701,22.5155,2,100.09,41.0309,Optimal
10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-10-0.tsp ,9,1,1,38.584,3.66683,11.4371,2,0.04,30.8137,Optimal
grubhub-10-1.tsp ,9,1,1,37.4934,4.16483,10.5248,2,0.08,31.1334,Optimal
grubhub-10-2.tsp ,9,1,1,36.8854,4.7237,9.23373,2,0.06,32.3754,Optimal
grubhub-10-3.tsp ,9,1,1,35.8195,3.83007,10.5831,2,0.17,29.0665,Optimal
grubhub-10-4.tsp ,9,1,1,39.6936,4.04863,11.3712,2,0.06,32.371,Optimal
grubhub-10-5.tsp ,9,1,1,38.2895,4.82053,10.9327,2,0.09,32.1774,Optimal
grubhub-10-6.tsp ,9,1,1,37.0146,4.50513,8.21867,2,0.12,33.3011,Optimal
grubhub-10-7.tsp ,9,1,1,35.4756,4.2257,12.5197,2,0.1,27.1816,Optimal
grubhub-10-8.tsp ,9,1,1,39.1388,3.38463,10.8928,2,0.14,31.6306,Optimal
grubhub-10-9.tsp ,9,1,1,35.8043,3.82177,10.2212,2,0.16,29.4049,Optimal
grubhub-11-0.tsp ,10,1,1,46.2966,3.321,11.2976,2,0.06,38.32,Optimal
grubhub-11-1.tsp ,10,1,1,42.1489,4.16207,11.3973,2,0.12,34.9137,Optimal
grubhub-11-2.tsp ,10,1,1,43.5492,4.80947,11.6809,2,0.02,36.6777,Optimal
grubhub-11-3.tsp ,10,1,1,43.0837,4.37787,11.6257,2,0.29,35.8358,Optimal
grubhub-11-4.tsp ,10,1,1,41.9855,4.6075,9.8302,2,0.15,36.7628,Optimal
grubhub-11-5.tsp ,10,1,1,44.6588,4.0514,12.6071,2,0.35,36.1031,Optimal
grubhub-11-6.tsp ,10,1,1,41.7651,3.73877,13.2649,2,0.32,32.239,Optimal
grubhub-11-7.tsp ,10,1,1,40.2527,4.1925,10.1844,2,0.22,34.2608,Optimal
grubhub-11-8.tsp ,10,1,1,41.7784,3.47593,9.21993,2,0.08,36.0344,Optimal
grubhub-11-9.tsp ,10,1,1,42.717,4.25337,10.1016,2,0.12,36.8688,Optimal
grubhub-12-0.tsp ,11,1,1,46.4415,3.39847,11.9845,2,0.28,37.8554,Optimal
grubhub-12-1.tsp ,11,1,1,45.6454,4.28657,14.5069,2,0.25,35.4251,Optimal
grubhub-12-2.tsp ,11,1,1,44.5282,4.03757,10.3945,2,0.14,38.1713,Optimal
grubhub-12-3.tsp ,11,1,1,44.912,3.3044,14.1343,2,0.55,34.0821,Optimal
grubhub-12-4.tsp ,11,1,1,44.7524,3.52573,16.4097,2,0.39,31.8684,Optimal
grubhub-12-6.tsp ,11,1,1,47.3592,3.22693,14.3857,2,0.25,36.2004,Optimal
grubhub-12-7.tsp ,11,1,1,48.8678,3.60873,11.914,2,0.21,40.5625,Optimal
grubhub-12-8.tsp ,11,1,1,46.1223,4.26443,12.9873,2,0.3,37.3994,Optimal
grubhub-12-9.tsp ,11,1,1,47.7696,4.10397,12.7083,2,0.24,39.1653,Optimal
grubhub-13-0.tsp ,12,1,1,48.399,3.71387,13.0548,2,0.34,39.0581,Optimal
grubhub-13-1.tsp ,12,1,1,50.9013,4.5245,15.3993,2,0.35,40.0265,Optimal
grubhub-13-2.tsp ,12,1,1,50.4092,4.46087,14.1619,2,0.86,40.7082,Optimal
grubhub-13-3.tsp ,12,1,1,50.28,3.5285,14.5406,2,0.39,39.2679,Optimal
grubhub-13-4.tsp ,12,1,1,50.1584,4.0099,12.8693,2,0.29,41.299,Optimal
grubhub-13-5.tsp ,12,1,1,50.774,5.11103,18.7251,2,1.2,37.16,Optimal
grubhub-13-6.tsp ,12,1,1,50.1831,4.7901,17.0215,2,0.27,37.9517,Optimal
grubhub-13-7.tsp ,12,1,1,51.3459,3.60043,10.0295,2,0.17,44.9168,Optimal
grubhub-13-8.tsp ,12,1,1,50.7132,3.59213,16.7731,2,0.96,37.5322,Optimal
