Instance Name , n, m, served, prof Customer, prof Cust Part, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
sarp-20-10-C-1,20,10,10,606.271,364.449,0,310.868,10,0.08,295.403,Optimal,295.403,295.403,0,310.868,8.84634,0.446418,362.7,0.59707
sarp-20-10-C-2,20,10,10,669.925,399.675,0,361.1,10,0.07,308.825,Optimal,308.825,308.825,0,361.1,8.01707,0.356637,328.7,0.458651
sarp-30-15-A-1,30,15,15,209.161,159.159,0,137.678,15,0.18,71.483,Optimal,71.483,71.483,0,137.678,4.72195,0.383898,193.6,0.98374
sarp-30-15-A-2,30,15,15,211.221,160.299,0,156.078,15,0.21,55.143,Optimal,55.143,55.143,0,156.078,4.88537,0.367996,200.3,0.845861
sarp-30-15-B-1,30,15,15,242.739,177.741,0,163.3,15,0.21,79.439,Optimal,79.439,79.439,0,163.3,5.60732,0.410536,229.9,0.910495
sarp-30-15-B-2,30,15,15,272.3,194.1,0,163.944,15,0.22,108.356,Optimal,108.356,108.356,0,163.944,3.71707,0.271464,152.4,0.600236
sarp-30-15-C-1,30,15,15,845.289,511.191,0,456.918,15,0.27,388.371,Optimal,388.371,388.371,0,456.918,12.0463,0.412167,493.9,0.554445
sarp-30-15-C-2,30,15,15,898.437,540.603,0,464.554,15,0.23,433.883,Optimal,433.883,433.883,0,464.554,14.339,0.483908,587.9,0.647895
sarp-40-20-A-1,40,20,20,275.86,210.54,0,180.688,20,0.82,95.172,Optimal,95.172,95.172,0,180.688,5.27317,0.32456,216.2,0.844092
sarp-40-20-A-2,40,20,20,243.312,192.528,0,147.338,20,0.52,95.974,Optimal,95.974,95.974,-1.4807e-14,147.338,4.63659,0.320231,190.1,1.03522
sarp-40-20-B-1,40,20,20,308.408,228.552,0,195.316,20,0.74,113.092,Optimal,113.092,113.092,0,195.316,5.67805,0.333556,232.8,0.80852
sarp-40-20-B-2,40,20,20,319.326,234.594,0,196.328,20,0.64,122.998,Optimal,122.998,122.998,-1.15537e-14,196.328,5.67561,0.332365,232.7,0.802045
sarp-40-20-C-1,40,20,20,1120.56,677.997,0,599.518,20,1.27,521.045,Optimal,521.045,521.045,0,599.518,14.3171,0.372312,587,0.503157
sarp-40-20-C-2,40,20,20,1054.33,641.346,0,537.694,20,0.81,516.64,Optimal,516.64,516.64,0,537.694,14.7683,0.419835,605.5,0.586592
