Instance Name,n_x,m_x,served_x,prof Customer_x,prof Parcel_x,costs_x,K_x,Sol Time_x,Sol Val_x,sol Stat_x,LB_x,UB_x,GAP_x,vrps_x,e(h)_x,et(%)_x,e(km)_x,ed(%)_x,n_y,m_y,served_y,prof Customer_y,prof Parcel_y,costs_y,K_y,Sol Time_y,Sol Val_y,sol Stat_y,LB_y,UB_y,GAP_y,vrps_y,e(h)_y,et(%)_y,e(km)_y,ed(%)_y
sarp-16-8-A-10,,,,,,,,,,,,,,,,,,,16,8,5,101.259,62.006,113.252,6,0.07,50.013,Optimal,50.013,50.013,-1.42072e-14,51.246,4.38537,0.377414,179.8,0.540102
sarp-16-8-A-10,,,,,,,,,,,,,,,,,,,16,8,5,101.259,62.006,113.252,6,0.07,50.013,Optimal,50.013,50.013,-1.42072e-14,51.246,4.38537,0.377414,179.8,0.540102
sarp-16-8-A-10,,,,,,,,,,,,,,,,,,,16,8,5,101.259,62.006,113.252,6,0.07,50.013,Optimal,50.013,50.013,-1.42072e-14,51.246,4.38537,0.377414,179.8,0.540102
sarp-16-8-A-10,,,,,,,,,,,,,,,,,,,16,8,5,101.259,62.006,113.252,6,0.07,50.013,Optimal,50.013,50.013,-1.42072e-14,51.246,4.38537,0.377414,179.8,0.540102
sarp-16-8-A-10,,,,,,,,,,,,,,,,,,,16,8,5,101.259,62.006,113.252,6,0.07,50.013,Optimal,50.013,50.013,-1.42072e-14,51.246,4.38537,0.377414,179.8,0.540102
sarp-16-8-A-10,,,,,,,,,,,,,,,,,,,16,8,5,101.259,62.006,113.252,6,0.07,50.013,Optimal,50.013,50.013,-1.42072e-14,51.246,4.38537,0.377414,179.8,0.540102
sarp-16-8-A-10,,,,,,,,,,,,,,,,,,,16,8,5,101.259,62.006,113.252,6,0.07,50.013,Optimal,50.013,50.013,-1.42072e-14,51.246,4.38537,0.377414,179.8,0.540102
sarp-16-8-A-10,,,,,,,,,,,,,,,,,,,16,8,5,101.259,62.006,113.252,6,0.07,50.013,Optimal,50.013,50.013,-1.42072e-14,51.246,4.38537,0.377414,179.8,0.540102
sarp-16-8-A-10,,,,,,,,,,,,,,,,,,,16,8,5,101.259,62.006,113.252,6,0.07,50.013,Optimal,50.013,50.013,-1.42072e-14,51.246,4.38537,0.377414,179.8,0.540102
sarp-16-8-A-10,,,,,,,,,,,,,,,,,,,16,8,5,101.259,62.006,113.252,6,0.07,50.013,Optimal,50.013,50.013,-1.42072e-14,51.246,4.38537,0.377414,179.8,0.540102
sarp-16-8-A-10,,,,,,,,,,,,,,,,,,,16,8,5,101.259,62.006,113.252,6,0.07,50.013,Optimal,50.013,50.013,-1.42072e-14,51.246,4.38537,0.377414,179.8,0.540102
sarp-16-8-A-10,,,,,,,,,,,,,,,,,,,16,8,5,101.259,62.006,113.252,6,0.07,50.013,Optimal,50.013,50.013,-1.42072e-14,51.246,4.38537,0.377414,179.8,0.540102
sarp-16-8-A-10,,,,,,,,,,,,,,,,,,,16,8,5,101.259,62.006,113.252,6,0.07,50.013,Optimal,50.013,50.013,-1.42072e-14,51.246,4.38537,0.377414,179.8,0.540102
sarp-16-8-A-10,,,,,,,,,,,,,,,,,,,16,8,5,101.259,62.006,113.252,6,0.07,50.013,Optimal,50.013,50.013,-1.42072e-14,51.246,4.38537,0.377414,179.8,0.540102
sarp-16-8-B-9,,,,,,,,,,,,,,,,,,,16,8,6,116.706,77.113,130.962,6,0.08,62.857,Optimal,62.857,62.857,0.0,53.849,4.93415,0.3686,202.3,0.507654
sarp-16-8-B-9,,,,,,,,,,,,,,,,,,,16,8,6,116.706,77.113,130.962,6,0.08,62.857,Optimal,62.857,62.857,0.0,53.849,4.93415,0.3686,202.3,0.507654
sarp-16-8-B-9,,,,,,,,,,,,,,,,,,,16,8,6,116.706,77.113,130.962,6,0.08,62.857,Optimal,62.857,62.857,0.0,53.849,4.93415,0.3686,202.3,0.507654
sarp-16-8-B-9,,,,,,,,,,,,,,,,,,,16,8,6,116.706,77.113,130.962,6,0.08,62.857,Optimal,62.857,62.857,0.0,53.849,4.93415,0.3686,202.3,0.507654
sarp-16-8-B-9,,,,,,,,,,,,,,,,,,,16,8,6,116.706,77.113,130.962,6,0.08,62.857,Optimal,62.857,62.857,0.0,53.849,4.93415,0.3686,202.3,0.507654
sarp-16-8-B-9,,,,,,,,,,,,,,,,,,,16,8,6,116.706,77.113,130.962,6,0.08,62.857,Optimal,62.857,62.857,0.0,53.849,4.93415,0.3686,202.3,0.507654
sarp-16-8-B-9,,,,,,,,,,,,,,,,,,,16,8,6,116.706,77.113,130.962,6,0.08,62.857,Optimal,62.857,62.857,0.0,53.849,4.93415,0.3686,202.3,0.507654
sarp-16-8-B-9,,,,,,,,,,,,,,,,,,,16,8,6,116.706,77.113,130.962,6,0.08,62.857,Optimal,62.857,62.857,0.0,53.849,4.93415,0.3686,202.3,0.507654
sarp-16-8-B-9,,,,,,,,,,,,,,,,,,,16,8,6,116.706,77.113,130.962,6,0.08,62.857,Optimal,62.857,62.857,0.0,53.849,4.93415,0.3686,202.3,0.507654
sarp-16-8-B-9,,,,,,,,,,,,,,,,,,,16,8,6,116.706,77.113,130.962,6,0.08,62.857,Optimal,62.857,62.857,0.0,53.849,4.93415,0.3686,202.3,0.507654
sarp-16-8-B-9,,,,,,,,,,,,,,,,,,,16,8,6,116.706,77.113,130.962,6,0.08,62.857,Optimal,62.857,62.857,0.0,53.849,4.93415,0.3686,202.3,0.507654
sarp-16-8-B-9,,,,,,,,,,,,,,,,,,,16,8,6,116.706,77.113,130.962,6,0.08,62.857,Optimal,62.857,62.857,0.0,53.849,4.93415,0.3686,202.3,0.507654
sarp-16-8-B-9,,,,,,,,,,,,,,,,,,,16,8,6,116.706,77.113,130.962,6,0.08,62.857,Optimal,62.857,62.857,0.0,53.849,4.93415,0.3686,202.3,0.507654
sarp-16-8-B-9,,,,,,,,,,,,,,,,,,,16,8,6,116.706,77.113,130.962,6,0.08,62.857,Optimal,62.857,62.857,0.0,53.849,4.93415,0.3686,202.3,0.507654
sarp-16-8-B-9,,,,,,,,,,,,,,,,,,,16,8,6,116.706,77.113,130.962,6,0.08,62.857,Optimal,62.857,62.857,0.0,53.849,4.93415,0.3686,202.3,0.507654
sarp-16-8-B-9,,,,,,,,,,,,,,,,,,,16,8,6,116.706,77.113,130.962,6,0.08,62.857,Optimal,62.857,62.857,0.0,53.849,4.93415,0.3686,202.3,0.507654
sarp-16-8-B-9,,,,,,,,,,,,,,,,,,,16,8,6,116.706,77.113,130.962,6,0.08,62.857,Optimal,62.857,62.857,0.0,53.849,4.93415,0.3686,202.3,0.507654
sarp-16-8-B-9,,,,,,,,,,,,,,,,,,,16,8,6,116.706,77.113,130.962,6,0.08,62.857,Optimal,62.857,62.857,0.0,53.849,4.93415,0.3686,202.3,0.507654
sarp-16-8-B-9,,,,,,,,,,,,,,,,,,,16,8,6,116.706,77.113,130.962,6,0.08,62.857,Optimal,62.857,62.857,0.0,53.849,4.93415,0.3686,202.3,0.507654
sarp-16-8-B-9,,,,,,,,,,,,,,,,,,,16,8,6,116.706,77.113,130.962,6,0.08,62.857,Optimal,62.857,62.857,0.0,53.849,4.93415,0.3686,202.3,0.507654
sarp-16-8-B-9,,,,,,,,,,,,,,,,,,,16,8,6,116.706,77.113,130.962,6,0.08,62.857,Optimal,62.857,62.857,0.0,53.849,4.93415,0.3686,202.3,0.507654
sarp-16-8-B-9,,,,,,,,,,,,,,,,,,,16,8,6,116.706,77.113,130.962,6,0.08,62.857,Optimal,62.857,62.857,0.0,53.849,4.93415,0.3686,202.3,0.507654
sarp-16-8-B-9,,,,,,,,,,,,,,,,,,,16,8,6,116.706,77.113,130.962,6,0.08,62.857,Optimal,62.857,62.857,0.0,53.849,4.93415,0.3686,202.3,0.507654
sarp-16-8-B-9,,,,,,,,,,,,,,,,,,,16,8,6,116.706,77.113,130.962,6,0.08,62.857,Optimal,62.857,62.857,0.0,53.849,4.93415,0.3686,202.3,0.507654
sarp-16-8-B-9,,,,,,,,,,,,,,,,,,,16,8,6,116.706,77.113,130.962,6,0.08,62.857,Optimal,62.857,62.857,0.0,53.849,4.93415,0.3686,202.3,0.507654
sarp-16-8-B-9,,,,,,,,,,,,,,,,,,,16,8,6,116.706,77.113,130.962,6,0.08,62.857,Optimal,62.857,62.857,0.0,53.849,4.93415,0.3686,202.3,0.507654
sarp-16-8-B-9,,,,,,,,,,,,,,,,,,,16,8,6,116.706,77.113,130.962,6,0.08,62.857,Optimal,62.857,62.857,0.0,53.849,4.93415,0.3686,202.3,0.507654
sarp-16-8-B-9,,,,,,,,,,,,,,,,,,,16,8,6,116.706,77.113,130.962,6,0.08,62.857,Optimal,62.857,62.857,0.0,53.849,4.93415,0.3686,202.3,0.507654
sarp-16-8-B-10,,,,,,,,,,,,,,,,,,,16,8,5,131.412,63.749,118.726,6,0.08,76.435,Optimal,76.435,76.435,0.0,54.977,5.0122,0.379712,205.5,0.516721
sarp-16-8-B-10,,,,,,,,,,,,,,,,,,,16,8,5,131.412,63.749,118.726,6,0.08,76.435,Optimal,76.435,76.435,0.0,54.977,5.0122,0.379712,205.5,0.516721
sarp-16-8-B-10,,,,,,,,,,,,,,,,,,,16,8,5,131.412,63.749,118.726,6,0.08,76.435,Optimal,76.435,76.435,0.0,54.977,5.0122,0.379712,205.5,0.516721
sarp-16-8-B-10,,,,,,,,,,,,,,,,,,,16,8,5,131.412,63.749,118.726,6,0.08,76.435,Optimal,76.435,76.435,0.0,54.977,5.0122,0.379712,205.5,0.516721
sarp-16-8-B-10,,,,,,,,,,,,,,,,,,,16,8,5,131.412,63.749,118.726,6,0.08,76.435,Optimal,76.435,76.435,0.0,54.977,5.0122,0.379712,205.5,0.516721
sarp-16-8-B-10,,,,,,,,,,,,,,,,,,,16,8,5,131.412,63.749,118.726,6,0.08,76.435,Optimal,76.435,76.435,0.0,54.977,5.0122,0.379712,205.5,0.516721
sarp-16-8-B-10,,,,,,,,,,,,,,,,,,,16,8,5,131.412,63.749,118.726,6,0.08,76.435,Optimal,76.435,76.435,0.0,54.977,5.0122,0.379712,205.5,0.516721
sarp-16-8-B-10,,,,,,,,,,,,,,,,,,,16,8,5,131.412,63.749,118.726,6,0.08,76.435,Optimal,76.435,76.435,0.0,54.977,5.0122,0.379712,205.5,0.516721
sarp-16-8-B-10,,,,,,,,,,,,,,,,,,,16,8,5,131.412,63.749,118.726,6,0.08,76.435,Optimal,76.435,76.435,0.0,54.977,5.0122,0.379712,205.5,0.516721
sarp-16-8-B-10,,,,,,,,,,,,,,,,,,,16,8,5,131.412,63.749,118.726,6,0.08,76.435,Optimal,76.435,76.435,0.0,54.977,5.0122,0.379712,205.5,0.516721
sarp-16-8-B-10,,,,,,,,,,,,,,,,,,,16,8,5,131.412,63.749,118.726,6,0.08,76.435,Optimal,76.435,76.435,0.0,54.977,5.0122,0.379712,205.5,0.516721
sarp-16-8-B-10,,,,,,,,,,,,,,,,,,,16,8,5,131.412,63.749,118.726,6,0.08,76.435,Optimal,76.435,76.435,0.0,54.977,5.0122,0.379712,205.5,0.516721
sarp-16-8-B-10,,,,,,,,,,,,,,,,,,,16,8,5,131.412,63.749,118.726,6,0.08,76.435,Optimal,76.435,76.435,0.0,54.977,5.0122,0.379712,205.5,0.516721
sarp-16-8-B-10,,,,,,,,,,,,,,,,,,,16,8,5,131.412,63.749,118.726,6,0.08,76.435,Optimal,76.435,76.435,0.0,54.977,5.0122,0.379712,205.5,0.516721
sarp-16-8-B-10,,,,,,,,,,,,,,,,,,,16,8,5,131.412,63.749,118.726,6,0.08,76.435,Optimal,76.435,76.435,0.0,54.977,5.0122,0.379712,205.5,0.516721
sarp-16-8-B-10,,,,,,,,,,,,,,,,,,,16,8,5,131.412,63.749,118.726,6,0.08,76.435,Optimal,76.435,76.435,0.0,54.977,5.0122,0.379712,205.5,0.516721
sarp-16-8-B-10,,,,,,,,,,,,,,,,,,,16,8,5,131.412,63.749,118.726,6,0.08,76.435,Optimal,76.435,76.435,0.0,54.977,5.0122,0.379712,205.5,0.516721
sarp-16-8-B-10,,,,,,,,,,,,,,,,,,,16,8,5,131.412,63.749,118.726,6,0.08,76.435,Optimal,76.435,76.435,0.0,54.977,5.0122,0.379712,205.5,0.516721
sarp-16-8-B-10,,,,,,,,,,,,,,,,,,,16,8,5,131.412,63.749,118.726,6,0.08,76.435,Optimal,76.435,76.435,0.0,54.977,5.0122,0.379712,205.5,0.516721
sarp-16-8-B-10,,,,,,,,,,,,,,,,,,,16,8,5,131.412,63.749,118.726,6,0.08,76.435,Optimal,76.435,76.435,0.0,54.977,5.0122,0.379712,205.5,0.516721
sarp-16-8-B-10,,,,,,,,,,,,,,,,,,,16,8,5,131.412,63.749,118.726,6,0.08,76.435,Optimal,76.435,76.435,0.0,54.977,5.0122,0.379712,205.5,0.516721
sarp-16-8-B-10,,,,,,,,,,,,,,,,,,,16,8,5,131.412,63.749,118.726,6,0.08,76.435,Optimal,76.435,76.435,0.0,54.977,5.0122,0.379712,205.5,0.516721
sarp-16-8-B-10,,,,,,,,,,,,,,,,,,,16,8,5,131.412,63.749,118.726,6,0.08,76.435,Optimal,76.435,76.435,0.0,54.977,5.0122,0.379712,205.5,0.516721
sarp-16-8-B-10,,,,,,,,,,,,,,,,,,,16,8,5,131.412,63.749,118.726,6,0.08,76.435,Optimal,76.435,76.435,0.0,54.977,5.0122,0.379712,205.5,0.516721
sarp-16-8-B-10,,,,,,,,,,,,,,,,,,,16,8,5,131.412,63.749,118.726,6,0.08,76.435,Optimal,76.435,76.435,0.0,54.977,5.0122,0.379712,205.5,0.516721
sarp-16-8-B-10,,,,,,,,,,,,,,,,,,,16,8,5,131.412,63.749,118.726,6,0.08,76.435,Optimal,76.435,76.435,0.0,54.977,5.0122,0.379712,205.5,0.516721
sarp-16-8-B-10,,,,,,,,,,,,,,,,,,,16,8,5,131.412,63.749,118.726,6,0.08,76.435,Optimal,76.435,76.435,0.0,54.977,5.0122,0.379712,205.5,0.516721
sarp-16-8-B-10,,,,,,,,,,,,,,,,,,,16,8,5,131.412,63.749,118.726,6,0.08,76.435,Optimal,76.435,76.435,0.0,54.977,5.0122,0.379712,205.5,0.516721
sarp-16-8-C-9,,,,,,,,,,,,,,,,,,,16,8,6,304.122,169.907,203.78,6,0.05,270.249,Optimal,270.249,270.249,0.0,33.873,6.3,0.24934,258.3,0.291667
sarp-16-8-C-9,,,,,,,,,,,,,,,,,,,16,8,6,304.122,169.907,203.78,6,0.05,270.249,Optimal,270.249,270.249,0.0,33.873,6.3,0.24934,258.3,0.291667
sarp-16-8-C-9,,,,,,,,,,,,,,,,,,,16,8,6,304.122,169.907,203.78,6,0.05,270.249,Optimal,270.249,270.249,0.0,33.873,6.3,0.24934,258.3,0.291667
sarp-16-8-C-9,,,,,,,,,,,,,,,,,,,16,8,6,304.122,169.907,203.78,6,0.05,270.249,Optimal,270.249,270.249,0.0,33.873,6.3,0.24934,258.3,0.291667
sarp-16-8-C-9,,,,,,,,,,,,,,,,,,,16,8,6,304.122,169.907,203.78,6,0.05,270.249,Optimal,270.249,270.249,0.0,33.873,6.3,0.24934,258.3,0.291667
sarp-16-8-C-9,,,,,,,,,,,,,,,,,,,16,8,6,304.122,169.907,203.78,6,0.05,270.249,Optimal,270.249,270.249,0.0,33.873,6.3,0.24934,258.3,0.291667
sarp-16-8-C-9,,,,,,,,,,,,,,,,,,,16,8,6,304.122,169.907,203.78,6,0.05,270.249,Optimal,270.249,270.249,0.0,33.873,6.3,0.24934,258.3,0.291667
sarp-16-8-C-9,,,,,,,,,,,,,,,,,,,16,8,6,304.122,169.907,203.78,6,0.05,270.249,Optimal,270.249,270.249,0.0,33.873,6.3,0.24934,258.3,0.291667
sarp-16-8-C-9,,,,,,,,,,,,,,,,,,,16,8,6,304.122,169.907,203.78,6,0.05,270.249,Optimal,270.249,270.249,0.0,33.873,6.3,0.24934,258.3,0.291667
sarp-16-8-C-9,,,,,,,,,,,,,,,,,,,16,8,6,304.122,169.907,203.78,6,0.05,270.249,Optimal,270.249,270.249,0.0,33.873,6.3,0.24934,258.3,0.291667
sarp-16-8-C-9,,,,,,,,,,,,,,,,,,,16,8,6,304.122,169.907,203.78,6,0.05,270.249,Optimal,270.249,270.249,0.0,33.873,6.3,0.24934,258.3,0.291667
sarp-16-8-C-9,,,,,,,,,,,,,,,,,,,16,8,6,304.122,169.907,203.78,6,0.05,270.249,Optimal,270.249,270.249,0.0,33.873,6.3,0.24934,258.3,0.291667
sarp-16-8-C-9,,,,,,,,,,,,,,,,,,,16,8,6,304.122,169.907,203.78,6,0.05,270.249,Optimal,270.249,270.249,0.0,33.873,6.3,0.24934,258.3,0.291667
sarp-16-8-C-9,,,,,,,,,,,,,,,,,,,16,8,6,304.122,169.907,203.78,6,0.05,270.249,Optimal,270.249,270.249,0.0,33.873,6.3,0.24934,258.3,0.291667
sarp-16-8-C-9,,,,,,,,,,,,,,,,,,,16,8,6,304.122,169.907,203.78,6,0.05,270.249,Optimal,270.249,270.249,0.0,33.873,6.3,0.24934,258.3,0.291667
sarp-16-8-C-9,,,,,,,,,,,,,,,,,,,16,8,6,304.122,169.907,203.78,6,0.05,270.249,Optimal,270.249,270.249,0.0,33.873,6.3,0.24934,258.3,0.291667
sarp-16-8-C-9,,,,,,,,,,,,,,,,,,,16,8,6,304.122,169.907,203.78,6,0.05,270.249,Optimal,270.249,270.249,0.0,33.873,6.3,0.24934,258.3,0.291667
sarp-16-8-C-9,,,,,,,,,,,,,,,,,,,16,8,6,304.122,169.907,203.78,6,0.05,270.249,Optimal,270.249,270.249,0.0,33.873,6.3,0.24934,258.3,0.291667
sarp-16-8-C-9,,,,,,,,,,,,,,,,,,,16,8,6,304.122,169.907,203.78,6,0.05,270.249,Optimal,270.249,270.249,0.0,33.873,6.3,0.24934,258.3,0.291667
sarp-16-8-C-9,,,,,,,,,,,,,,,,,,,16,8,6,304.122,169.907,203.78,6,0.05,270.249,Optimal,270.249,270.249,0.0,33.873,6.3,0.24934,258.3,0.291667
sarp-16-8-C-9,,,,,,,,,,,,,,,,,,,16,8,6,304.122,169.907,203.78,6,0.05,270.249,Optimal,270.249,270.249,0.0,33.873,6.3,0.24934,258.3,0.291667
sarp-16-8-C-9,,,,,,,,,,,,,,,,,,,16,8,6,304.122,169.907,203.78,6,0.05,270.249,Optimal,270.249,270.249,0.0,33.873,6.3,0.24934,258.3,0.291667
sarp-16-8-C-9,,,,,,,,,,,,,,,,,,,16,8,6,304.122,169.907,203.78,6,0.05,270.249,Optimal,270.249,270.249,0.0,33.873,6.3,0.24934,258.3,0.291667
