grubhub-15-2-10-9.tsp	1A		151.553		0.25	Infeasible	0.882504317789292	1.94459412780656	1.80620034542314		
grubhub-15-2-15-0.tsp	1A		173.684		0.58	Optimal	0	2.8799481865285	2.68870466321243		
grubhub-15-2-15-1.tsp	1A		174.298		0.66	Infeasible	0	2.88818652849741	2.68870466321244		
grubhub-15-2-15-3.tsp	1A		169.84		3.75	Optimal	0	2.9378756476684	2.68870466321244		
grubhub-15-2-15-4.tsp	1A		171.711		0.74	Infeasible	0	2.86139896373057	2.68870466321244		
grubhub-15-2-15-5.tsp	1A		170.116		1.16	Optimal	0	3.02984455958549	2.68870466321244		
grubhub-15-2-15-6.tsp	1A		170.111		0.78	Infeasible	0	2.96979274611399	2.68870466321244		
grubhub-15-2-15-7.tsp	1A		171.495		4.32	Optimal	0	2.94445595854922	2.68870466321244		
grubhub-15-2-15-8.tsp	1A		170.53		0.74	Infeasible	0	3.04134715025907	2.68870466321243		
grubhub-15-2-15-9.tsp	1A		169.58		3.08	Optimal	0	2.99740932642487	2.68870466321244		
grubhub-15-3-03-3.tsp	1A		122.55		0.69	Infeasible	2.12829015544041	0.604300518134715	0.527150259067357		
grubhub-15-3-05-0.tsp	1A		132.087		5.96	Optimal	1.77614853195164	0.947322970639033	0.879291882556131		
grubhub-15-3-05-1.tsp	1A		130.167		0.76	Infeasible	1.77044905008636	0.990017271157168	0.884991364421416		
grubhub-15-3-05-2.tsp	1A		130.783		2.06	Optimal	1.77614853195164	0.934784110535406	0.879291882556131		
grubhub-15-3-05-3.tsp	1A		131.264		0.76	Infeasible	1.77661485319516	0.985561312607945	0.878825561312608		
grubhub-15-3-05-4.tsp	1A		129.946		3.69	Optimal	1.77651122625216	1.01949913644214	0.878929188255613		
grubhub-15-3-05-5.tsp	1A		130.435		0.77	Infeasible	1.76987910189983	0.991727115716753	0.885561312607945		
grubhub-15-3-05-6.tsp	1A		131.16		3.12	Optimal	1.77148531951641	0.969965457685665	0.883955094991364		
grubhub-15-3-05-7.tsp	1A		131.008		0.78	Infeasible	1.76278065630397	0.963177892918826	0.8926597582038		
grubhub-15-3-05-8.tsp	1A		130.849		1.27	Optimal	1.76355785837651	0.962141623488774	0.891882556131261		
grubhub-15-3-05-9.tsp	1A		129.521		0.79	Infeasible	1.78780656303972	0.925613126079447	0.867633851468048		
grubhub-15-3-10-0.tsp	1A		151.431		1.64	Optimal	0.879602763385147	1.88889464594128	1.77583765112263		
grubhub-15-3-10-1.tsp	1A		151.15		1.99	Infeasible	0.889913644214162	1.89765112262522	1.76552677029361		
grubhub-15-3-10-2.tsp	1A		150.246		7.54	Optimal	0.890949913644214	1.98708117443869	1.76449050086356		
grubhub-15-3-10-3.tsp	1A		149.793		1.51	Infeasible	0.88727115716753	1.90464594127807	1.76816925734024		
grubhub-15-3-10-4.tsp	1A		151.888		10.67	Optimal	0.88706390328152	1.91101899827288	1.76837651122625		
grubhub-15-3-10-5.tsp	1A		150.089		1.40	Infeasible	0.886338514680483	1.87645941278066	1.76910189982729		
grubhub-15-3-10-6.tsp	1A		150.874		3.35	Optimal	0.876856649395509	1.953298791019	1.77858376511226		
grubhub-15-3-10-7.tsp	1A		149.747		1.37	Infeasible	0.886545768566494	1.85417962003454	1.76889464594128		
grubhub-15-3-10-8.tsp	1A		152.602		2.78	Optimal	0.905924006908463	1.94464594127806	1.74951640759931		
grubhub-15-3-10-9.tsp	1A		150.134		1.37	Infeasible	0.892763385146805	1.90889464594128	1.76267702936097		
grubhub-15-3-15-0.tsp	1A		169.94		4.21	Optimal	0	2.96352331606218	2.65544041450777		
grubhub-15-3-15-1.tsp	1A		171.488		1.48	Infeasible	0	2.90170984455959	2.65544041450777		
grubhub-15-3-15-2.tsp	1A		169.444		5.39	Optimal	0	2.93507772020726	2.65544041450777		
grubhub-15-3-15-4.tsp	1A		167.669		1.45	Infeasible	0	2.95212435233161	2.65544041450777		
grubhub-15-3-15-5.tsp	1A		171.966		5.70	Optimal	0	2.83658031088083	2.65544041450777		
grubhub-15-3-15-6.tsp	1A		165.55		1.53	Infeasible	0	3.0740414507772	2.65544041450777		
grubhub-15-3-15-7.tsp	1A		170.764		11.04	Optimal	0	2.86860103626943	2.65544041450777		
grubhub-15-3-15-8.tsp	1A		170.438		1.62	Infeasible	0	2.93497409326425	2.65544041450777		
grubhub-15-3-15-9.tsp	1A		172.601		3.61	Optimal	0	2.73279792746114	2.65544041450777		
grubhub-15-4-03-4.tsp	1A		122.532		0.15	Infeasible	2.13720207253886	0.614818652849741	0.531554404145078		
grubhub-15-4-05-0.tsp	1A		132.494		0.18	Optimal	1.7714335060449	0.922918825561313	0.897322970639033		
grubhub-15-4-05-1.tsp	1A		132.093		0.23	Infeasible	1.79609671848014	0.95706390328152	0.8726597582038		
grubhub-15-4-05-2.tsp	1A		131.726		0.29	Optimal	1.783298791019	0.980587219343696	0.885457685664939		
grubhub-15-4-05-3.tsp	1A		132.436		0.23	Infeasible	1.79298791018998	0.953540587219344	0.875768566493955		
grubhub-15-4-05-4.tsp	1A		131.88		0.30	Optimal	1.74998272884283	1.03426597582038	0.918773747841105		
grubhub-15-4-05-5.tsp	1A		132.381		0.21	Infeasible	1.76811744386874	0.938721934369603	0.900639032815199		
grubhub-15-4-05-6.tsp	1A		132.127		0.35	Optimal	1.77998272884283	1.00297063903282	0.888773747841105		
grubhub-15-4-05-7.tsp	1A		131.293		0.25	Infeasible	1.7753195164076	0.996960276338515	0.893436960276338		
grubhub-15-4-05-8.tsp	1A		131.575		0.65	Optimal	1.77858376511226	0.95027633851468	0.890172711571675		
grubhub-15-4-05-9.tsp	1A		129.873		0.21	Infeasible	1.79283246977548	0.953281519861831	0.875924006908463		
grubhub-15-4-10-0.tsp	1A		152.158		0.51	Optimal	0.905924006908463	1.84008635578584	1.76283246977547		
grubhub-15-4-10-1.tsp	1A		150.417		0.21	Infeasible	0.888307426597582	1.93303972366148	1.78044905008636		
grubhub-15-4-10-2.tsp	1A		153.123		0.36	Optimal	0.890120898100173	1.8992573402418	1.77863557858376		
grubhub-15-4-10-3.tsp	1A		150.641		0.21	Infeasible	0.905924006908463	1.90599309153713	1.76283246977547		
grubhub-15-4-10-4.tsp	1A		152.998		0.29	Optimal	0.878100172711572	1.92490500863558	1.79065630397237		
grubhub-15-4-10-5.tsp	1A		149.884		0.26	Infeasible	0.888307426597582	1.94050086355786	1.78044905008636		
grubhub-15-4-10-6.tsp	1A		152.923		0.34	Optimal	0.881364421416235	1.85702936096718	1.7873920552677		
grubhub-15-4-10-7.tsp	1A		150.528		0.24	Infeasible	0.913281519861831	1.85189982728843	1.75547495682211		
grubhub-15-4-10-8.tsp	1A		152.096		0.29	Optimal	0.890794473229706	1.98262521588946	1.77796200345423		
grubhub-15-4-10-9.tsp	1A		150.936		0.22	Infeasible	0.878877374784111	1.89397236614853	1.78987910189983		
grubhub-15-4-15-0.tsp	1A		173.945		0.31	Optimal	0	2.80559585492228	2.66875647668394		
grubhub-15-4-15-1.tsp	1A		173.858		0.67	Infeasible	0	2.84626943005181	2.66875647668394		
grubhub-15-4-15-2.tsp	1A		172.15		3.54	Optimal	0	2.87170984455959	2.66875647668394		
grubhub-15-4-15-3.tsp	1A		168.332		0.78	Infeasible	0	2.97886010362694	2.66875647668394		
grubhub-15-4-15-5.tsp	1A		169.084		4.29	Optimal	0	3.00678756476684	2.66875647668394		
grubhub-15-4-15-6.tsp	1A		170.386		0.81	Infeasible	0	2.88093264248705	2.66875647668394		
grubhub-15-4-15-7.tsp	1A		168.634		1.25	Optimal	0	3.01694300518135	2.66875647668394		
grubhub-15-4-15-8.tsp	1A		172.196		0.78	Infeasible	0	2.88658031088083	2.66875647668394		
grubhub-15-4-15-9.tsp	1A		169.188		4.12	Optimal	0	2.96077720207254	2.66875647668394		
grubhub-15-5-03-5.tsp	1A		123.634		0.64	Infeasible	2.14310880829016	0.583523316062176	0.544248704663212		
grubhub-15-5-05-0.tsp	1A		133.373		4.16	Optimal	1.78371329879102	0.986390328151986	0.903644214162349		
grubhub-15-5-05-1.tsp	1A		130.834		0.78	Infeasible	1.79801381692573	0.987582037996546	0.889343696027634		
grubhub-15-5-05-2.tsp	1A		131.902		1.80	Optimal	1.78371329879102	0.988411053540587	0.903644214162349		
grubhub-15-5-05-3.tsp	1A		132.263		0.79	Infeasible	1.79811744386874	0.966908462867012	0.889240069084628		
grubhub-15-5-05-4.tsp	1A		131.635		2.25	Optimal	1.81319516407599	0.999758203799655	0.874162348877375		
grubhub-15-5-05-5.tsp	1A		131.933		0.76	Infeasible	1.78500863557858	0.982089810017271	0.902348877374784		
grubhub-15-5-05-6.tsp	1A		132.772		1.13	Optimal	1.78386873920553	0.997115716753022	0.903488773747841		
grubhub-15-5-05-7.tsp	1A		132.178		0.75	Infeasible	1.80050086355786	0.963229706390328	0.886856649395509		
grubhub-15-5-05-8.tsp	1A		131.515		3.16	Optimal	1.79215889464594	0.988359240069085	0.895198618307427		
grubhub-15-5-05-9.tsp	1A		131.002		0.79	Infeasible	1.79086355785838	0.923177892918826	0.896493955094991		
grubhub-15-5-10-0.tsp	1A		151.951		1.27	Optimal	0.910690846286701	1.92848013816926	1.77666666666667		
grubhub-15-5-10-1.tsp	1A		153.409		1.55	Infeasible	0.881571675302245	1.87314335060449	1.80578583765112		
grubhub-15-5-10-2.tsp	1A		151.455		3.17	Optimal	0.903851468048359	1.9632469775475	1.78350604490501		
grubhub-15-5-10-3.tsp	1A		150.693		1.46	Infeasible	0.894784110535406	1.94588946459413	1.79257340241796		
grubhub-15-5-10-4.tsp	1A		153.632		2.83	Optimal	0.903488773747841	1.93749568221071	1.78386873920553		
grubhub-15-5-10-5.tsp	1A		152.161		1.48	Infeasible	0.893851468048359	1.86205526770294	1.79350604490501		
grubhub-15-5-10-6.tsp	1A		151.972		3.98	Optimal	0.905405872193437	1.97164075993091	1.78195164075993		
grubhub-15-5-10-7.tsp	1A		151.235		1.47	Infeasible	0.903333333333333	1.87578583765112	1.78402417962003		
grubhub-15-5-10-8.tsp	1A		154.26		3.25	Optimal	0.901986183074266	1.91770293609672	1.7853713298791		
grubhub-15-5-10-9.tsp	1A		151.816		1.32	Infeasible	0.903799654576857	1.93086355785838	1.78355785837651		
grubhub-15-5-15-0.tsp	1A		170.216		6.47	Optimal	0	3.05284974093264	2.68735751295337		
grubhub-15-5-15-1.tsp	1A		172.618		2.17	Infeasible	0	2.96233160621762	2.68735751295337		
grubhub-15-5-15-2.tsp	1A		169.886		3.60	Optimal	0	3.0339896373057	2.68735751295337		
grubhub-15-5-15-3.tsp	1A		172.629		1.95	Infeasible	0	2.77647668393782	2.68735751295337		
grubhub-15-5-15-4.tsp	1A		168.547		3.54	Optimal	0	2.99274611398964	2.68735751295337		
grubhub-15-5-15-6.tsp	1A		166.329		2.00	Infeasible	0	3.12476683937824	2.68735751295337		
grubhub-15-5-15-7.tsp	1A		173.115		3.01	Optimal	0	2.85145077720207	2.68735751295337		
grubhub-15-5-15-8.tsp	1A		170.777		1.47	Infeasible	0	3.02968911917099	2.68735751295337		
grubhub-15-5-15-9.tsp	1A		172.816		7.78	Optimal	0	2.81150259067358	2.68735751295337		
grubhub-15-6-03-6.tsp	1A		120.942		0.15	Infeasible	2.13326424870466	0.660932642487047	0.543523316062176		
grubhub-15-6-05-0.tsp	1A		131.209		0.16	Optimal	1.7714335060449	1.01794473229706	0.905354058721934		
grubhub-15-6-05-1.tsp	1A		131.184		0.28	Infeasible	1.76355785837651	0.980483592400691	0.913229706390328		
grubhub-15-6-05-2.tsp	1A		130.359		0.36	Optimal	1.7733506044905	1.00157167530225	0.903436960276338		
grubhub-15-6-05-3.tsp	1A		131.389		0.26	Infeasible	1.75677029360967	1.03079447322971	0.920017271157167		
grubhub-15-6-05-4.tsp	1A		131.777		0.34	Optimal	1.77246977547496	0.993903281519862	0.904317789291883		
grubhub-15-6-05-5.tsp	1A		130.481		0.29	Infeasible	1.75837651122625	1.05991364421416	0.918411053540587		
grubhub-15-6-05-6.tsp	1A		130.305		0.33	Optimal	1.7733506044905	1.04442141623489	0.903436960276338		
grubhub-15-6-05-7.tsp	1A		130.361		0.25	Infeasible	1.77459412780656	1.05053540587219	0.902193436960276		
grubhub-15-6-05-8.tsp	1A		131.161		0.35	Optimal	1.75055267702936	0.971986183074266	0.926234887737478		
grubhub-15-6-05-9.tsp	1A		128.632		0.27	Infeasible	1.73749568221071	1.01359240069085	0.939291882556131		
grubhub-15-6-10-0.tsp	1A		151.992		0.57	Optimal	0.88146804835924	1.92951640759931	1.7953195164076		
grubhub-15-6-10-1.tsp	1A		148.233		0.27	Infeasible	0.856701208981002	2.11443868739205	1.82008635578584		
grubhub-15-6-10-2.tsp	1A		150.826		0.91	Optimal	0.879188255613126	1.96583765112262	1.79759930915371		
grubhub-15-6-10-3.tsp	1A		148.942		0.22	Infeasible	0.883229706390328	2.02993091537133	1.79355785837651		
grubhub-15-6-10-4.tsp	1A		151.946		0.47	Optimal	0.866390328151986	2.02459412780656	1.81039723661485		
grubhub-15-6-10-5.tsp	1A		146.626		0.27	Infeasible	0.868618307426598	2.1693091537133	1.80816925734024		
grubhub-15-6-10-6.tsp	1A		153.078		0.36	Optimal	0.865146804835924	1.91267702936097	1.81164075993092		
grubhub-15-6-10-7.tsp	1A		149.745		0.25	Infeasible	0.876856649395509	1.94521588946459	1.79993091537133		
grubhub-15-6-10-8.tsp	1A		150.474		0.31	Optimal	0.883644214162349	2.09521588946459	1.79314335060449		
grubhub-15-6-10-9.tsp	1A		150.091		0.24	Infeasible	0.856701208981002	1.99039723661485	1.82008635578584		
grubhub-15-6-15-0.tsp	1A		172.11		0.38	Optimal	0	2.96243523316062	2.67678756476684		
grubhub-15-6-15-1.tsp	1A		173.366		0.62	Infeasible	0	2.92103626943005	2.67678756476684		
grubhub-15-6-15-2.tsp	1A		170.083		3.46	Optimal	0	2.96616580310881	2.67678756476684		
grubhub-15-6-15-3.tsp	1A		167.452		0.74	Infeasible	0	3.06145077720207	2.67678756476684		
grubhub-15-6-15-4.tsp	1A		170.441		2.98	Optimal	0	2.91471502590674	2.67678756476684		
grubhub-15-6-15-5.tsp	1A		167.952		0.68	Infeasible	0	3.14678756476684	2.67678756476684		
grubhub-15-6-15-7.tsp	1A		168.334		2.75	Optimal	0	3.10025906735751	2.67678756476684		
grubhub-15-6-15-8.tsp	1A		172.201		0.77	Infeasible	0	2.91253886010363	2.67678756476684		
grubhub-15-6-15-9.tsp	1A		167.387		1.42	Optimal	0	3.09233160621762	2.67678756476684		
grubhub-15-7-03-7.tsp	1A		124.235		0.78	Infeasible	2.14663212435233	0.603108808290155	0.544611398963731		
grubhub-15-7-05-0.tsp	1A		134.39		2.48	Optimal	1.80169257340242	0.937685664939551	0.889550949913644		
grubhub-15-7-05-1.tsp	1A		133.236		0.80	Infeasible	1.78454231433506	0.959550949913644	0.906701208981002		
grubhub-15-7-05-2.tsp	1A		133.434		2.56	Optimal	1.793298791019	0.95587219343696	0.897944732297064		
grubhub-15-7-05-3.tsp	1A		133.368		0.74	Infeasible	1.80578583765112	0.983799654576857	0.88545768566494		
grubhub-15-7-05-4.tsp	1A		134.056		4.64	Optimal	1.77791018998273	0.984887737478411	0.913333333333333		
grubhub-15-7-05-5.tsp	1A		133.172		0.72	Infeasible	1.81309153713299	0.996960276338515	0.878151986183074		
grubhub-15-7-05-6.tsp	1A		134.23		3.58	Optimal	1.80987910189983	0.952297063903282	0.881364421416235		
grubhub-15-7-05-7.tsp	1A		133.177		0.75	Infeasible	1.79392055267703	0.951934369602764	0.897322970639033		
grubhub-15-7-05-8.tsp	1A		133.484		2.84	Optimal	1.81609671848014	0.920794473229707	0.875146804835924		
grubhub-15-7-05-9.tsp	1A		131.669		0.74	Infeasible	1.80008635578584	0.950949913644214	0.891157167530224		
grubhub-15-7-10-0.tsp	1A		153.333		3.49	Optimal	0.920017271157167	1.87780656303972	1.77122625215889		
grubhub-15-7-10-1.tsp	1A		154.308		1.99	Infeasible	0.910639032815198	1.87112262521589	1.78060449050086		
grubhub-15-7-10-2.tsp	1A		153.19		2.77	Optimal	0.895613126079447	1.94500863557858	1.79563039723661		
grubhub-15-7-10-3.tsp	1A		152.232		1.45	Infeasible	0.920898100172711	1.90081174438687	1.77034542314335		
grubhub-15-7-10-4.tsp	1A		154.054		7.04	Optimal	0.923022452504318	1.92837651122625	1.76822107081174		
grubhub-15-7-10-5.tsp	1A		152.248		2.09	Infeasible	0.913747841105354	1.90221070811744	1.77749568221071		
grubhub-15-7-10-6.tsp	1A		153.152		6.23	Optimal	0.898048359240069	2.00967184801382	1.79319516407599		
grubhub-15-7-10-7.tsp	1A		152.315		1.62	Infeasible	0.894369602763385	1.88200345423143	1.79687392055268		
grubhub-15-7-10-8.tsp	1A		155.707		7.21	Optimal	0.897582037996546	1.90366148531952	1.79366148531952		
grubhub-15-7-10-9.tsp	1A		154.456		1.46	Infeasible	0.908566493955095	1.87749568221071	1.78267702936097		
grubhub-15-7-15-0.tsp	1A		171.84		8.87	Optimal	0	3.04031088082902	2.69124352331606		
grubhub-15-7-15-1.tsp	1A		173.33		1.50	Infeasible	0	2.97766839378238	2.69124352331606		
grubhub-15-7-15-2.tsp	1A		172.139		9.41	Optimal	0	2.92777202072539	2.69124352331606		
grubhub-15-7-15-3.tsp	1A		171.6		1.45	Infeasible	0	2.8680829015544	2.69124352331606		
grubhub-15-7-15-4.tsp	1A		169.846		8.87	Optimal	0	3.00787564766839	2.69124352331606		
grubhub-15-7-15-5.tsp	1A		174.362		2.14	Infeasible	0	2.83290155440415	2.69124352331606		
grubhub-15-7-15-6.tsp	1A		168.521		6.32	Optimal	0	3.07963730569948	2.69124352331606		
grubhub-15-7-15-8.tsp	1A		170.312		1.39	Infeasible	0	3.06077720207254	2.69124352331606		
grubhub-15-7-15-9.tsp	1A		172.602		2.82	Optimal	0	2.8680829015544	2.69124352331606		
grubhub-15-8-03-8.tsp	1A		126.705		0.15	Infeasible	2.1740932642487	0.565544041450777	0.550777202072539		
grubhub-15-8-05-0.tsp	1A		136.06		0.37	Optimal	1.80423143350604	0.934887737478411	0.920639032815199		
grubhub-15-8-05-1.tsp	1A		135.007		0.26	Infeasible	1.81998272884283	0.965716753022453	0.904887737478411		
grubhub-15-8-05-2.tsp	1A		135.265		0.59	Optimal	1.81417962003454	0.951778929188256	0.910690846286701		
grubhub-15-8-05-3.tsp	1A		135.89		0.26	Infeasible	1.81863557858377	0.974421416234888	0.906234887737478		
grubhub-15-8-05-4.tsp	1A		134.776		0.30	Optimal	1.81687392055268	1.00597582037997	0.907996545768566		
