Instance Name , n, m, served, prof Customer, prof Cust Part, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
sarp-15-20-B-2,15,20,15,90.418,71.742,0,67.896,4,0.03,22.522,Optimal,22.522,22.522,0,67.896,1.39024,0.227909,57,0.591593
sarp-15-20-C-1,15,20,15,243.476,156.444,0,137.264,4,0.03,106.212,Optimal,106.212,106.212,0,137.264,2.00732,0.205288,82.3,0.332996
sarp-15-20-C-2,15,20,15,252.334,161.346,0,151.938,3,0.03,100.396,Optimal,100.396,100.396,0,151.938,1.84878,0.175139,75.8,0.271636
sarp-15-30-A-1,15,30,15,77.955,64.845,0,77.786,3,0.03,0.169,Optimal,0.169,0.169,0,77.786,1.21707,0.183726,49.9,0.42342
sarp-15-30-A-2,15,30,15,77.646,64.674,0,65.228,4,0.03,12.418,Optimal,12.418,12.418,0,65.228,1.27805,0.21449,52.4,0.578686
sarp-15-30-B-1,15,30,15,85.989,69.291,0,75.44,3,0.03,10.549,Optimal,10.549,10.549,0,75.44,0.656098,0.100938,26.9,0.238581
sarp-15-30-B-2,15,30,15,89.697,71.343,0,79.58,3,0.04,10.117,Optimal,10.117,10.117,-3.51163e-14,79.58,1.51707,0.225771,62.2,0.510883
sarp-15-30-C-1,15,30,15,243.476,156.444,0,129.582,6,0.05,113.894,Optimal,113.894,113.894,0,129.582,2.40976,0.257158,98.8,0.428726
sarp-15-30-C-2,15,30,15,236.06,152.34,0,147.752,4,0.04,88.308,Optimal,88.308,88.308,0,147.752,2.17805,0.210762,89.3,0.330802
sarp-20-10-A-1,20,10,10,113.725,91.875,0,73.83,4,0.05,39.895,Optimal,39.895,39.895,0,73.83,2.23659,0.308581,91.7,0.994937
sarp-20-10-A-2,20,10,10,111.047,90.393,0,121.67,3,0.04,-10.623,Optimal,-10.623,-10.623,-0,121.67,3.10488,0.317324,127.3,0.648938
sarp-20-10-B-1,20,10,10,133.707,102.933,0,116.978,3,0.03,16.729,Optimal,16.729,16.729,0,116.978,3.7,0.388013,151.7,0.815738
sarp-20-10-B-2,20,10,10,144.728,109.032,0,100.142,6,0.05,44.586,Optimal,44.586,44.586,0,100.142,2.77805,0.321418,113.9,0.762553
sarp-20-10-C-1,20,10,10,324.772,208.668,0,182.252,4,0.04,142.52,Optimal,142.52,142.52,0,182.252,2.99756,0.230639,122.9,0.374847
sarp-20-10-C-2,20,10,10,337.441,215.679,0,196.512,5,0.05,140.929,Optimal,140.929,140.929,0,196.512,4.77073,0.346891,195.6,0.545049
sarp-20-15-A-1,20,15,15,111.047,90.393,0,80.454,4,0.04,30.593,Optimal,30.593,30.593,-2.32257e-14,80.454,1.31463,0.172997,53.9,0.505787
sarp-20-15-A-2,20,15,15,103.116,86.004,0,79.35,4,0.04,23.766,Optimal,23.766,23.766,0,79.35,1.23659,0.163989,50.7,0.48672
sarp-20-15-B-1,20,15,15,124.128,97.632,0,83.26,5,0.05,40.868,Optimal,40.868,40.868,-3.47726e-14,83.26,1.89268,0.244281,77.6,0.688757
sarp-20-15-B-2,20,15,15,124.849,98.031,0,94.162,4,0.05,30.687,Optimal,30.687,30.687,-1.15773e-14,94.162,2.23659,0.268626,91.7,0.672452
sarp-20-15-C-1,20,15,15,345.578,220.182,0,192.786,5,0.06,152.792,Optimal,152.792,152.792,0,192.786,3.51951,0.259641,144.3,0.411385
sarp-20-15-C-2,20,15,15,301.391,195.729,0,176.272,4,0.06,125.119,Optimal,125.119,125.119,0,176.272,2.9,0.228712,118.9,0.37762
sarp-20-20-A-1,20,20,20,96.833,82.527,0,81.88,3,0.05,14.953,Optimal,14.953,14.953,-1.06916e-13,81.88,0.795122,0.103602,32.6,0.297264
sarp-20-20-A-2,20,20,20,105.073,87.087,0,83.306,3,0.04,21.767,Optimal,21.767,21.767,0,83.306,0.690244,0.0890591,28.3,0.250961
sarp-20-20-B-1,20,20,20,117.433,93.927,0,86.526,4,0.05,30.907,Optimal,30.907,30.907,0,86.526,1.57073,0.198296,64.4,0.537712
sarp-20-20-B-2,20,20,20,114.137,92.103,0,87.814,3,0.04,26.323,Optimal,26.323,26.323,-2.69932e-14,87.814,0.468293,0.058614,19.2,0.156649
sarp-20-20-C-1,20,20,20,300.67,195.33,0,173.236,5,0.06,127.434,Optimal,127.434,127.434,-1.11515e-14,173.236,2.02195,0.161514,82.9,0.268923
sarp-20-20-C-2,20,20,20,313.957,202.683,0,174.708,5,0.06,139.249,Optimal,139.249,139.249,0,174.708,2.93171,0.232735,120.2,0.385916
sarp-20-30-A-1,20,30,20,98.378,83.382,0,68.448,6,0.07,29.93,Optimal,29.93,29.93,0,68.448,1.3122,0.188463,53.8,0.6686
sarp-20-30-A-2,20,30,20,93.537,80.703,0,97.106,3,0.05,-3.569,Optimal,-3.569,-3.569,3.48403e-13,97.106,0.721951,0.0851145,29.6,0.207331
sarp-20-30-B-1,20,30,20,116.506,93.414,0,96.738,4,0.05,19.768,Optimal,19.768,19.768,-1.07832e-13,96.738,1.26829,0.14987,52,0.366283
sarp-30-15-A-1,30,15,15,161.369,132.711,0,114.678,5,0.13,46.691,Optimal,46.691,46.691,0,114.678,2.55854,0.230905,104.9,0.714578
sarp-20-30-B-2,20,30,20,111.253,90.507,0,79.442,4,0.05,31.811,Optimal,31.811,31.811,-2.23364e-14,79.442,1.15366,0.152893,47.3,0.45321
sarp-30-15-A-2,30,15,15,143.756,122.964,0,93.748,5,0.16,50.008,Optimal,50.008,50.008,-1.42086e-14,93.748,1.90976,0.191536,78.3,0.772952
sarp-20-30-C-1,20,30,21,339.192,216.648,0,225.032,4,0.07,114.16,Optimal,114.16,114.16,0,225.032,2.79268,0.181953,114.5,0.272058
sarp-30-15-B-1,30,15,15,178.467,142.173,0,116.564,5,0.17,61.903,Optimal,61.903,61.903,-1.14783e-14,116.564,2.95854,0.262658,121.3,0.803844
sarp-20-30-C-2,20,30,20,347.02,220.98,0,187.634,5,0.08,159.386,Optimal,159.386,159.386,-3.5664e-14,187.634,2,0.150578,82,0.241484
sarp-30-15-B-2,30,15,15,178.673,142.287,0,117.576,5,0.14,61.097,Optimal,61.097,61.097,0,117.576,3.47805,0.309596,142.6,0.931417
sarp-30-10-A-1,30,10,10,159.103,131.457,0,103.316,6,0.16,55.787,Optimal,55.787,55.787,-2.54734e-14,103.316,3.44878,0.38079,141.4,1.44286
sarp-30-10-A-2,30,10,10,155.189,129.291,0,102.902,5,0.15,52.287,Optimal,52.287,52.287,0,102.902,3.1439,0.343245,128.9,1.26125
sarp-30-15-C-1,30,15,15,520.736,331.584,0,261.372,9,0.21,259.364,Optimal,259.364,259.364,-2.19165e-14,261.372,6.6,0.349974,270.6,0.581061
sarp-30-10-B-1,30,10,10,191.342,149.298,0,129.214,4,0.13,62.128,Optimal,62.128,62.128,0,129.214,3.7122,0.357585,152.2,0.999343
sarp-30-10-B-2,30,10,10,185.986,146.334,0,127.742,5,0.13,58.244,Optimal,58.244,58.244,0,127.742,4.37073,0.429085,179.2,1.24186
sarp-30-15-C-2,30,15,15,528.152,335.688,0,278.116,9,0.22,250.036,Optimal,250.036,250.036,0,278.116,5.61463,0.284338,230.2,0.458474
sarp-30-10-C-1,30,10,10,462.747,299.493,0,258.796,6,0.17,203.951,Optimal,203.951,203.951,0,258.796,5.2,0.346366,213.2,0.623027
sarp-30-20-A-1,30,20,20,149.112,125.928,0,105.202,7,0.22,43.91,Optimal,43.91,43.91,0,105.202,2.19512,0.207517,90,0.713154
sarp-30-10-C-2,30,10,10,507.861,324.459,0,257.922,8,0.2,249.939,Optimal,249.939,249.939,0,257.922,6.29512,0.421916,258.1,0.762707
sarp-30-20-A-2,30,20,20,155.807,129.633,0,103.132,5,0.14,52.675,Optimal,52.675,52.675,0,103.132,2.12439,0.202936,87.1,0.715694
sarp-30-20-B-1,30,20,20,179.394,142.686,0,110.354,6,0.17,69.04,Optimal,69.04,69.04,0,110.354,1.81707,0.167453,74.5,0.542213
sarp-30-20-B-2,30,20,20,170.948,138.012,0,116.84,6,0.14,54.108,Optimal,54.108,54.108,-1.31319e-14,116.84,2.90976,0.259913,119.3,0.787459
sarp-30-20-C-1,30,20,20,454.713,295.047,0,279.404,6,0.21,175.309,Optimal,175.309,175.309,0,279.404,6.12439,0.309084,251.1,0.497326
sarp-30-20-C-2,30,20,20,495.192,317.448,0,276.368,6,0.15,218.824,Optimal,218.824,218.824,0,276.368,5.3439,0.271904,219.1,0.439695
sarp-30-30-A-1,30,30,30,138.297,119.943,0,101.614,6,0.2,36.683,Optimal,36.683,36.683,-7.74792e-14,101.614,1.43902,0.13853,59,0.498311
sarp-30-30-A-2,30,30,30,146.228,124.332,0,121.67,5,0.15,24.558,Optimal,24.558,24.558,0,121.67,0.841463,0.0734824,34.5,0.212963
sarp-30-30-B-1,30,30,30,163.635,133.965,0,99.59,6,0.17,64.045,Optimal,64.045,64.045,0,99.59,1.04878,0.102017,43,0.377193
sarp-30-30-B-2,30,30,30,166.622,135.618,0,106.168,6,0.15,60.454,Optimal,60.454,60.454,0,106.168,1.19024,0.111978,48.8,0.380359
sarp-30-30-C-1,30,30,30,427.727,280.113,0,219.604,8,0.21,208.123,Optimal,208.123,208.123,0,219.604,3.38293,0.203253,138.7,0.369965
sarp-30-30-C-2,30,30,30,503.535,322.065,0,285.798,7,0.2,217.737,Optimal,217.737,217.737,-1.30532e-14,285.798,3.9122,0.194118,160.4,0.309175
