Instance,SumCol2,SumCol3,SumCol4,Col5_from_csv2,Col6_from_csv2,Col7_from_csv2,Status
ghsarp-7-6-0,0.17,36.5556,38.8251,6.0,1.0566,43.322,Feasible
ghsarp-7-6-1,0.17,37.2265,38.3104,6.0,1.4104,57.828,Feasible
ghsarp-7-6-2,0.13,43.5561,43.5561,6.0,1.2515,51.31,Feasible
ghsarp-7-6-3,0.16,39.1377,39.1377,6.0,1.9932,81.722,Feasible
ghsarp-7-6-4,0.25,51.0536,53.0675,6.0,0.8296,34.014,Feasible
ghsarp-7-6-5,0.13,41.9648,41.9648,6.0,1.1293,46.302,Feasible
ghsarp-7-6-6,0.45,38.2898,38.5549,6.0,1.6973,69.588,Feasible
ghsarp-7-6-7,0.17,40.5714,40.5714,6.0,1.4657,60.092,Feasible
ghsarp-7-6-8,0.13,41.1046,41.1046,6.0,1.1341,46.498,Feasible
ghsarp-7-6-9,0.23,41.4137,41.4137,6.0,0.966,39.604,Feasible
ghsarp-7-7-0,0.23,39.3341,41.4247,7.0,1.505,61.704,Feasible
ghsarp-7-7-1,0.17,36.292,41.0403,7.0,1.2586,51.604,Feasible
ghsarp-7-7-2,0.26,37.9898,37.9898,7.0,1.4471,59.33,Feasible
ghsarp-7-7-3,0.34,38.0265,38.0265,7.0,1.8514,75.908,Feasible
ghsarp-7-7-4,0.25,42.0247,43.3827,7.0,1.2686,52.014,Feasible
ghsarp-7-7-5,0.21,38.1673,41.1226,7.0,2.0035,82.144,Feasible
ghsarp-7-7-6,0.22,38.6405,38.6405,7.0,1.6207,66.448,Feasible
ghsarp-7-7-7,0.16,39.6016,39.6016,7.0,1.2741,52.24,Feasible
ghsarp-7-7-8,0.25,44.0694,44.084,7.0,1.4025,57.502,Feasible
ghsarp-7-7-9,0.16,50.1112,50.1112,7.0,1.5188,62.272,Feasible
ghsarp-7-8-0,0.5,50.819,50.819,7.0,1.4222,58.31,Feasible
ghsarp-7-8-1,0.59,52.7266,62.9297,8.0,0.6305,25.852,Feasible
ghsarp-7-8-2,0.32,42.2256,45.8523,8.0,1.8189,74.576,Feasible
ghsarp-7-8-3,0.17,42.817,42.817,7.0,1.1643,47.738,Feasible
ghsarp-7-8-4,0.25,44.7789,47.0371,8.0,1.2457,51.072,Feasible
ghsarp-7-8-5,0.2,45.6522,45.6522,7.0,1.1689,47.924,Feasible
ghsarp-7-8-6,0.5,47.0258,52.812,8.0,1.0658,43.696,Feasible
ghsarp-7-8-7,0.34,57.1131,59.0011,8.0,0.9691,39.734,Feasible
ghsarp-7-8-8,0.58,62.0125,63.2302,8.0,1.021,41.862,Feasible
ghsarp-7-8-9,0.27,43.5374,43.5374,7.0,1.6023,65.694,Feasible
ghsarp-8-5-0,0.36,42.4535,46.6288,5.0,1.015,41.614,Feasible
ghsarp-8-5-1,0.17,33.6167,33.6167,5.0,1.7511,71.794,Feasible
ghsarp-8-5-2,0.18,48.607,48.607,5.0,1.2566,51.52,Feasible
ghsarp-8-5-3,0.23,43.8179,43.8179,5.0,1.8969,77.772,Feasible
ghsarp-8-5-4,0.2,50.0561,50.0561,5.0,0.8418,34.514,Feasible
ghsarp-8-5-5,0.03,42.6494,42.6494,5.0,1.2875,52.786,Feasible
ghsarp-8-5-6,0.23,40.0299,40.0299,5.0,1.3424,55.038,Feasible
ghsarp-8-5-7,0.14,46.754,46.754,5.0,1.2133,49.746,Feasible
ghsarp-8-5-8,0.13,42.4025,42.4025,5.0,1.4759,60.512,Feasible
ghsarp-8-5-9,0.19,33.9568,33.9568,5.0,1.472,60.35,Feasible
ghsarp-8-6-0,0.24,40.6646,40.6646,6.0,1.5926,65.298,Feasible
ghsarp-8-6-1,0.51,39.8613,39.8613,6.0,1.5727,64.48,Feasible
ghsarp-8-6-2,0.26,32.8434,32.8434,6.0,1.7652,72.372,Feasible
ghsarp-8-6-3,0.25,39.5951,39.5951,6.0,1.8652,76.472,Feasible
ghsarp-8-6-4,0.21,46.2781,46.2781,6.0,1.2771,52.36,Feasible
ghsarp-8-6-5,0.22,60.9488,60.9488,6.0,0.948,38.87,Feasible
ghsarp-8-6-6,0.29,42.5584,42.5584,6.0,1.64,67.24,Feasible
ghsarp-8-6-7,0.31,41.434,41.434,6.0,1.4363,58.888,Feasible
ghsarp-8-6-8,0.21,46.0047,46.0047,5.0,1.0539,43.212,Feasible
ghsarp-8-6-9,0.43,53.9644,54.8949,6.0,1.6712,68.52,Feasible
ghsarp-8-7-0,0.17,52.4112,52.4112,6.0,1.3509,55.386,Feasible
ghsarp-8-7-1,0.49,59.4019,61.4556,7.0,1.1325,46.434,Feasible
ghsarp-8-7-2,0.22,49.6828,49.6828,7.0,1.443,59.164,Feasible
ghsarp-8-7-3,0.32,40.653,40.653,6.0,1.591,65.23,Feasible
ghsarp-8-7-4,0.38,45.1028,45.1028,7.0,1.3806,56.604,Feasible
ghsarp-8-7-5,0.25,45.4931,45.4931,7.0,1.2418,50.916,Feasible
ghsarp-8-7-6,0.28,51.2264,51.2264,7.0,1.3386,54.882,Feasible
ghsarp-8-7-7,0.26,59.3382,59.3382,7.0,1.2242,50.194,Feasible
ghsarp-8-7-8,0.64,66.4361,66.4361,7.0,1.0858,44.518,Feasible
ghsarp-8-7-9,0.29,46.8996,46.8996,6.0,1.4296,58.614,Feasible
ghsarp-9-5-0,0.34,49.1904,49.1904,5.0,1.3549,55.55,Feasible
ghsarp-9-5-1,0.21,39.5418,39.5418,5.0,1.6163,66.27,Feasible
ghsarp-9-5-2,0.23,35.868,35.868,5.0,1.7707,72.6,Feasible
ghsarp-9-5-3,0.23,41.8329,41.8329,5.0,1.7464,71.604,Feasible
ghsarp-9-5-4,0.34,46.9025,46.9025,5.0,1.2868,52.76,Feasible
ghsarp-9-5-5,2.17,51.8374,51.8374,5.0,1.3854,56.8,Feasible
ghsarp-9-5-6,0.21,46.4862,46.4862,5.0,1.3553,55.566,Feasible
ghsarp-9-5-7,0.21,41.9345,41.9345,5.0,1.5079,61.824,Feasible
ghsarp-9-5-8,0.21,40.151,40.151,4.0,1.3124,53.81,Feasible
ghsarp-9-5-9,0.24,55.9385,55.9385,5.0,1.4627,59.97,Feasible
ghsarp-9-6-0,0.43,56.1982,56.1982,5.0,1.3291,54.492,Feasible
ghsarp-9-6-1,0.33,67.2313,67.2313,6.0,1.067,43.746,Feasible
ghsarp-9-6-2,0.66,48.0096,48.0096,6.0,1.812,74.292,Feasible
ghsarp-9-6-3,0.41,46.4883,46.4883,5.0,1.3514,55.408,Feasible
ghsarp-9-6-4,0.47,49.274,49.274,6.0,1.0182,41.746,Feasible
ghsarp-9-6-5,0.4,48.1558,48.1558,6.0,1.7516,71.814,Feasible
ghsarp-9-6-6,0.32,54.3066,54.3066,6.0,1.2433,50.974,Feasible
ghsarp-9-6-7,0.45,58.4472,58.4472,6.0,1.357,55.638,Feasible
ghsarp-9-6-8,0.37,68.974,68.974,6.0,0.9222,37.812,Feasible
ghsarp-9-6-9,0.32,45.668,45.668,5.0,1.6008,65.634,Feasible
csarp,,,,,,,
sarp-10-5-A-1,0.29,46.056,46.056,5.0,1.2122,49.7,Feasible
sarp-10-5-A-2,0.38,39.703,39.703,5.0,1.7537,71.9,Feasible
sarp-10-5-B-1,0.36,59.936,59.936,5.0,1.4,57.4,Feasible
sarp-10-5-B-2,0.47,62.946,62.946,5.0,1.361,55.8,Feasible
sarp-10-5-C-1,0.24,135.246,135.246,5.0,1.3902,57.0,Feasible
sarp-10-5-C-2,0.34,144.015,144.015,5.0,1.0341,42.4,Feasible
sarp-5-10-A-1,0.13,29.919,43.34,9.0,0.4488,18.4,Feasible
sarp-5-10-A-2,0.1,18.8,29.363,10.0,1.6415,67.3,Feasible
sarp-5-10-B-1,0.05,29.092,42.712,10.0,1.5439,63.3,Feasible
sarp-5-10-B-2,0.15,33.432,48.685,10.0,0.9707,39.8,Feasible
sarp-5-10-C-1,0.12,63.763,86.855,10.0,0.8024,32.9,Feasible
sarp-5-10-C-2,0.09,92.446,117.726,10.0,0.922,37.8,Feasible
sarp-5-5-A-1,0.07,19.869,20.261,5.0,1.7488,71.7,Feasible
sarp-5-5-A-2,0.03,19.123,19.123,4.0,1.1756,48.2,Feasible
sarp-5-5-B-1,0.04,44.214,44.214,4.0,0.9634,39.5,Feasible
sarp-5-5-B-2,0.04,32.426,33.945,5.0,1.1585,47.5,Feasible
sarp-5-5-C-1,0.05,84.363,84.363,5.0,0.9878,40.5,Feasible
sarp-5-5-C-2,0.04,51.794,55.876,5.0,0.8098,33.2,Feasible
sarp-5-6-A-1,0.06,23.57,24.513,6.0,1.7,69.7,Feasible
sarp-5-6-A-2,0.05,37.434,37.434,5.0,1.1244,46.1,Feasible
sarp-5-6-B-1,0.07,38.849,42.332,6.0,1.7585,72.1,Feasible
sarp-5-6-B-2,0.04,31.195,44.674,6.0,0.9415,38.6,Feasible
sarp-5-6-C-1,0.07,82.19,87.17,6.0,0.3512,14.4,Feasible
sarp-5-6-C-2,0.08,83.577,83.577,5.0,1.0268,42.1,Feasible
sarp-5-7-A-1,0.11,25.826,28.248,6.0,1.461,59.9,Feasible
sarp-5-7-A-2,0.08,25.341,30.853,7.0,1.4683,60.2,Feasible
sarp-5-7-B-1,0.08,43.861,45.464,6.0,1.3829,56.7,Feasible
sarp-5-7-B-2,0.05,45.442,51.477,7.0,1.4707,60.3,Feasible
sarp-5-7-C-1,0.11,63.657,69.409,7.0,1.422,58.3,Feasible
sarp-5-7-C-2,0.02,64.618,64.618,5.0,1.5854,65.0,Feasible
sarp-5-8-A-1,0.07,22.788,28.602,8.0,2.0268,83.1,Feasible
sarp-5-8-A-2,0.11,21.091,25.034,8.0,1.7537,71.9,Feasible
sarp-5-8-B-1,0.09,46.857,57.043,8.0,1.4244,58.4,Feasible
sarp-5-8-B-2,0.1,37.527,49.374,7.0,0.9146,37.5,Feasible
sarp-5-8-C-1,0.08,70.823,81.834,8.0,1.5293,62.7,Feasible
sarp-5-8-C-2,0.1,83.445,90.377,8.0,0.9049,37.1,Feasible
sarp-5-9-A-1,0.08,22.933,35.038,9.0,1.6463,67.5,Feasible
sarp-5-9-A-2,0.14,20.182,31.674,9.0,1.3463,55.2,Feasible
sarp-5-9-B-1,0.09,33.676,48.962,9.0,1.3537,55.5,Feasible
sarp-5-9-B-2,0.1,33.213,46.198,8.0,0.8683,35.6,Feasible
sarp-5-9-C-1,0.13,86.72,108.908,9.0,0.4341,17.8,Feasible
sarp-5-9-C-2,0.09,57.479,69.466,8.0,0.8488,34.8,Feasible
sarp-6-5-A-1,0.1,17.432,18.759,5.0,1.6634,68.2,Feasible
sarp-6-5-A-2,0.08,28.942,32.227,5.0,1.2658,51.9,Feasible
sarp-6-5-B-1,0.12,42.212,42.212,5.0,1.561,64.0,Feasible
sarp-6-5-B-2,0.05,38.39,38.39,5.0,1.778,72.9,Feasible
sarp-6-5-C-1,0.1,95.962,95.962,5.0,1.0707,43.9,Feasible
sarp-6-5-C-2,0.08,74.973,74.973,5.0,1.1781,48.3,Feasible
sarp-6-6-A-1,0.18,38.759,38.759,6.0,1.461,59.9,Feasible
sarp-6-6-A-2,0.11,25.048,25.388,6.0,1.7683,72.5,Feasible
sarp-6-6-B-1,0.1,63.631,63.631,6.0,1.161,47.6,Feasible
sarp-6-6-B-2,0.09,35.728,41.492,6.0,1.6585,68.0,Feasible
sarp-6-6-C-1,0.09,91.503,91.503,6.0,1.5073,61.8,Feasible
sarp-6-6-C-2,0.2,75.304,75.304,6.0,1.4878,61.0,Feasible
sarp-6-7-A-1,0.2,23.014,24.458,6.0,1.6634,68.2,Feasible
sarp-6-7-A-2,0.2,34.557,35.987,7.0,1.4951,61.3,Feasible
sarp-6-7-B-1,0.16,41.883,45.167,6.0,1.2366,50.7,Feasible
sarp-6-7-B-2,0.16,41.644,45.358,7.0,1.6293,66.8,Feasible
sarp-6-7-C-1,0.11,67.942,70.751,6.0,1.4073,57.7,Feasible
sarp-6-7-C-2,0.28,77.453,77.453,6.0,1.4488,59.4,Feasible
sarp-6-8-A-1,0.19,19.122,23.56,8.0,1.7342,71.1,Feasible
sarp-6-8-A-2,0.2,27.421,33.39,7.0,1.6439,67.4,Feasible
sarp-6-8-B-1,0.37,38.669,48.717,8.0,1.5512,63.6,Feasible
sarp-6-8-B-2,0.26,42.17,54.289,8.0,0.8244,33.8,Feasible
sarp-6-8-C-1,0.18,96.699,102.395,8.0,1.0805,44.3,Feasible
sarp-6-8-C-2,0.16,100.168,103.067,8.0,1.7195,70.5,Feasible
sarp-6-9-A-1,0.21,22.425,27.852,8.0,1.7634,72.3,Feasible
sarp-6-9-A-2,0.23,31.389,36.978,9.0,1.8829,77.2,Feasible
sarp-6-9-B-1,0.24,35.838,44.45,9.0,0.8122,33.3,Feasible
sarp-6-9-B-2,0.22,39.526,41.934,8.0,2.2317,91.5,Feasible
sarp-6-9-C-1,0.23,81.778,88.688,9.0,0.961,39.4,Feasible
sarp-6-9-C-2,0.2,104.951,111.807,9.0,0.7293,29.9,Feasible
sarp-7-5-A-1,0.12,27.357,27.357,5.0,1.7805,73.0,Feasible
sarp-7-5-A-2,0.13,27.469,27.469,5.0,1.8219,74.7,Feasible
sarp-7-5-B-1,0.1,40.594,40.594,5.0,1.0585,43.4,Feasible
sarp-7-5-B-2,0.08,47.829,47.829,5.0,1.6415,67.3,Feasible
sarp-7-5-C-1,0.09,88.707,88.707,5.0,1.3463,55.2,Feasible
sarp-7-5-C-2,0.11,97.098,97.098,5.0,1.7342,71.1,Feasible
sarp-7-6-A-1,0.1,21.864,22.97,5.0,1.8,73.8,Feasible
sarp-7-6-A-2,0.21,34.74,34.74,6.0,1.3488,55.3,Feasible
sarp-7-6-B-1,0.21,35.232,37.879,6.0,1.4878,61.0,Feasible
sarp-7-6-B-2,0.21,46.181,48.722,6.0,1.7146,70.3,Feasible
sarp-7-6-C-1,0.16,113.745,113.745,6.0,1.2293,50.4,Feasible
sarp-7-6-C-2,0.19,113.241,113.241,6.0,1.0195,41.8,Feasible
sarp-7-7-A-1,0.2,46.734,46.734,6.0,1.0878,44.6,Feasible
sarp-7-7-A-2,0.24,31.774,31.774,7.0,1.5415,63.2,Feasible
sarp-7-7-B-1,0.19,47.51,49.643,7.0,1.5707,64.4,Feasible
sarp-7-7-B-2,0.18,65.572,65.572,7.0,1.1341,46.5,Feasible
sarp-7-7-C-1,0.15,107.7,107.7,7.0,1.5024,61.6,Feasible
sarp-7-7-C-2,0.29,100.171,100.171,7.0,1.4244,58.4,Feasible
sarp-7-8-A-1,0.29,33.419,33.488,8.0,1.7463,71.6,Feasible
sarp-7-8-A-2,0.25,27.085,27.085,7.0,2.0219,82.9,Feasible
sarp-7-8-B-1,0.55,52.657,54.269,8.0,2.0537,84.2,Feasible
sarp-7-8-B-2,0.41,41.271,45.833,8.0,1.9268,79.0,Feasible
sarp-7-8-C-1,0.67,81.264,85.564,8.0,2.122,87.0,Feasible
sarp-7-8-C-2,0.45,97.147,101.287,8.0,1.5073,61.8,Feasible
sarp-8-5-A-1,0.26,37.87,37.87,5.0,1.4146,58.0,Feasible
sarp-8-5-A-2,0.15,33.377,34.987,5.0,1.5585,63.9,Feasible
sarp-8-5-B-1,0.14,53.97,53.97,5.0,1.1927,48.9,Feasible
sarp-8-5-B-2,0.25,48.273,48.273,5.0,2.1829,89.5,Feasible
sarp-8-5-C-1,0.34,110.412,110.412,5.0,1.0902,44.7,Feasible
sarp-8-5-C-2,0.19,99.336,99.336,5.0,1.0341,42.4,Feasible
sarp-8-6-A-1,0.24,39.253,39.253,6.0,1.5195,62.3,Feasible
sarp-8-6-A-2,0.3,33.279,33.279,6.0,1.6634,68.2,Feasible
sarp-8-6-B-1,0.5,49.725,53.795,6.0,1.2854,52.7,Feasible
sarp-8-6-B-2,0.5,46.101,46.101,6.0,1.2463,51.1,Feasible
sarp-8-6-C-1,0.24,79.659,79.659,6.0,1.7561,72.0,Feasible
sarp-8-6-C-2,0.24,105.982,105.982,6.0,1.2415,50.9,Feasible
sarp-8-7-A-1,0.49,33.109,34.699,7.0,1.8317,75.1,Feasible
sarp-8-7-A-2,0.33,41.385,44.107,7.0,1.5073,61.8,Feasible
sarp-8-7-B-1,0.28,48.583,54.593,7.0,1.3512,55.4,Feasible
sarp-8-7-B-2,0.46,52.424,52.424,7.0,1.5439,63.3,Feasible
sarp-8-7-C-1,3.33,85.453,85.453,6.0,1.9927,81.7,Feasible
